Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
BASTIGLIA,3053,2337,46,98,MODENA
BOMPORTO,7386,5367,98,221,MODENA
CAMPOGALLIANO,6481,4849,63,160,MODENA
CAMPOSANTO,2312,1581,16,48,MODENA
CARPI,51699,38194,386,1000,MODENA
CASTELFRANCO EMILIA,23708,17591,240,630,MODENA
CASTELNUOVO RANGONE,10795,7610,62,268,MODENA
CASTELVETRO DI MODENA,8385,6134,97,241,MODENA
CAVEZZO,5336,4062,86,169,MODENA
CONCORDIA SULLA SECCHIA,6769,4812,105,209,MODENA
FANANO,2524,1948,67,138,MODENA
FINALE EMILIA,11984,7604,63,225,MODENA
FIORANO MODENESE,13136,9477,159,411,MODENA
FIUMALBO,1110,922,58,117,MODENA
FORMIGINE,26603,19748,296,660,MODENA
FRASSINORO,1975,1316,56,97,MODENA
GUIGLIA,3515,2338,80,144,MODENA
LAMA MOCOGNO,2352,1596,63,121,MODENA
MARANELLO,13157,9631,142,349,MODENA
MARANO SUL PANARO,3682,2662,63,151,MODENA
MEDOLLA,4922,3761,78,151,MODENA
MIRANDOLA,17856,12969,235,486,MODENA
MODENA,135456,99270,1107,2709,MODENA
MONTECRETO,829,650,33,52,MODENA
MONTEFIORINO,1961,1200,10,27,MODENA
MONTESE,2663,1983,80,139,MODENA
NONANTOLA,11871,8799,145,328,MODENA
NOVI DI MODENA,7949,5400,39,117,MODENA
PALAGANO,1846,1131,17,38,MODENA
PAVULLO NEL FRIGNANO,13501,8123,106,296,MODENA
PIEVEPELAGO,2046,1347,55,92,MODENA
POLINAGO,1375,809,20,49,MODENA
PRIGNANO SULLA SECCHIA,3052,2376,86,136,MODENA
RAVARINO,4718,3425,41,97,MODENA
RIOLUNATO,679,530,32,46,MODENA
SAN CESARIO SUL PANARO,4967,3832,57,155,MODENA
SAN FELICE SUL PANARO,8159,6007,93,225,MODENA
SAN POSSIDONIO,2718,2001,55,103,MODENA
SAN PROSPERO,4415,3145,72,128,MODENA
SASSUOLO,30428,22449,391,891,MODENA
SAVIGNANO SUL PANARO,6847,5243,103,183,MODENA
SERRAMAZZONI,6319,3772,41,130,MODENA
SESTOLA,2186,1323,23,50,MODENA
SOLIERA,11629,8885,112,289,MODENA
SPILAMBERTO,8916,6820,121,255,MODENA
VIGNOLA,17757,13334,271,597,MODENA
ZOCCA,3907,2268,27,76,MODENA
