Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ABBATEGGIO,505,302,29,46,PESCARA
ALANNO,3307,2085,84,208,PESCARA
BOLOGNANO,1105,796,60,104,PESCARA
BRITTOLI,441,169,10,15,PESCARA
BUSSI SUL TIRINO,2468,1495,52,110,PESCARA
CAPPELLE SUL TAVO,3198,2432,154,312,PESCARA
CARAMANICO TERME,2168,1390,135,197,PESCARA
CARPINETO DELLA NORA,627,419,39,56,PESCARA
CASTIGLIONE A CASAURIA,1115,519,39,67,PESCARA
CATIGNANO,1444,1038,90,128,PESCARA
CEPAGATTI,8956,5756,179,496,PESCARA
CITTA' SANT'ANGELO,11721,8952,454,788,PESCARA
CIVITAQUANA,1248,899,90,134,PESCARA
CIVITELLA CASANOVA,1839,928,23,85,PESCARA
COLLECORVINO,4936,2902,92,251,PESCARA
CORVARA,422,187,33,40,PESCARA
CUGNOLI,1422,781,24,64,PESCARA
ELICE,1428,900,31,79,PESCARA
FARINDOLA,1422,1053,135,195,PESCARA
LETTOMANOPPELLO,2692,2016,111,178,PESCARA
LORETO APRUTINO,6831,4106,120,344,PESCARA
MANOPPELLO,6337,3833,130,346,PESCARA
MONTEBELLO DI BERTONA,1067,748,121,149,PESCARA
MONTESILVANO,40738,28855,1524,2685,PESCARA
MOSCUFO,2718,2090,118,207,PESCARA
NOCCIANO,1832,978,38,88,PESCARA
PENNE,10811,6935,222,676,PESCARA
PESCARA,101240,72763,3430,5836,PESCARA
PESCOSANSONESCO,563,319,15,39,PESCARA
PIANELLA,7133,4691,167,455,PESCARA
PICCIANO,1086,779,21,69,PESCARA
PIETRANICO,527,281,20,46,PESCARA
POPOLI,4814,2646,62,194,PESCARA
ROCCAMORICE,1251,488,32,61,PESCARA
ROSCIANO,3247,2679,175,312,PESCARA
SALLE,518,239,24,30,PESCARA
SANT'EUFEMIA A MAIELLA,531,158,13,19,PESCARA
SAN VALENTINO IN ABRUZZO CITERIORE,2099,1135,45,109,PESCARA
SCAFA,3398,2192,68,165,PESCARA
SERRAMONACESCA,779,360,17,34,PESCARA
SPOLTORE,15515,10164,288,785,PESCARA
TOCCO DA CASAURIA,2647,1495,45,114,PESCARA
TORRE DE' PASSERI,2668,2044,123,238,PESCARA
TURRIVALIGNANI,839,507,26,55,PESCARA
VICOLI,475,313,43,59,PESCARA
VILLA CELIERA,676,419,15,32,PESCARA
