Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
MOROZZO,1605,990,30,80,CUNEO
MURAZZANO,826,482,55,89,CUNEO
MURELLO,936,479,12,32,CUNEO
NARZOLE,2518,1617,58,186,CUNEO
NEIVE,2456,1898,109,210,CUNEO
NEVIGLIE,343,269,26,36,CUNEO
NIELLA BELBO,405,255,25,52,CUNEO
NIELLA TANARO,876,679,35,98,CUNEO
NOVELLO,795,626,48,101,CUNEO
NUCETTO,461,289,14,22,CUNEO
ONCINO,81,33,0,0,CUNEO
ORMEA,1575,1102,81,138,CUNEO
OSTANA,74,51,3,7,CUNEO
PAESANA,2534,1833,108,264,CUNEO
PAGNO,523,417,36,59,CUNEO
PAMPARATO,301,225,22,46,CUNEO
PAROLDO,261,152,15,26,CUNEO
PERLETTO,265,200,9,25,CUNEO
PERLO,217,91,12,13,CUNEO
PEVERAGNO,4719,2928,72,213,CUNEO
PEZZOLO VALLE UZZONE,389,191,9,30,CUNEO
PIANFEI,1948,1294,84,216,CUNEO
PIASCO,2352,1795,100,188,CUNEO
PIETRAPORZIO,76,61,12,13,CUNEO
PIOBESI D'ALBA,1010,839,45,87,CUNEO
PIOZZO,874,561,46,78,CUNEO
POCAPAGLIA,2707,2028,75,222,CUNEO
POLONGHERA,928,716,62,94,CUNEO
PONTECHIANALE,173,100,3,9,CUNEO
PRADLEVES,227,189,14,23,CUNEO
PRAZZO,160,98,5,8,CUNEO
PRIERO,361,233,2,16,CUNEO
PRIOCCA,1693,1271,53,136,CUNEO
PRIOLA,706,429,36,64,CUNEO
PRUNETTO,418,279,14,35,CUNEO
RACCONIGI,8135,5194,91,358,CUNEO
REVELLO,3780,2702,157,280,CUNEO
RIFREDDO,829,684,55,109,CUNEO
RITTANA,102,62,1,3,CUNEO
ROASCHIA,174,57,6,8,CUNEO
ROASCIO,86,55,7,9,CUNEO
ROBILANTE,1859,1476,74,183,CUNEO
ROBURENT,521,364,26,49,CUNEO
ROCCABRUNA,1258,1053,61,147,CUNEO
ROCCA CIGLIE',132,104,12,18,CUNEO
ROCCA DE' BALDI,1375,1036,63,185,CUNEO
ROCCAFORTE MONDOVI',1721,990,20,68,CUNEO
ROCCASPARVERA,622,485,21,51,CUNEO
ROCCAVIONE,2303,1700,72,152,CUNEO
ROCCHETTA BELBO,177,112,11,20,CUNEO
RODDI,1236,859,21,49,CUNEO
RODDINO,362,241,16,32,CUNEO
RODELLO,789,710,35,54,CUNEO
ROSSANA,887,582,37,77,CUNEO
RUFFIA,317,229,13,32,CUNEO
SALE DELLE LANGHE,466,359,31,53,CUNEO
SALE SAN GIOVANNI,152,130,7,16,CUNEO
SALICETO,1269,819,47,102,CUNEO
SALMOUR,610,357,14,35,CUNEO
SALUZZO,13457,9739,343,782,CUNEO
SAMBUCO,118,48,2,5,CUNEO
SAMPEYRE,897,507,23,58,CUNEO
SAN BENEDETTO BELBO,235,128,8,21,CUNEO
SAN DAMIANO MACRA,392,306,28,53,CUNEO
SANFRE',2376,1924,111,203,CUNEO
SANFRONT,2038,1688,127,244,CUNEO
SAN MICHELE MONDOVI',1531,854,20,54,CUNEO
SANT'ALBANO STURA,1947,1549,87,169,CUNEO
SANTA VITTORIA D'ALBA,2094,1588,66,141,CUNEO
SANTO STEFANO BELBO,3389,1970,41,165,CUNEO
SANTO STEFANO ROERO,1185,856,62,106,CUNEO
SAVIGLIANO,17056,12433,466,1000,CUNEO
SCAGNELLO,195,145,10,21,CUNEO
SCARNAFIGI,1824,1331,66,149,CUNEO
SERRALUNGA D'ALBA,405,340,20,33,CUNEO
SERRAVALLE LANGHE,289,238,17,25,CUNEO
SINIO,375,257,12,23,CUNEO
SOMANO,406,240,20,43,CUNEO
SOMMARIVA DEL BOSCO,5143,3725,150,322,CUNEO
SOMMARIVA PERNO,2292,1759,97,202,CUNEO
STROPPO,79,62,6,10,CUNEO
TARANTASCA,1847,1312,75,169,CUNEO
TORRE BORMIDA,206,147,14,23,CUNEO
TORRE MONDOVI',417,295,13,30,CUNEO
TORRE SAN GIORGIO,708,473,34,58,CUNEO
TORRESINA,50,36,5,9,CUNEO
TREISO,632,440,17,31,CUNEO
TREZZO TINELLA,284,239,13,20,CUNEO
TRINITA',1934,1420,125,214,CUNEO
VALDIERI,945,490,16,55,CUNEO
VALGRANA,662,500,38,67,CUNEO
VALLORIATE,101,81,5,11,CUNEO
VALMALA,60,57,7,10,CUNEO
VENASCA,1269,977,63,115,CUNEO
VERDUNO,451,373,25,35,CUNEO
VERNANTE,1020,644,24,38,CUNEO
VERZUOLO,5036,3643,177,347,CUNEO
VEZZA D'ALBA,1834,1535,75,139,CUNEO
VICOFORTE,2563,2050,114,242,CUNEO
VIGNOLO,1986,1646,86,182,CUNEO
VILLAFALLETTO,2509,1683,79,213,CUNEO
VILLANOVA MONDOVI',4638,2785,71,235,CUNEO
VILLANOVA SOLARO,778,553,69,109,CUNEO
VILLAR SAN COSTANZO,1354,991,59,135,CUNEO
VINADIO,555,311,11,27,CUNEO
VIOLA,376,302,24,36,CUNEO
VOTTIGNASCO,465,415,24,53,CUNEO
