Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACCEGLIO,147,88,7,11,CUNEO
AISONE,232,175,17,23,CUNEO
ALBA,24427,18700,643,1323,CUNEO
ALBARETTO DELLA TORRE,196,165,10,28,CUNEO
ALTO,119,67,4,7,CUNEO
ARGENTERA,74,65,4,5,CUNEO
ARGUELLO,170,134,9,13,CUNEO
BAGNASCO,959,632,39,102,CUNEO
BAGNOLO PIEMONTE,4860,2732,85,267,CUNEO
BALDISSERO D'ALBA,871,753,52,85,CUNEO
BARBARESCO,547,340,21,31,CUNEO
BARGE,6690,3665,100,289,CUNEO
BAROLO,584,488,33,50,CUNEO
BASTIA MONDOVI',478,292,10,27,CUNEO
BATTIFOLLO,218,162,22,30,CUNEO
BEINETTE,2670,1850,89,191,CUNEO
BELLINO,111,80,14,24,CUNEO
BELVEDERE LANGHE,314,211,18,33,CUNEO
BENE VAGIENNA,2868,1623,48,156,CUNEO
BENEVELLO,391,232,3,15,CUNEO
BERGOLO,95,30,1,1,CUNEO
BERNEZZO,3063,2346,87,227,CUNEO
BONVICINO,81,71,12,16,CUNEO
BORGOMALE,308,253,18,35,CUNEO
BORGO SAN DALMAZZO,9768,6142,96,375,CUNEO
BOSIA,197,136,10,20,CUNEO
BOSSOLASCO,582,435,36,63,CUNEO
BOVES,7876,5740,243,547,CUNEO
BRA,22711,16689,750,1515,CUNEO
BRIAGLIA,291,212,17,28,CUNEO
BRIGA ALTA,122,35,1,3,CUNEO
BRONDELLO,281,208,19,34,CUNEO
BROSSASCO,928,755,38,87,CUNEO
BUSCA,8597,6236,325,722,CUNEO
CAMERANA,542,467,57,95,CUNEO
CAMO,200,146,9,48,CUNEO
CANALE,4288,3216,144,312,CUNEO
CANOSIO,86,65,9,9,CUNEO
CAPRAUNA,132,64,2,3,CUNEO
CARAGLIO,5559,3935,176,397,CUNEO
CARAMAGNA PIEMONTE,2502,1805,113,251,CUNEO
CARDE',1253,782,39,102,CUNEO
CARRU',3647,2099,67,171,CUNEO
CARTIGNANO,150,114,6,12,CUNEO
CASALGRASSO,1222,694,16,44,CUNEO
CASTAGNITO,1516,1171,41,72,CUNEO
CASTELDELFINO,149,85,0,5,CUNEO
CASTELLAR,270,216,17,28,CUNEO
CASTELLETTO STURA,1093,872,53,113,CUNEO
CASTELLETTO UZZONE,391,231,23,31,CUNEO
CASTELLINALDO,742,633,48,74,CUNEO
CASTELLINO TANARO,315,227,21,51,CUNEO
CASTELMAGNO,89,42,0,4,CUNEO
CASTELNUOVO DI CEVA,150,61,1,2,CUNEO
CASTIGLIONE FALLETTO,537,484,24,39,CUNEO
CASTIGLIONE TINELLA,719,440,24,38,CUNEO
CASTINO,452,278,26,54,CUNEO
CAVALLERLEONE,640,435,42,62,CUNEO
CAVALLERMAGGIORE,4726,2782,47,243,CUNEO
CELLE DI MACRA,88,73,3,7,CUNEO
CENTALLO,5348,3893,196,497,CUNEO
CERESOLE ALBA,1721,1384,60,121,CUNEO
CERRETTO LANGHE,375,283,20,46,CUNEO
CERVASCA,4006,2991,120,275,CUNEO
CERVERE,1890,1354,58,185,CUNEO
CEVA,4459,3228,190,377,CUNEO
CHERASCO,7093,5159,227,506,CUNEO
CHIUSA DI PESIO,3170,2291,135,257,CUNEO
CIGLIE',168,117,12,25,CUNEO
CISSONE,84,55,6,8,CUNEO
CLAVESANA,702,476,32,63,CUNEO
CORNELIANO D'ALBA,1657,1297,67,139,CUNEO
CORTEMILIA,2134,1084,22,73,CUNEO
COSSANO BELBO,1006,552,23,49,CUNEO
COSTIGLIOLE SALUZZO,2520,1734,68,163,CUNEO
CRAVANZANA,394,275,23,41,CUNEO
CRISSOLO,147,86,7,14,CUNEO
CUNEO,44113,28412,445,1504,CUNEO
DEMONTE,1695,962,26,71,CUNEO
DIANO D'ALBA,2899,1917,37,114,CUNEO
DOGLIANI,3693,2810,168,348,CUNEO
DRONERO,5487,3447,75,251,CUNEO
ELVA,81,41,6,8,CUNEO
ENTRACQUE,691,402,20,45,CUNEO
ENVIE,2074,1354,131,205,CUNEO
FARIGLIANO,1432,1062,85,147,CUNEO
FAULE,454,343,25,51,CUNEO
FEISOGLIO,389,216,4,15,CUNEO
FOSSANO,19780,14517,572,1203,CUNEO
FRABOSA SOPRANA,700,409,16,40,CUNEO
FRABOSA SOTTANA,1238,943,76,134,CUNEO
FRASSINO,245,141,6,12,CUNEO
GAIOLA,452,365,24,58,CUNEO
GAMBASCA,343,233,14,25,CUNEO
GARESSIO,2870,1824,99,221,CUNEO
GENOLA,2097,1530,57,139,CUNEO
GORZEGNO,287,208,27,41,CUNEO
GOTTASECCA,187,107,7,18,CUNEO
GOVONE,1836,1391,55,128,CUNEO
GRINZANE CAVOUR,1473,999,15,54,CUNEO
GUARENE,2654,2208,88,160,CUNEO
IGLIANO,95,39,0,3,CUNEO
ISASCA,92,57,5,8,CUNEO
LAGNASCO,1191,904,62,106,CUNEO
LA MORRA,2203,1689,101,171,CUNEO
LEQUIO BERRIA,449,347,29,57,CUNEO
LEQUIO TANARO,676,355,8,34,CUNEO
LESEGNO,742,512,35,67,CUNEO
LEVICE,268,161,14,19,CUNEO
LIMONE PIEMONTE,1298,983,42,82,CUNEO
LISIO,185,158,13,27,CUNEO
MACRA,55,38,0,1,CUNEO
MAGLIANO ALFIERI,1621,1251,44,89,CUNEO
MAGLIANO ALPI,1804,1385,86,175,CUNEO
MANGO,1071,742,46,101,CUNEO
MANTA,2942,2179,90,181,CUNEO
MARENE,2496,1864,83,157,CUNEO
MARGARITA,1173,815,56,119,CUNEO
MARMORA,61,57,5,8,CUNEO
MARSAGLIA,229,189,18,36,CUNEO
MARTINIANA PO,628,402,24,49,CUNEO
MELLE,263,157,5,13,CUNEO
MOIOLA,206,166,18,31,CUNEO
MOMBARCARO,239,193,26,44,CUNEO
MOMBASIGLIO,605,382,22,50,CUNEO
MONASTERO DI VASCO,1104,694,15,51,CUNEO
MONASTEROLO CASOTTO,85,68,12,16,CUNEO
MONASTEROLO DI SAVIGLIANO,1190,895,57,110,CUNEO
MONCHIERO,442,334,20,42,CUNEO
MONDOVI',17485,10865,226,712,CUNEO
MONESIGLIO,559,395,32,54,CUNEO
MONFORTE D'ALBA,1600,1180,77,144,CUNEO
MONTA',3530,2682,125,308,CUNEO
MONTALDO DI MONDOVI',492,397,35,66,CUNEO
MONTALDO ROERO,719,618,43,87,CUNEO
MONTANERA,594,472,35,58,CUNEO
MONTELUPO ALBESE,413,319,19,44,CUNEO
MONTEMALE DI CUNEO,213,152,11,26,CUNEO
MONTEROSSO GRANA,390,254,6,29,CUNEO
MONTEU ROERO,1477,1034,64,128,CUNEO
MONTEZEMOLO,346,191,8,17,CUNEO
MONTICELLO D'ALBA,1726,1410,74,147,CUNEO
MORETTA,3693,2431,101,237,CUNEO
