Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACQUAFORMOSA,1201,825,53,94,COSENZA
ACQUAPPESA,2069,1233,112,171,COSENZA
ACRI,19856,8232,134,582,COSENZA
AIELLO CALABRO,2216,1087,77,156,COSENZA
AIETA,967,228,7,24,COSENZA
ALBIDONA,1677,456,14,35,COSENZA
ALESSANDRIA DEL CARRETTO,709,356,98,131,COSENZA
ALTILIA,947,419,8,19,COSENZA
ALTOMONTE,4293,3093,317,484,COSENZA
AMANTEA,12486,8874,605,1354,COSENZA
AMENDOLARA,3110,1141,26,86,COSENZA
APRIGLIANO,2801,1942,145,235,COSENZA
BELMONTE CALABRO,3490,684,18,78,COSENZA
BELSITO,953,460,4,19,COSENZA
BELVEDERE MARITTIMO,9740,6300,552,945,COSENZA
BIANCHI,1193,997,125,160,COSENZA
BISIGNANO,8833,4146,67,309,COSENZA
BOCCHIGLIERO,1643,987,95,133,COSENZA
BONIFATI,3615,971,17,43,COSENZA
BUONVICINO,2372,1697,259,354,COSENZA
CALOPEZZATI,1286,459,7,18,COSENZA
CALOVETO,1269,811,99,139,COSENZA
CAMPANA,1844,582,2,37,COSENZA
CANNA,799,254,4,16,COSENZA
CARIATI,6910,2527,18,92,COSENZA
CAROLEI,3409,1355,18,64,COSENZA
CARPANZANO,299,118,1,3,COSENZA
CASOLE BRUZIO,2253,1232,7,45,COSENZA
CASSANO ALL'IONIO,15247,5562,75,482,COSENZA
CASTIGLIONE COSENTINO,2527,1872,148,267,COSENZA
CASTROLIBERO,8716,4436,35,224,COSENZA
CASTROREGIO,317,130,3,9,COSENZA
CASTROVILLARI,19772,7501,99,531,COSENZA
CELICO,2221,1795,57,126,COSENZA
CELLARA,515,301,3,12,COSENZA
CERCHIARA DI CALABRIA,2392,1688,248,340,COSENZA
CERISANO,3098,1124,15,75,COSENZA
CERVICATI,972,593,57,103,COSENZA
CERZETO,1636,557,14,28,COSENZA
CETRARO,10277,3783,48,240,COSENZA
CIVITA,1205,608,83,132,COSENZA
CLETO,1662,597,13,36,COSENZA
COLOSIMI,1168,920,70,120,COSENZA
CORIGLIANO CALABRO,33286,10287,118,495,COSENZA
COSENZA,57394,25911,173,1203,COSENZA
CROPALATI,1195,786,63,101,COSENZA
CROSIA,7523,5601,387,643,COSENZA
DIAMANTE,5047,3644,259,412,COSENZA
DIPIGNANO,4254,1908,18,97,COSENZA
DOMANICO,1034,692,48,158,COSENZA
FAGNANO CASTELLO,4082,1640,18,96,COSENZA
FALCONARA ALBANESE,1592,449,9,32,COSENZA
FIGLINE VEGLIATURO,1074,906,80,115,COSENZA
FIRMO,2173,1503,168,234,COSENZA
FIUMEFREDDO BRUZIO,3883,2137,192,325,COSENZA
FRANCAVILLA MARITTIMA,2469,1169,25,87,COSENZA
FRASCINETO,2771,1603,140,230,COSENZA
FUSCALDO,9765,3152,33,151,COSENZA
GRIMALDI,1547,1232,111,165,COSENZA
GRISOLIA,2127,767,11,46,COSENZA
GUARDIA PIEMONTESE,1759,718,6,38,COSENZA
LAGO,3285,1894,189,333,COSENZA
LAINO BORGO,1961,618,19,50,COSENZA
LAINO CASTELLO,995,632,102,134,COSENZA
LAPPANO,915,523,1,13,COSENZA
LATTARICO,4278,2857,235,323,COSENZA
LONGOBARDI,2348,1589,151,272,COSENZA
LONGOBUCCO,3652,1445,18,68,COSENZA
LUNGRO,2462,1025,20,61,COSENZA
