Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
LUZZI,8329,3500,35,193,COSENZA
MAIERA',1267,537,9,38,COSENZA
MALITO,1164,595,52,77,COSENZA
MALVITO,2340,1256,177,223,COSENZA
MANDATORICCIO,2682,1903,192,251,COSENZA
MANGONE,1676,806,10,55,COSENZA
MARANO MARCHESATO,2990,1244,10,65,COSENZA
MARANO PRINCIPATO,2681,1260,6,44,COSENZA
MARZI,886,438,8,26,COSENZA
MENDICINO,7999,6192,292,587,COSENZA
MONGRASSANO,2105,1124,97,194,COSENZA
MONTALTO UFFUGO,17788,12522,794,1296,COSENZA
MONTEGIORDANO,1686,1406,207,279,COSENZA
MORANO CALABRO,6344,2872,212,399,COSENZA
MORMANNO,3667,1739,29,107,COSENZA
MOTTAFOLLONE,1505,974,118,158,COSENZA
NOCARA,414,247,42,51,COSENZA
ORIOLO,2265,1558,231,301,COSENZA
ORSOMARSO,1776,939,82,114,COSENZA
PALUDI,1688,857,101,130,COSENZA
PANETTIERI,318,189,3,11,COSENZA
PAOLA,14794,6729,64,364,COSENZA
PAPASIDERO,724,207,5,21,COSENZA
PARENTI,2000,1654,123,187,COSENZA
PATERNO CALABRO,1495,680,8,37,COSENZA
PEDACE,1830,1434,68,130,COSENZA
PEDIVIGLIANO,810,656,58,89,COSENZA
PIANE CRATI,1306,1042,72,128,COSENZA
PIETRAFITTA,1618,644,7,31,COSENZA
PIETRAPAOLA,1145,370,11,23,COSENZA
PLATACI,1056,370,10,21,COSENZA
PRAIA A MARE,5806,2522,44,174,COSENZA
RENDE,30422,22283,1061,2165,COSENZA
ROCCA IMPERIALE,3188,2273,228,315,COSENZA
ROGGIANO GRAVINA,6918,2331,31,156,COSENZA
ROGLIANO,5075,2512,32,182,COSENZA
ROSE,4270,3044,231,355,COSENZA
ROSETO CAPO SPULICO,2017,1385,193,258,COSENZA
ROSSANO,28614,11492,133,580,COSENZA
ROTA GRECA,1066,748,42,97,COSENZA
ROVITO,2883,1543,13,75,COSENZA
SAN BASILE,1243,650,43,88,COSENZA
SAN BENEDETTO ULLANO,1895,1091,96,162,COSENZA
SAN COSMO ALBANESE,573,242,5,7,COSENZA
SAN DEMETRIO CORONE,3503,1418,31,89,COSENZA
SAN DONATO DI NINEA,1314,939,138,187,COSENZA
SAN FILI,2533,1115,16,57,COSENZA
SANGINETO,2017,480,9,38,COSENZA
SAN GIORGIO ALBANESE,1417,1015,101,146,COSENZA
SAN GIOVANNI IN FIORE,17800,8014,56,393,COSENZA
SAN LORENZO BELLIZZI,682,304,5,17,COSENZA
SAN LORENZO DEL VALLO,2859,1313,14,77,COSENZA
SAN LUCIDO,5228,2324,12,91,COSENZA
SAN MARCO ARGENTANO,7834,4975,491,828,COSENZA
SAN MARTINO DI FINITA,1321,458,5,22,COSENZA
SAN NICOLA ARCELLA,1485,637,4,13,COSENZA
SAN PIETRO IN AMANTEA,900,249,4,10,COSENZA
SAN PIETRO IN GUARANO,3288,2679,166,266,COSENZA
SAN SOSTI,1785,850,13,41,COSENZA
SANTA CATERINA ALBANESE,1257,880,112,153,COSENZA
SANTA DOMENICA TALAO,1277,883,79,147,COSENZA
SANT'AGATA DI ESARO,2328,707,13,34,COSENZA
SANTA MARIA DEL CEDRO,4181,3385,206,385,COSENZA
SANTA SOFIA D'EPIRO,2687,1849,212,285,COSENZA
SANTO STEFANO DI ROGLIANO,1409,1185,83,134,COSENZA
SAN VINCENZO LA COSTA,2068,901,7,53,COSENZA
SARACENA,4193,1341,19,99,COSENZA
SCALA COELI,1210,309,5,22,COSENZA
SCALEA,9939,3645,34,184,COSENZA
SCIGLIANO,1155,908,81,112,COSENZA
SERRA D'AIELLO,638,252,5,19,COSENZA
SERRA PEDACE,1019,753,41,78,COSENZA
SPEZZANO ALBANESE,6862,4716,368,566,COSENZA
SPEZZANO DELLA SILA,3765,2302,11,101,COSENZA
SPEZZANO PICCOLO,1897,915,7,35,COSENZA
TARSIA,2344,1421,155,228,COSENZA
TERRANOVA DA SIBARI,4925,3500,305,442,COSENZA
TERRAVECCHIA,977,223,1,6,COSENZA
TORANO CASTELLO,4364,3121,223,357,COSENZA
TORTORA,5357,2110,26,122,COSENZA
TREBISACCE,7872,3213,63,252,COSENZA
TRENTA,2333,1283,16,67,COSENZA
VACCARIZZO ALBANESE,1137,754,106,151,COSENZA
VERBICARO,3102,2088,181,347,COSENZA
VILLAPIANA,4517,3510,462,617,COSENZA
ZUMPANO,2080,1029,13,53,COSENZA
