Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ABBADIA SAN SALVATORE,5284,4069,103,231,SIENA
ASCIANO,5477,4052,105,205,SIENA
BUONCONVENTO,2489,1893,56,113,SIENA
CASOLE D'ELSA,2957,2331,52,129,SIENA
CASTELLINA IN CHIANTI,2085,1536,18,52,SIENA
CASTELNUOVO BERARDENGA,6963,4996,88,201,SIENA
CASTIGLIONE D'ORCIA,1993,1496,36,79,SIENA
CETONA,2278,1662,30,85,SIENA
CHIANCIANO TERME,5503,4078,95,199,SIENA
CHIUSDINO,1395,1037,25,52,SIENA
CHIUSI,6635,4683,24,123,SIENA
COLLE DI VAL D'ELSA,16189,12247,159,408,SIENA
GAIOLE IN CHIANTI,1878,1431,53,102,SIENA
MONTALCINO,3885,2412,26,82,SIENA
MONTEPULCIANO,11330,8159,157,301,SIENA
MONTERIGGIONI,7413,5464,76,163,SIENA
MONTERONI D'ARBIA,6437,4965,127,229,SIENA
MONTICIANO,1046,661,3,21,SIENA
MURLO,1832,1439,39,87,SIENA
PIANCASTAGNAIO,3448,2748,63,160,SIENA
PIENZA,1743,1454,35,62,SIENA
POGGIBONSI,22128,16359,176,487,SIENA
RADDA IN CHIANTI,1222,896,24,63,SIENA
RADICOFANI,959,798,50,66,SIENA
RADICONDOLI,726,571,21,41,SIENA
RAPOLANO TERME,4016,2833,48,113,SIENA
SAN CASCIANO DEI BAGNI,1379,1045,19,58,SIENA
SAN GIMIGNANO,6100,4652,50,151,SIENA
SAN GIOVANNI D'ASSO,685,521,15,31,SIENA
SAN QUIRICO D'ORCIA,2043,1566,34,61,SIENA
SARTEANO,3684,2379,25,85,SIENA
SIENA,43113,27305,212,689,SIENA
SINALUNGA,10030,6984,116,300,SIENA
SOVICILLE,7674,5470,81,239,SIENA
TORRITA DI SIENA,5956,4382,84,211,SIENA
TREQUANDA,1039,743,11,21,SIENA
