Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ANDRIA,78974,35004,384,1892,BARLETTA-ANDRIA-TRANI
BARLETTA,76000,30682,281,954,BARLETTA-ANDRIA-TRANI
BISCEGLIE,45604,18650,159,871,BARLETTA-ANDRIA-TRANI
CANOSA DI PUGLIA,24612,9905,64,476,BARLETTA-ANDRIA-TRANI
MARGHERITA DI SAVOIA,10067,3649,25,113,BARLETTA-ANDRIA-TRANI
MINERVINO MURGE,7996,3689,50,334,BARLETTA-ANDRIA-TRANI
SAN FERDINANDO DI PUGLIA,10964,4566,64,175,BARLETTA-ANDRIA-TRANI
SPINAZZOLA,5630,2663,32,153,BARLETTA-ANDRIA-TRANI
TRANI,46416,20622,177,982,BARLETTA-ANDRIA-TRANI
TRINITAPOLI,11201,4887,51,238,BARLETTA-ANDRIA-TRANI
