Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
DORSINO,369,188,0,2,TRENTO
DRENA,485,276,3,9,TRENTO
DRO',3651,1937,14,74,TRENTO
FAEDO,521,272,3,9,TRENTO
FAI DELLA PAGANELLA,769,370,3,16,TRENTO
FAVER,662,324,3,8,TRENTO
FIAVE',856,492,5,25,TRENTO
FIERA DI PRIMIERO,417,229,3,14,TRENTO
FIEROZZO,394,190,3,8,TRENTO
FLAVON,420,214,0,8,TRENTO
FOLGARIA,2754,1514,5,59,TRENTO
FONDO,1078,481,5,13,TRENTO
FORNACE,1164,558,8,30,TRENTO
FRASSILONGO,321,102,0,11,TRENTO
GARNIGA TERME,335,179,0,2,TRENTO
GIOVO,2108,1178,12,59,TRENTO
GIUSTINO,589,321,8,16,TRENTO
GRAUNO,137,76,3,5,TRENTO
GRIGNO,2106,964,11,46,TRENTO
GRUMES,421,229,1,11,TRENTO
IMER,1080,481,8,27,TRENTO
ISERA,2217,1279,7,33,TRENTO
IVANO-FRACENA,265,134,3,11,TRENTO
LASINO,1083,628,7,47,TRENTO
LARDARO,206,93,2,6,TRENTO
LAVARONE,1162,534,3,15,TRENTO
LAVIS,6512,3718,26,135,TRENTO
LEDRO,4500,2118,18,83,TRENTO
LEVICO TERME,7063,2947,18,78,TRENTO
LISIGNAGO,440,234,3,18,TRENTO
LIVO,736,329,13,28,TRENTO
LONA-LASES,569,326,2,9,TRENTO
LUSERNA,273,126,0,7,TRENTO
MALE',1774,852,11,35,TRENTO
MALOSCO,316,138,2,11,TRENTO
MASSIMENO,109,52,0,0,TRENTO
MAZZIN,407,195,2,9,TRENTO
MEZZANA,740,318,10,27,TRENTO
MEZZANO,1419,701,11,44,TRENTO
MEZZOCORONA,4008,2261,20,70,TRENTO
MEZZOLOMBARDO,5284,2750,33,107,TRENTO
MOENA,2189,929,8,57,TRENTO
MOLVENO,939,426,2,9,TRENTO
MONCLASSICO,659,311,14,23,TRENTO
MONTAGNE,264,124,7,14,TRENTO
MORI,7633,4449,33,151,TRENTO
NAGO-TORBOLE,2097,1222,11,30,TRENTO
NANNO,513,296,3,7,TRENTO
NAVE SAN ROCCO,1030,595,3,19,TRENTO
NOGAREDO,1600,924,5,21,TRENTO
NOMI,1126,684,8,19,TRENTO
NOVALEDO,1197,353,1,12,TRENTO
OSPEDALETTO,779,368,3,10,TRENTO
OSSANA,683,335,3,11,TRENTO
PADERGNONE,589,348,6,13,TRENTO
PALU' DEL FERSINA,192,94,0,1,TRENTO
PANCHIA',646,286,3,20,TRENTO
PEIO,1582,731,13,31,TRENTO
PELLIZZANO,685,319,7,19,TRENTO
PELUGO,308,158,3,8,TRENTO
PERGINE VALSUGANA,16363,8688,63,339,TRENTO
PIEVE DI BONO,1138,504,5,12,TRENTO
PIEVE TESINO,612,325,6,16,TRENTO
PINZOLO,2475,1372,21,63,TRENTO
POMAROLO,1937,1178,5,21,TRENTO
POZZA DI FASSA,1623,688,15,33,TRENTO
PRASO,312,160,2,3,TRENTO
PREDAZZO,3551,1713,24,69,TRENTO
PREORE,345,220,1,8,TRENTO
PREZZO,174,91,4,6,TRENTO
RABBI,1242,424,11,20,TRENTO
RAGOLI,639,373,11,21,TRENTO
REVO',1158,477,7,24,TRENTO
RIVA DEL GARDA,12597,6874,53,201,TRENTO
ROMALLO,524,262,6,22,TRENTO
ROMENO,1156,585,11,32,TRENTO
RONCEGNO TERME,2898,1061,10,40,TRENTO
RONCHI VALSUGANA,477,181,2,18,TRENTO
RONCONE,1265,594,5,18,TRENTO
RONZO-CHIENIS,814,432,3,11,TRENTO
RONZONE,332,190,4,6,TRENTO
ROVERE' DELLA LUNA,1182,714,6,26,TRENTO
ROVERETO,29331,17178,110,457,TRENTO
RUFFRE'-MENDOLA,400,191,4,15,TRENTO
RUMO,731,350,9,20,TRENTO
SAGRON MIS,209,93,1,3,TRENTO
SAMONE,645,234,6,14,TRENTO
SAN LORENZO IN BANALE,1055,518,8,21,TRENTO
SAN MICHELE ALL'ADIGE,2208,1150,7,47,TRENTO
SANT'ORSOLA TERME,920,487,3,21,TRENTO
SANZENO,780,326,8,17,TRENTO
SARNONICO,607,320,14,28,TRENTO
SCURELLE,1140,576,9,20,TRENTO
SEGONZANO,1159,584,6,19,TRENTO
SFRUZ,281,182,6,17,TRENTO
SIROR,1087,496,5,20,TRENTO
SMARANO,351,193,1,3,TRENTO
SORAGA,542,252,9,12,TRENTO
SOVER,730,368,3,21,TRENTO
SPERA,480,273,6,15,TRENTO
SPIAZZO,1002,503,10,24,TRENTO
SPORMAGGIORE,1105,534,2,17,TRENTO
SPORMINORE,614,298,3,10,TRENTO
STENICO,999,510,5,26,TRENTO
STORO,3701,2040,26,106,TRENTO
STREMBO,409,220,6,11,TRENTO
STRIGNO,1374,593,5,26,TRENTO
TAIO,2334,1194,16,48,TRENTO
TASSULLO,1578,877,12,28,TRENTO
TELVE,1841,943,9,37,TRENTO
TELVE DI SOPRA,541,258,2,16,TRENTO
TENNA,829,452,4,22,TRENTO
TENNO,1727,846,3,19,TRENTO
TERLAGO,1745,906,2,35,TRENTO
TERRAGNOLO,670,333,7,27,TRENTO
TERRES,260,148,6,11,TRENTO
TERZOLAS,512,254,12,15,TRENTO
TESERO,2348,1002,11,32,TRENTO
TIONE DI TRENTO,2731,1486,14,43,TRENTO
TON,1087,527,11,35,TRENTO
TONADICO,1374,547,5,25,TRENTO
TORCEGNO,678,284,4,17,TRENTO
TRAMBILENO,1147,663,6,22,TRENTO
TRANSACQUA,1832,922,7,36,TRENTO
TRENTO,91454,52036,318,1549,TRENTO
TRES,569,295,3,11,TRENTO
TUENNO,1919,1036,7,36,TRENTO
VALDA,169,114,2,4,TRENTO
VALFLORIANA,475,141,1,3,TRENTO
VALLARSA,1321,674,1,30,TRENTO
VARENA,674,339,1,5,TRENTO
VATTARO,1011,568,4,10,TRENTO
VERMIGLIO,1757,640,13,47,TRENTO
VERVO',595,322,2,11,TRENTO
VEZZANO,1818,1127,10,44,TRENTO
VIGNOLA-FALESINA,139,73,1,2,TRENTO
VIGO DI FASSA,915,383,4,10,TRENTO
VIGOLO VATTARO,1884,1096,8,47,TRENTO
VIGO RENDENA,374,217,3,8,TRENTO
VILLA AGNEDO,834,438,8,24,TRENTO
VILLA LAGARINA,3031,1748,8,29,TRENTO
VILLA RENDENA,744,380,6,19,TRENTO
VOLANO,2367,1511,5,36,TRENTO
ZAMBANA,1344,776,7,44,TRENTO
ZIANO DI FIEMME,1336,655,7,20,TRENTO
ZUCLO,325,157,3,3,TRENTO
