Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ASSISI,21914,12921,148,526,PERUGIA
BASTIA UMBRA,16546,12343,282,646,PERUGIA
BETTONA,3320,2102,26,82,PERUGIA
BEVAGNA,4057,2444,29,109,PERUGIA
CAMPELLO SUL CLITUNNO,1989,1503,55,109,PERUGIA
CANNARA,3421,2714,75,133,PERUGIA
CASCIA,2637,1252,19,77,PERUGIA
CASTEL RITALDI,2448,1934,80,140,PERUGIA
CASTIGLIONE DEL LAGO,11880,8638,150,341,PERUGIA
CERRETO DI SPOLETO,871,659,37,82,PERUGIA
CITERNA,2763,2206,68,126,PERUGIA
CITTA' DELLA PIEVE,6252,4652,70,200,PERUGIA
CITTA' DI CASTELLO,31712,20451,175,730,PERUGIA
COLLAZZONE,2507,2055,68,120,PERUGIA
CORCIANO,15669,9696,69,303,PERUGIA
COSTACCIARO,1068,826,43,65,PERUGIA
DERUTA,7292,4545,42,176,PERUGIA
FOLIGNO,43513,31453,665,1639,PERUGIA
FOSSATO DI VICO,2074,1574,29,59,PERUGIA
FRATTA TODINA,1453,1229,46,82,PERUGIA
GIANO DELL'UMBRIA,2620,2160,77,138,PERUGIA
GUALDO CATTANEO,4751,3802,124,226,PERUGIA
GUALDO TADINO,11911,9113,250,542,PERUGIA
GUBBIO,26427,20161,485,1163,PERUGIA
LISCIANO NICCONE,453,349,14,22,PERUGIA
MAGIONE,11394,8358,221,476,PERUGIA
MARSCIANO,14061,10988,304,624,PERUGIA
MASSA MARTANA,2946,2380,102,199,PERUGIA
MONTE CASTELLO DI VIBIO,1290,1063,50,79,PERUGIA
MONTEFALCO,4573,3492,146,286,PERUGIA
MONTELEONE DI SPOLETO,512,251,4,25,PERUGIA
MONTE SANTA MARIA TIBERINA,958,639,4,15,PERUGIA
MONTONE,1331,1026,36,59,PERUGIA
NOCERA UMBRA,4707,2737,33,131,PERUGIA
NORCIA,3765,3008,116,273,PERUGIA
PACIANO,781,624,11,20,PERUGIA
PANICALE,4386,3290,59,132,PERUGIA
PASSIGNANO SUL TRASIMENO,4467,2630,23,81,PERUGIA
PERUGIA,125173,89032,1260,3611,PERUGIA
PIEGARO,2932,2187,68,117,PERUGIA
PIETRALUNGA,1832,1427,64,122,PERUGIA
POGGIODOMO,121,83,6,9,PERUGIA
PRECI,638,536,45,74,PERUGIA
SAN GIUSTINO,9106,6756,182,386,PERUGIA
SANT'ANATOLIA DI NARCO,469,350,23,49,PERUGIA
SCHEGGIA E PASCELUPO,1209,913,31,71,PERUGIA
SCHEGGINO,381,323,23,34,PERUGIA
SELLANO,961,821,86,108,PERUGIA
SIGILLO,2050,1678,60,105,PERUGIA
SPELLO,6994,5136,87,273,PERUGIA
SPOLETO,30435,21833,562,1443,PERUGIA
TODI,13419,7368,75,308,PERUGIA
TORGIANO,5215,4088,120,253,PERUGIA
TREVI,6531,3675,25,153,PERUGIA
TUORO SUL TRASIMENO,3038,2262,68,135,PERUGIA
UMBERTIDE,12164,9333,143,402,PERUGIA
VALFABBRICA,2736,1527,24,68,PERUGIA
VALLO DI NERA,291,264,21,31,PERUGIA
VALTOPINA,1092,630,9,31,PERUGIA
