Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACQUAFREDDA,1153,802,6,23,BRESCIA
ADRO,5518,4317,77,170,BRESCIA
AGNOSINE,1672,908,8,36,BRESCIA
ALFIANELLO,1957,1553,50,90,BRESCIA
ANFO,365,218,2,8,BRESCIA
ANGOLO TERME,2141,1695,64,109,BRESCIA
ARTOGNE,2865,1644,24,84,BRESCIA
AZZANO MELLA,2216,1425,8,39,BRESCIA
BAGNOLO MELLA,9415,6167,43,179,BRESCIA
BAGOLINO,3385,2156,75,167,BRESCIA
BARBARIGA,1756,1437,49,87,BRESCIA
BARGHE,910,599,12,29,BRESCIA
BASSANO BRESCIANO,1612,1322,47,85,BRESCIA
BEDIZZOLE,8756,6502,110,302,BRESCIA
BERLINGO,1899,1211,10,40,BRESCIA
BERZO DEMO,1471,1256,48,96,BRESCIA
BERZO INFERIORE,1968,1128,19,52,BRESCIA
BIENNO,2950,1792,14,50,BRESCIA
BIONE,1156,898,39,62,BRESCIA
BORGO SAN GIACOMO,3878,3122,113,203,BRESCIA
BORGOSATOLLO,6879,5282,96,225,BRESCIA
BORNO,2313,1279,7,45,BRESCIA
BOTTICINO,8575,6450,103,273,BRESCIA
BOVEGNO,1870,1066,16,57,BRESCIA
BOVEZZO,5889,4534,74,172,BRESCIA
BRANDICO,1172,919,15,36,BRESCIA
BRAONE,524,398,22,40,BRESCIA
BRENO,3999,3307,107,205,BRESCIA
BRESCIA,139925,91584,482,1903,BRESCIA
BRIONE,542,430,23,43,BRESCIA
CAINO,1601,1247,22,71,BRESCIA
CALCINATO,8550,6518,98,251,BRESCIA
CALVAGESE DELLA RIVIERA,2598,2021,45,89,BRESCIA
CALVISANO,6079,4874,165,293,BRESCIA
CAPO DI PONTE,2100,1625,42,134,BRESCIA
CAPOVALLE,377,270,14,31,BRESCIA
CAPRIANO DEL COLLE,3448,2327,25,90,BRESCIA
CAPRIOLO,6845,5321,87,267,BRESCIA
CARPENEDOLO,8823,6827,154,309,BRESCIA
CASTEGNATO,5989,4767,90,199,BRESCIA
CASTELCOVATI,4247,2955,35,143,BRESCIA
CASTEL MELLA,8211,5258,44,161,BRESCIA
CASTENEDOLO,8318,6451,123,293,BRESCIA
CASTO,1378,1095,45,101,BRESCIA
CASTREZZATO,4794,3690,94,216,BRESCIA
CAZZAGO SAN MARTINO,8417,5619,52,197,BRESCIA
CEDEGOLO,1032,805,34,58,BRESCIA
CELLATICA,3863,3024,59,114,BRESCIA
CERVENO,564,395,11,27,BRESCIA
CETO,1577,1310,38,68,BRESCIA
CEVO,941,666,28,46,BRESCIA
CHIARI,13444,10507,238,572,BRESCIA
CIGOLE,1244,1006,33,56,BRESCIA
CIMBERGO,510,454,20,32,BRESCIA
CIVIDATE CAMUNO,2181,1846,83,142,BRESCIA
COCCAGLIO,5961,4809,88,204,BRESCIA
COLLEBEATO,3826,2736,20,59,BRESCIA
COLLIO,1848,1229,18,85,BRESCIA
COLOGNE,5390,4362,57,164,BRESCIA
COMEZZANO-CIZZAGO,2597,2091,54,138,BRESCIA
CONCESIO,11747,8682,142,385,BRESCIA
CORTE FRANCA,5464,3613,30,127,BRESCIA
CORTENO GOLGI,1816,1433,50,97,BRESCIA
CORZANO,1091,864,24,58,BRESCIA
DARFO BOARIO TERME,11341,6919,61,265,BRESCIA
DELLO,4064,3119,61,152,BRESCIA
DESENZANO DEL GARDA,21007,12608,96,312,BRESCIA
EDOLO,3829,2871,73,180,BRESCIA
ERBUSCO,6470,5099,97,219,BRESCIA
ESINE,4207,2529,21,71,BRESCIA
FIESSE,1533,1251,36,71,BRESCIA
FLERO,6700,4544,21,107,BRESCIA
GAMBARA,3614,2852,94,150,BRESCIA
GARDONE RIVIERA,2105,1550,31,54,BRESCIA
GARDONE VAL TROMPIA,8578,6559,127,231,BRESCIA
GARGNANO,2395,1815,49,86,BRESCIA
GAVARDO,8642,6425,126,284,BRESCIA
GHEDI,13073,10230,253,592,BRESCIA
GIANICO,1702,1427,37,77,BRESCIA
GOTTOLENGO,3888,2450,28,87,BRESCIA
GUSSAGO,12758,8802,57,235,BRESCIA
IDRO,1497,1188,43,82,BRESCIA
INCUDINE,369,157,1,2,BRESCIA
IRMA,109,106,12,16,BRESCIA
ISEO,7104,5415,101,283,BRESCIA
ISORELLA,2860,1856,13,50,BRESCIA
LAVENONE,465,341,12,21,BRESCIA
LENO,10256,7751,191,413,BRESCIA
LIMONE SUL GARDA,857,739,23,54,BRESCIA
LODRINO,1321,957,15,55,BRESCIA
LOGRATO,2665,2207,46,105,BRESCIA
LONATO DEL GARDA,11744,7453,41,219,BRESCIA
LONGHENA,504,406,6,16,BRESCIA
LOSINE,490,299,3,8,BRESCIA
LOZIO,384,288,17,41,BRESCIA
LUMEZZANE,17650,12659,209,663,BRESCIA
MACLODIO,1005,819,19,46,BRESCIA
MAGASA,149,61,1,2,BRESCIA
MAIRANO,2348,1968,59,116,BRESCIA
MALEGNO,1663,1286,71,131,BRESCIA
MALONNO,3032,1562,11,73,BRESCIA
MANERBA DEL GARDA,3905,2958,71,130,BRESCIA
MANERBIO,9635,6191,50,214,BRESCIA
MARCHENO,3280,2627,80,165,BRESCIA
MARMENTINO,580,489,29,54,BRESCIA
MARONE,2592,2125,51,104,BRESCIA
MAZZANO,8767,6530,127,296,BRESCIA
MILZANO,1247,724,9,29,BRESCIA
MONIGA DEL GARDA,1874,1139,7,25,BRESCIA
MONNO,554,407,34,44,BRESCIA
MONTE ISOLA,1569,1356,58,112,BRESCIA
MONTICELLI BRUSATI,3505,2879,73,158,BRESCIA
