Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ALBAVILLA,5263,3838,96,243,COMO
ALBESE CON CASSANO,3514,2506,48,151,COMO
ALBIOLO,2295,1586,32,104,COMO
ALSERIO,958,792,26,50,COMO
ALZATE BRIANZA,4009,3083,66,192,COMO
ANZANO DEL PARCO,1472,1133,24,60,COMO
APPIANO GENTILE,6735,3700,29,152,COMO
ARGEGNO,603,447,18,25,COMO
AROSIO,4008,3036,81,195,COMO
ASSO,2831,1622,17,60,COMO
BARNI,459,298,2,12,COMO
BELLAGIO,3330,2323,80,150,COMO
BENE LARIO,419,193,5,12,COMO
BEREGAZZO CON FIGLIARO,2304,1395,10,57,COMO
BINAGO,4016,2733,39,136,COMO
BIZZARONE,1309,953,31,73,COMO
BLESSAGNO,281,125,0,2,COMO
BLEVIO,1005,735,24,41,COMO
BREGNANO,5225,3463,79,217,COMO
BRENNA,1738,1395,35,89,COMO
BRIENNO,328,180,2,8,COMO
BRUNATE,1429,1059,23,60,COMO
BULGAROGRASSO,3112,1920,19,108,COMO
CABIATE,5902,4269,59,207,COMO
CADORAGO,6057,4234,81,239,COMO
CAGLIO,404,288,7,15,COMO
CAGNO,1774,1069,26,75,COMO
CAMPIONE D'ITALIA,2850,1213,16,48,COMO
CANTU',30866,17799,134,630,COMO
CANZO,4109,3008,80,206,COMO
CAPIAGO INTIMIANO,4588,3347,57,167,COMO
CARATE URIO,1026,595,8,12,COMO
CARBONATE,2409,1563,8,64,COMO
CARIMATE,3500,2590,55,133,COMO
CARLAZZO,2849,1314,34,51,COMO
CARUGO,4888,3113,20,130,COMO
CASASCO D'INTELVI,454,293,8,19,COMO
CASLINO D'ERBA,1362,1028,27,56,COMO
CASNATE CON BERNATE,4036,2687,15,96,COMO
CASSINA RIZZARDI,2562,1517,8,54,COMO
CASTELMARTE,1025,763,16,47,COMO
CASTELNUOVO BOZZENTE,776,633,15,32,COMO
CASTIGLIONE D'INTELVI,917,706,9,32,COMO
CAVALLASCA,2417,1766,31,94,COMO
CAVARGNA,328,93,3,4,COMO
CERANO D'INTELVI,432,355,5,42,COMO
CERMENATE,7690,5156,89,269,COMO
CERNOBBIO,6002,3356,24,122,COMO
CIRIMIDO,1616,1143,25,88,COMO
CLAINO CON OSTENO,612,346,20,38,COMO
COLONNO,423,280,15,27,COMO
COLVERDE,4418,3109,62,184,COMO
COMO,68640,38569,243,1229,COMO
CORRIDO,779,516,23,68,COMO
CREMIA,738,544,20,45,COMO
CUCCIAGO,2807,1979,39,135,COMO
CUSINO,208,185,11,30,COMO
DIZZASCO,508,364,11,29,COMO
DOMASO,1336,742,2,17,COMO
DONGO,2961,2379,81,146,COMO
DOSSO DEL LIRO,246,207,34,62,COMO
ERBA,13204,8117,65,315,COMO
EUPILIO,2280,1389,16,43,COMO
FAGGETO LARIO,983,725,20,39,COMO
FALOPPIO,3988,2200,14,80,COMO
FENEGRO',2495,1648,28,82,COMO
FIGINO SERENZA,4200,3084,75,196,COMO
FINO MORNASCO,7635,5352,116,320,COMO
GARZENO,772,629,35,66,COMO
GERA LARIO,859,467,8,15,COMO
GRANDATE,2399,1838,46,114,COMO
GRANDOLA ED UNITI,1135,569,4,24,COMO
GRAVEDONA ED UNITI,3787,2112,19,98,COMO
GRIANTE,569,315,2,5,COMO
GUANZATE,4735,2765,21,143,COMO
INVERIGO,7273,4582,43,188,COMO
LAGLIO,805,434,4,12,COMO
LAINO,520,335,10,31,COMO
LAMBRUGO,1979,1252,9,40,COMO
LANZO D'INTELVI,1349,660,6,19,COMO
LASNIGO,352,229,4,14,COMO
LEZZENO,1810,1318,70,139,COMO
LIMIDO COMASCO,3025,2031,26,96,COMO
LIPOMO,4756,2953,20,111,COMO
LIVO,205,135,13,19,COMO
LOCATE VARESINO,3684,2542,43,121,COMO
LOMAZZO,7655,5388,83,277,COMO
LONGONE AL SEGRINO,1483,1170,19,61,COMO
LUISAGO,2192,1443,32,92,COMO
LURAGO D'ERBA,4353,2874,21,100,COMO
LURAGO MARINONE,1986,1473,33,132,COMO
LURATE CACCIVIO,7991,5783,146,396,COMO
MAGREGLIO,519,429,9,35,COMO
MARIANO COMENSE,18530,12689,138,589,COMO
MASLIANICO,2939,1816,42,103,COMO
MENAGGIO,2833,1993,62,119,COMO
MERONE,3162,2223,47,124,COMO
MOLTRASIO,1441,1023,18,55,COMO
MONGUZZO,1730,1291,25,73,COMO
MONTANO LUCINO,4102,2776,31,125,COMO
MONTEMEZZO,314,136,2,5,COMO
MONTORFANO,2202,1325,10,39,COMO
MOZZATE,6431,3886,22,191,COMO
MUSSO,902,705,25,63,COMO
NESSO,1252,522,5,21,COMO
NOVEDRATE,2318,1489,16,62,COMO
OLGIATE COMASCO,9582,5743,39,233,COMO
OLTRONA DI SAN MAMETTE,1911,1388,34,95,COMO
ORSENIGO,2249,1386,13,57,COMO
PEGLIO,180,140,11,17,COMO
PELLIO INTELVI,702,615,26,51,COMO
PIANELLO DEL LARIO,872,552,2,15,COMO
PIGRA,309,143,4,10,COMO
PLESIO,850,545,13,40,COMO
POGNANA LARIO,715,412,11,27,COMO
PONNA,313,125,1,12,COMO
PONTE LAMBRO,3265,2451,52,118,COMO
PORLEZZA,4142,2705,108,240,COMO
PROSERPIO,758,612,21,43,COMO
PUSIANO,1068,660,6,19,COMO
RAMPONIO VERNA,403,357,17,34,COMO
REZZAGO,252,178,3,15,COMO
RODERO,1241,601,4,32,COMO
RONAGO,1581,1006,26,59,COMO
ROVELLASCA,6084,4362,64,191,COMO
ROVELLO PORRO,4781,3286,52,177,COMO
SALA COMACINA,509,315,11,30,COMO
SAN BARTOLOMEO VAL CAVARGNA,977,386,12,23,COMO
SAN FEDELE INTELVI,1443,697,2,26,COMO
SAN FERMO DELLA BATTAGLIA,3785,2435,17,78,COMO
SAN NAZZARO VAL CAVARGNA,353,249,17,30,COMO
SAN SIRO,1871,875,9,44,COMO
SCHIGNANO,914,637,21,56,COMO
SENNA COMASCO,2501,1954,42,98,COMO
SOLBIATE,2139,1517,32,92,COMO
SORICO,1183,584,7,24,COMO
SORMANO,547,310,4,39,COMO
STAZZONA,552,479,38,57,COMO
TAVERNERIO,4555,2825,21,86,COMO
TORNO,1035,801,20,57,COMO
TREMEZZINA,4378,3451,99,211,COMO
TREZZONE,213,130,0,6,COMO
TURATE,7249,4374,27,193,COMO
UGGIATE-TREVANO,4064,2723,54,163,COMO
