Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
AVETRANA,5832,1944,23,131,TARANTO
CAROSINO,5700,4608,254,452,TARANTO
CASTELLANETA,14344,7485,66,483,TARANTO
CRISPIANO,11484,5089,76,278,TARANTO
FAGGIANO,2976,2523,179,265,TARANTO
FRAGAGNANO,4583,2405,25,121,TARANTO
GINOSA,18850,9473,74,502,TARANTO
GROTTAGLIE,26521,12000,161,690,TARANTO
LATERZA,12321,6454,49,300,TARANTO
LEPORANO,6497,2893,22,100,TARANTO
LIZZANO,8348,4134,52,213,TARANTO
MANDURIA,26142,11196,172,835,TARANTO
MARTINA FRANCA,41248,20290,278,1323,TARANTO
MARUGGIO,4681,3850,407,626,TARANTO
MASSAFRA,26215,13337,145,771,TARANTO
MONTEIASI,4603,2173,31,130,TARANTO
MONTEMESOLA,3427,1564,37,114,TARANTO
MONTEPARANO,2010,1025,17,49,TARANTO
MOTTOLA,13610,7101,88,432,TARANTO
PALAGIANELLO,6446,3275,39,199,TARANTO
PALAGIANO,12859,6246,77,388,TARANTO
PULSANO,9392,4478,70,246,TARANTO
ROCCAFORZATA,1519,833,17,54,TARANTO
SAN GIORGIO IONICO,12658,6066,43,255,TARANTO
SAN MARZANO DI SAN GIUSEPPE,7330,3603,56,233,TARANTO
SAVA,14077,5736,77,328,TARANTO
STATTE,11416,5250,51,348,TARANTO
TARANTO,168660,71243,454,2453,TARANTO
TORRICELLA,3588,1603,34,136,TARANTO
