Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ALASSIO,9294,5145,38,139,SAVONA
ALBENGA,19080,14522,393,1000,SAVONA
ALBISSOLA MARINA,4881,3556,68,167,SAVONA
ALBISOLA SUPERIORE,9001,6511,145,409,SAVONA
ALTARE,1886,1059,8,36,SAVONA
ANDORA,6264,4763,183,351,SAVONA
ARNASCO,498,338,10,29,SAVONA
BALESTRINO,586,279,4,12,SAVONA
BARDINETO,606,477,33,55,SAVONA
BERGEGGI,986,749,13,36,SAVONA
BOISSANO,2042,1257,10,42,SAVONA
BORGHETTO SANTO SPIRITO,4076,2235,15,96,SAVONA
BORGIO VEREZZI,2053,1215,8,47,SAVONA
BORMIDA,447,315,39,58,SAVONA
CAIRO MONTENOTTE,10848,6306,65,311,SAVONA
CALICE LIGURE,1584,1156,41,104,SAVONA
CALIZZANO,1448,707,12,44,SAVONA
CARCARE,4728,2970,36,152,SAVONA
CASANOVA LERRONE,577,455,31,58,SAVONA
CASTELBIANCO,269,126,3,13,SAVONA
CASTELVECCHIO DI ROCCA BARBENA,167,108,0,3,SAVONA
CELLE LIGURE,4663,3401,67,182,SAVONA
CENGIO,2891,1709,21,80,SAVONA
CERIALE,4528,2527,26,84,SAVONA
CISANO SUL NEVA,1625,1240,25,68,SAVONA
COSSERIA,1033,725,26,59,SAVONA
DEGO,2250,1323,81,128,SAVONA
ERLI,287,156,13,15,SAVONA
FINALE LIGURE,10491,7389,167,398,SAVONA
GARLENDA,955,716,23,58,SAVONA
GIUSTENICE,851,693,30,50,SAVONA
GIUSVALLA,734,232,4,18,SAVONA
LAIGUEGLIA,1533,908,10,32,SAVONA
LOANO,9335,5325,38,188,SAVONA
MAGLIOLO,941,669,31,57,SAVONA
MALLARE,1153,823,48,94,SAVONA
MASSIMINO,97,75,2,5,SAVONA
MILLESIMO,3090,2222,82,178,SAVONA
MIOGLIA,581,355,22,39,SAVONA
MURIALDO,761,540,27,50,SAVONA
NASINO,226,136,6,10,SAVONA
NOLI,2423,1738,46,116,SAVONA
ONZO,184,150,6,13,SAVONA
ORCO FEGLINO,917,620,30,57,SAVONA
ORTOVERO,1164,978,29,55,SAVONA
OSIGLIA,608,315,17,32,SAVONA
PALLARE,922,653,25,80,SAVONA
PIANA CRIXIA,759,549,36,64,SAVONA
PIETRA LIGURE,7492,5355,143,360,SAVONA
PLODIO,555,446,28,45,SAVONA
PONTINVREA,836,552,24,53,SAVONA
QUILIANO,6594,4588,89,252,SAVONA
RIALTO,630,279,4,16,SAVONA
ROCCAVIGNALE,754,539,31,62,SAVONA
SASSELLO,1952,977,18,40,SAVONA
SAVONA,49968,30821,194,1051,SAVONA
SPOTORNO,3329,1945,12,54,SAVONA
STELLA,2888,1644,11,63,SAVONA
STELLANELLO,688,389,7,24,SAVONA
TESTICO,166,92,1,5,SAVONA
TOIRANO,2267,1711,38,104,SAVONA
TOVO SAN GIACOMO,2142,1297,12,63,SAVONA
URBE,725,529,34,51,SAVONA
VADO LIGURE,7218,5169,119,302,SAVONA
VARAZZE,12084,8360,146,496,SAVONA
VENDONE,339,288,21,42,SAVONA
VEZZI PORTIO,768,539,8,25,SAVONA
VILLANOVA D'ALBENGA,2150,1741,69,139,SAVONA
ZUCCARELLO,292,176,1,7,SAVONA
