Ente,Liste/Gruppi,Voti,nomefile
ALBARETO,PARTITO DEMOCRATICO,426,PARMA
ALBARETO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,249,PARMA
ALBARETO,FORZA ITALIA,214,PARMA
ALBARETO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,152,PARMA
ALBARETO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,28,PARMA
ALBARETO,L'ALTRA EUROPA CON TSIPRAS,18,PARMA
ALBARETO,NUOVO CENTRO DESTRA - UDC,17,PARMA
ALBARETO,SVP,4,PARMA
ALBARETO,ITALIA DEI VALORI,3,PARMA
ALBARETO,VERDI EUROPEI-GREEN ITALIA,3,PARMA
ALBARETO,SCELTA EUROPEA,2,PARMA
ALBARETO,IO CAMBIO - MAIE,2,PARMA
BARDI,PARTITO DEMOCRATICO,498,PARMA
BARDI,FORZA ITALIA,365,PARMA
BARDI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,198,PARMA
BARDI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,154,PARMA
BARDI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,65,PARMA
BARDI,NUOVO CENTRO DESTRA - UDC,41,PARMA
BARDI,L'ALTRA EUROPA CON TSIPRAS,28,PARMA
BARDI,ITALIA DEI VALORI,14,PARMA
BARDI,SVP,13,PARMA
BARDI,VERDI EUROPEI-GREEN ITALIA,10,PARMA
BARDI,IO CAMBIO - MAIE,5,PARMA
BARDI,SCELTA EUROPEA,4,PARMA
BEDONIA,PARTITO DEMOCRATICO,779,PARMA
BEDONIA,FORZA ITALIA,438,PARMA
BEDONIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,344,PARMA
BEDONIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,199,PARMA
BEDONIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,76,PARMA
BEDONIA,NUOVO CENTRO DESTRA - UDC,42,PARMA
BEDONIA,L'ALTRA EUROPA CON TSIPRAS,26,PARMA
BEDONIA,ITALIA DEI VALORI,16,PARMA
BEDONIA,VERDI EUROPEI-GREEN ITALIA,15,PARMA
BEDONIA,SVP,1,PARMA
BEDONIA,SCELTA EUROPEA,0,PARMA
BEDONIA,IO CAMBIO - MAIE,0,PARMA
BERCETO,PARTITO DEMOCRATICO,601,PARMA
BERCETO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,267,PARMA
BERCETO,FORZA ITALIA,219,PARMA
BERCETO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,101,PARMA
BERCETO,L'ALTRA EUROPA CON TSIPRAS,35,PARMA
BERCETO,NUOVO CENTRO DESTRA - UDC,32,PARMA
BERCETO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,32,PARMA
BERCETO,ITALIA DEI VALORI,8,PARMA
BERCETO,SVP,7,PARMA
