Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
AGIRA,7975,3036,46,271,ENNA
AIDONE,4597,3315,403,616,ENNA
ASSORO,4414,2135,45,186,ENNA
BARRAFRANCA,11813,4353,225,257,ENNA
CALASCIBETTA,4093,1773,24,156,ENNA
CATENANUOVA,4283,1895,32,120,ENNA
CENTURIPE,6237,2343,23,160,ENNA
CERAMI,2100,741,15,108,ENNA
ENNA,24389,10800,74,749,ENNA
GAGLIANO CASTELFERRATO,3430,1214,12,123,ENNA
LEONFORTE,13268,4585,80,401,ENNA
NICOSIA,13235,3539,70,482,ENNA
NISSORIA,3005,1141,26,117,ENNA
PIAZZA ARMERINA,18544,6600,75,436,ENNA
PIETRAPERZIA,6703,2624,32,201,ENNA
REGALBUTO,8255,2472,26,186,ENNA
SPERLINGA,899,352,6,28,ENNA
TROINA,8743,3553,71,322,ENNA
VALGUARNERA CAROPEPE,7815,2766,35,161,ENNA
VILLAROSA,4295,1773,26,144,ENNA
