Ente,Liste/Gruppi,Voti,nomefile
ACQUAPENDENTE,PARTITO DEMOCRATICO,1720,VITERBO
ACQUAPENDENTE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,573,VITERBO
ACQUAPENDENTE,FORZA ITALIA,389,VITERBO
ACQUAPENDENTE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,134,VITERBO
ACQUAPENDENTE,L'ALTRA EUROPA CON TSIPRAS,64,VITERBO
ACQUAPENDENTE,NUOVO CENTRO DESTRA - UDC,61,VITERBO
ACQUAPENDENTE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,59,VITERBO
ACQUAPENDENTE,VERDI EUROPEI-GREEN ITALIA,12,VITERBO
ACQUAPENDENTE,ITALIA DEI VALORI,11,VITERBO
ACQUAPENDENTE,SCELTA EUROPEA,7,VITERBO
ACQUAPENDENTE,IO CAMBIO - MAIE,5,VITERBO
ARLENA DI CASTRO,PARTITO DEMOCRATICO,282,VITERBO
ARLENA DI CASTRO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,85,VITERBO
ARLENA DI CASTRO,FORZA ITALIA,53,VITERBO
ARLENA DI CASTRO,NUOVO CENTRO DESTRA - UDC,25,VITERBO
ARLENA DI CASTRO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,16,VITERBO
ARLENA DI CASTRO,L'ALTRA EUROPA CON TSIPRAS,6,VITERBO
ARLENA DI CASTRO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,4,VITERBO
ARLENA DI CASTRO,VERDI EUROPEI-GREEN ITALIA,1,VITERBO
ARLENA DI CASTRO,ITALIA DEI VALORI,1,VITERBO
ARLENA DI CASTRO,IO CAMBIO - MAIE,1,VITERBO
ARLENA DI CASTRO,SCELTA EUROPEA,0,VITERBO
BAGNOREGIO,PARTITO DEMOCRATICO,897,VITERBO
BAGNOREGIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,472,VITERBO
BAGNOREGIO,FORZA ITALIA,397,VITERBO
BAGNOREGIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,205,VITERBO
BAGNOREGIO,NUOVO CENTRO DESTRA - UDC,125,VITERBO
BAGNOREGIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,59,VITERBO
BAGNOREGIO,L'ALTRA EUROPA CON TSIPRAS,49,VITERBO
BAGNOREGIO,VERDI EUROPEI-GREEN ITALIA,14,VITERBO
BAGNOREGIO,ITALIA DEI VALORI,9,VITERBO
BAGNOREGIO,SCELTA EUROPEA,6,VITERBO
BAGNOREGIO,IO CAMBIO - MAIE,3,VITERBO
BARBARANO ROMANO,FORZA ITALIA,151,VITERBO
BARBARANO ROMANO,PARTITO DEMOCRATICO,151,VITERBO
BARBARANO ROMANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,88,VITERBO
BARBARANO ROMANO,NUOVO CENTRO DESTRA - UDC,58,VITERBO
BARBARANO ROMANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,54,VITERBO
BARBARANO ROMANO,L'ALTRA EUROPA CON TSIPRAS,20,VITERBO
BARBARANO ROMANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,14,VITERBO
BARBARANO ROMANO,VERDI EUROPEI-GREEN ITALIA,6,VITERBO
BARBARANO ROMANO,ITALIA DEI VALORI,2,VITERBO
BARBARANO ROMANO,SCELTA EUROPEA,0,VITERBO
BARBARANO ROMANO,IO CAMBIO - MAIE,0,VITERBO
BASSANO IN TEVERINA,PARTITO DEMOCRATICO,297,VITERBO
BASSANO IN TEVERINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,169,VITERBO
BASSANO IN TEVERINA,FORZA ITALIA,126,VITERBO
BASSANO IN TEVERINA,L'ALTRA EUROPA CON TSIPRAS,69,VITERBO
BASSANO IN TEVERINA,NUOVO CENTRO DESTRA - UDC,66,VITERBO
BASSANO IN TEVERINA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,65,VITERBO
BASSANO IN TEVERINA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,24,VITERBO
BASSANO IN TEVERINA,VERDI EUROPEI-GREEN ITALIA,7,VITERBO
BASSANO IN TEVERINA,ITALIA DEI VALORI,6,VITERBO
BASSANO IN TEVERINA,IO CAMBIO - MAIE,2,VITERBO
BASSANO IN TEVERINA,SCELTA EUROPEA,1,VITERBO
BASSANO ROMANO,PARTITO DEMOCRATICO,582,VITERBO
BASSANO ROMANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,576,VITERBO
BASSANO ROMANO,FORZA ITALIA,484,VITERBO
BASSANO ROMANO,L'ALTRA EUROPA CON TSIPRAS,202,VITERBO
BASSANO ROMANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,96,VITERBO
BASSANO ROMANO,NUOVO CENTRO DESTRA - UDC,84,VITERBO
BASSANO ROMANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,38,VITERBO
BASSANO ROMANO,VERDI EUROPEI-GREEN ITALIA,15,VITERBO
