Ente,Liste/Gruppi,Voti,nomefile
AGUGLIANO,PARTITO DEMOCRATICO,1346,ANCONA
AGUGLIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,769,ANCONA
AGUGLIANO,FORZA ITALIA,264,ANCONA
AGUGLIANO,L'ALTRA EUROPA CON TSIPRAS,149,ANCONA
AGUGLIANO,NUOVO CENTRO DESTRA - UDC,138,ANCONA
AGUGLIANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,118,ANCONA
AGUGLIANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,62,ANCONA
AGUGLIANO,VERDI EUROPEI-GREEN ITALIA,37,ANCONA
AGUGLIANO,SCELTA EUROPEA,33,ANCONA
AGUGLIANO,ITALIA DEI VALORI,26,ANCONA
AGUGLIANO,IO CAMBIO - MAIE,3,ANCONA
ANCONA,PARTITO DEMOCRATICO,22396,ANCONA
ANCONA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,10535,ANCONA
ANCONA,FORZA ITALIA,4377,ANCONA
ANCONA,L'ALTRA EUROPA CON TSIPRAS,2739,ANCONA
ANCONA,NUOVO CENTRO DESTRA - UDC,2089,ANCONA
ANCONA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,1561,ANCONA
ANCONA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,937,ANCONA
ANCONA,VERDI EUROPEI-GREEN ITALIA,519,ANCONA
ANCONA,SCELTA EUROPEA,227,ANCONA
ANCONA,ITALIA DEI VALORI,167,ANCONA
ANCONA,IO CAMBIO - MAIE,43,ANCONA
ARCEVIA,PARTITO DEMOCRATICO,1419,ANCONA
ARCEVIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,542,ANCONA
ARCEVIA,FORZA ITALIA,284,ANCONA
ARCEVIA,L'ALTRA EUROPA CON TSIPRAS,120,ANCONA
ARCEVIA,NUOVO CENTRO DESTRA - UDC,84,ANCONA
ARCEVIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,81,ANCONA
ARCEVIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,75,ANCONA
ARCEVIA,VERDI EUROPEI-GREEN ITALIA,26,ANCONA
ARCEVIA,ITALIA DEI VALORI,26,ANCONA
ARCEVIA,SCELTA EUROPEA,7,ANCONA
ARCEVIA,IO CAMBIO - MAIE,4,ANCONA
BARBARA,PARTITO DEMOCRATICO,419,ANCONA
BARBARA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,210,ANCONA
BARBARA,FORZA ITALIA,109,ANCONA
BARBARA,NUOVO CENTRO DESTRA - UDC,38,ANCONA
BARBARA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,25,ANCONA
BARBARA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,24,ANCONA
BARBARA,L'ALTRA EUROPA CON TSIPRAS,22,ANCONA
BARBARA,VERDI EUROPEI-GREEN ITALIA,5,ANCONA
BARBARA,IO CAMBIO - MAIE,4,ANCONA
BARBARA,ITALIA DEI VALORI,2,ANCONA
BARBARA,SCELTA EUROPEA,1,ANCONA
BELVEDERE OSTRENSE,PARTITO DEMOCRATICO,668,ANCONA
BELVEDERE OSTRENSE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,250,ANCONA
BELVEDERE OSTRENSE,FORZA ITALIA,182,ANCONA
BELVEDERE OSTRENSE,NUOVO CENTRO DESTRA - UDC,70,ANCONA
BELVEDERE OSTRENSE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,67,ANCONA
BELVEDERE OSTRENSE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,32,ANCONA
BELVEDERE OSTRENSE,L'ALTRA EUROPA CON TSIPRAS,26,ANCONA
BELVEDERE OSTRENSE,ITALIA DEI VALORI,16,ANCONA
BELVEDERE OSTRENSE,VERDI EUROPEI-GREEN ITALIA,11,ANCONA
BELVEDERE OSTRENSE,IO CAMBIO - MAIE,6,ANCONA
BELVEDERE OSTRENSE,SCELTA EUROPEA,4,ANCONA
CAMERANO,PARTITO DEMOCRATICO,1654,ANCONA
CAMERANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,970,ANCONA
CAMERANO,FORZA ITALIA,355,ANCONA
CAMERANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,180,ANCONA
CAMERANO,NUOVO CENTRO DESTRA - UDC,136,ANCONA
CAMERANO,L'ALTRA EUROPA CON TSIPRAS,110,ANCONA
CAMERANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,76,ANCONA
CAMERANO,VERDI EUROPEI-GREEN ITALIA,38,ANCONA
CAMERANO,SCELTA EUROPEA,21,ANCONA
CAMERANO,ITALIA DEI VALORI,21,ANCONA
CAMERANO,IO CAMBIO - MAIE,5,ANCONA
CAMERATA PICENA,PARTITO DEMOCRATICO,647,ANCONA
CAMERATA PICENA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,388,ANCONA
CAMERATA PICENA,FORZA ITALIA,161,ANCONA
CAMERATA PICENA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,65,ANCONA
CAMERATA PICENA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,45,ANCONA
CAMERATA PICENA,L'ALTRA EUROPA CON TSIPRAS,45,ANCONA
CAMERATA PICENA,NUOVO CENTRO DESTRA - UDC,30,ANCONA
CAMERATA PICENA,ITALIA DEI VALORI,8,ANCONA
