Ente,Liste/Gruppi,Voti,nomefile
AGGIUS,PARTITO DEMOCRATICO,274,OLBIA-TEMPIO
AGGIUS,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,103,OLBIA-TEMPIO
AGGIUS,FORZA ITALIA,66,OLBIA-TEMPIO
AGGIUS,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,22,OLBIA-TEMPIO
AGGIUS,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,21,OLBIA-TEMPIO
AGGIUS,L'ALTRA EUROPA CON TSIPRAS,17,OLBIA-TEMPIO
AGGIUS,NUOVO CENTRO DESTRA - UDC,10,OLBIA-TEMPIO
AGGIUS,ITALIA DEI VALORI,3,OLBIA-TEMPIO
AGGIUS,VERDI EUROPEI-GREEN ITALIA,3,OLBIA-TEMPIO
AGGIUS,SCELTA EUROPEA,1,OLBIA-TEMPIO
AGGIUS,IO CAMBIO - MAIE,0,OLBIA-TEMPIO
AGLIENTU,PARTITO DEMOCRATICO,148,OLBIA-TEMPIO
AGLIENTU,FORZA ITALIA,65,OLBIA-TEMPIO
AGLIENTU,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,45,OLBIA-TEMPIO
AGLIENTU,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,8,OLBIA-TEMPIO
AGLIENTU,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,6,OLBIA-TEMPIO
AGLIENTU,L'ALTRA EUROPA CON TSIPRAS,5,OLBIA-TEMPIO
AGLIENTU,ITALIA DEI VALORI,4,OLBIA-TEMPIO
AGLIENTU,NUOVO CENTRO DESTRA - UDC,3,OLBIA-TEMPIO
AGLIENTU,SCELTA EUROPEA,1,OLBIA-TEMPIO
AGLIENTU,IO CAMBIO - MAIE,1,OLBIA-TEMPIO
AGLIENTU,VERDI EUROPEI-GREEN ITALIA,0,OLBIA-TEMPIO
ALA' DEI SARDI,PARTITO DEMOCRATICO,111,OLBIA-TEMPIO
ALA' DEI SARDI,FORZA ITALIA,63,OLBIA-TEMPIO
ALA' DEI SARDI,L'ALTRA EUROPA CON TSIPRAS,21,OLBIA-TEMPIO
ALA' DEI SARDI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,21,OLBIA-TEMPIO
ALA' DEI SARDI,NUOVO CENTRO DESTRA - UDC,14,OLBIA-TEMPIO
ALA' DEI SARDI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,8,OLBIA-TEMPIO
ALA' DEI SARDI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,6,OLBIA-TEMPIO
ALA' DEI SARDI,ITALIA DEI VALORI,5,OLBIA-TEMPIO
ALA' DEI SARDI,IO CAMBIO - MAIE,1,OLBIA-TEMPIO
ALA' DEI SARDI,SCELTA EUROPEA,1,OLBIA-TEMPIO
ALA' DEI SARDI,VERDI EUROPEI-GREEN ITALIA,0,OLBIA-TEMPIO
ARZACHENA,PARTITO DEMOCRATICO,1067,OLBIA-TEMPIO
ARZACHENA,FORZA ITALIA,927,OLBIA-TEMPIO
ARZACHENA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,871,OLBIA-TEMPIO
ARZACHENA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,134,OLBIA-TEMPIO
ARZACHENA,ITALIA DEI VALORI,88,OLBIA-TEMPIO
ARZACHENA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,71,OLBIA-TEMPIO
ARZACHENA,NUOVO CENTRO DESTRA - UDC,59,OLBIA-TEMPIO
ARZACHENA,L'ALTRA EUROPA CON TSIPRAS,52,OLBIA-TEMPIO
ARZACHENA,VERDI EUROPEI-GREEN ITALIA,15,OLBIA-TEMPIO
ARZACHENA,SCELTA EUROPEA,15,OLBIA-TEMPIO
ARZACHENA,IO CAMBIO - MAIE,6,OLBIA-TEMPIO
BADESI,PARTITO DEMOCRATICO,196,OLBIA-TEMPIO
BADESI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,89,OLBIA-TEMPIO
BADESI,FORZA ITALIA,88,OLBIA-TEMPIO
BADESI,ITALIA DEI VALORI,82,OLBIA-TEMPIO
BADESI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,28,OLBIA-TEMPIO
BADESI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,20,OLBIA-TEMPIO
BADESI,NUOVO CENTRO DESTRA - UDC,9,OLBIA-TEMPIO
BADESI,L'ALTRA EUROPA CON TSIPRAS,8,OLBIA-TEMPIO
BADESI,VERDI EUROPEI-GREEN ITALIA,3,OLBIA-TEMPIO
BADESI,SCELTA EUROPEA,0,OLBIA-TEMPIO
BADESI,IO CAMBIO - MAIE,0,OLBIA-TEMPIO
BERCHIDDA,PARTITO DEMOCRATICO,425,OLBIA-TEMPIO
BERCHIDDA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,158,OLBIA-TEMPIO
BERCHIDDA,FORZA ITALIA,110,OLBIA-TEMPIO
BERCHIDDA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,29,OLBIA-TEMPIO
