Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACQUASPARTA,3659,2788,90,219,TERNI
ALLERONA,1522,1074,30,68,TERNI
ALVIANO,1230,1050,55,88,TERNI
AMELIA,9712,5955,60,256,TERNI
ARRONE,2198,1761,64,138,TERNI
ATTIGLIANO,1474,942,8,42,TERNI
AVIGLIANO UMBRO,2010,1237,13,74,TERNI
BASCHI,2250,1585,49,116,TERNI
CALVI DELL'UMBRIA,1544,845,6,56,TERNI
CASTEL GIORGIO,1821,1122,4,51,TERNI
CASTEL VISCARDO,2480,2017,98,176,TERNI
FABRO,2285,1682,51,109,TERNI
FERENTILLO,1532,1251,62,107,TERNI
FICULLE,1373,1037,37,67,TERNI
GIOVE,1544,953,12,47,TERNI
GUARDEA,1511,1298,70,122,TERNI
LUGNANO IN TEVERINA,1280,1062,46,97,TERNI
MONTECASTRILLI,3997,2446,22,102,TERNI
MONTECCHIO,1375,1137,59,94,TERNI
MONTEFRANCO,1008,852,30,61,TERNI
MONTEGABBIONE,993,764,34,45,TERNI
MONTELEONE D'ORVIETO,1226,999,35,74,TERNI
NARNI,16143,9837,74,315,TERNI
ORVIETO,16496,12679,298,680,TERNI
OTRICOLI,1539,1179,39,95,TERNI
PARRANO,505,290,2,14,TERNI
PENNA IN TEVERINA,902,674,24,54,TERNI
POLINO,210,194,16,21,TERNI
PORANO,1605,1319,44,98,TERNI
SAN GEMINI,4115,3075,77,193,TERNI
SAN VENANZO,1824,1503,56,96,TERNI
STRONCONE,3916,3018,139,263,TERNI
TERNI,87344,60253,975,2761,TERNI
