Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACCUMOLI,541,443,40,77,RIETI
AMATRICE,2299,1756,102,175,RIETI
ANTRODOCO,2367,1360,8,56,RIETI
ASCREA,209,122,1,2,RIETI
BELMONTE IN SABINA,543,299,0,9,RIETI
BORBONA,570,321,4,12,RIETI
BORGO VELINO,807,531,13,18,RIETI
BORGOROSE,4334,1972,19,110,RIETI
CANTALICE,2272,1832,101,209,RIETI
CANTALUPO IN SABINA,1365,1104,28,76,RIETI
CASAPROTA,580,341,5,30,RIETI
CASPERIA,998,849,63,113,RIETI
CASTEL DI TORA,267,231,9,23,RIETI
CASTELNUOVO DI FARFA,867,477,3,21,RIETI
CASTEL SANT'ANGELO,1131,895,54,95,RIETI
CITTADUCALE,5772,3368,28,163,RIETI
CITTAREALE,424,157,3,9,RIETI
COLLALTO SABINO,392,204,1,5,RIETI
COLLE DI TORA,312,270,18,30,RIETI
COLLEGIOVE,144,129,10,13,RIETI
COLLEVECCHIO,1326,1085,68,118,RIETI
COLLI SUL VELINO,423,369,15,43,RIETI
CONCERVIANO,291,237,19,27,RIETI
CONFIGNI,536,484,34,62,RIETI
CONTIGLIANO,2994,2342,114,224,RIETI
COTTANELLO,464,410,39,58,RIETI
FARA IN SABINA,10016,6178,32,216,RIETI
FIAMIGNANO,1281,693,5,33,RIETI
FORANO,2252,1814,66,143,RIETI
FRASSO SABINO,554,483,23,46,RIETI
GRECCIO,1292,1040,64,101,RIETI
LABRO,289,244,10,25,RIETI
LEONESSA,2097,1686,51,91,RIETI
LONGONE SABINO,557,467,31,42,RIETI
MAGLIANO SABINA,3055,2328,74,165,RIETI
MARCETELLI,78,47,1,1,RIETI
MICIGLIANO,134,89,5,6,RIETI
MOMPEO,478,396,27,53,RIETI
MONTASOLA,342,303,11,33,RIETI
MONTEBUONO,734,430,7,27,RIETI
MONTELEONE SABINO,1043,604,6,32,RIETI
MONTENERO SABINO,262,166,1,4,RIETI
MONTE SAN GIOVANNI IN SABINA,599,546,38,109,RIETI
MONTOPOLI DI SABINA,3319,2376,34,128,RIETI
MORRO REATINO,313,278,17,33,RIETI
NESPOLO,209,102,0,5,RIETI
ORVINIO,384,264,15,32,RIETI
PAGANICO SABINO,163,144,7,11,RIETI
PESCOROCCHIANO,1976,899,11,43,RIETI
PETRELLA SALTO,1088,870,58,102,RIETI
POGGIO BUSTONE,1788,1546,53,108,RIETI
POGGIO CATINO,1087,835,36,92,RIETI
POGGIO MIRTETO,4636,3574,98,238,RIETI
POGGIO MOIANO,2182,1783,77,151,RIETI
POGGIO NATIVO,1967,1642,56,121,RIETI
POGGIO SAN LORENZO,471,408,21,39,RIETI
POSTA,587,468,37,62,RIETI
POZZAGLIA SABINA,340,286,35,45,RIETI
RIETI,38926,20375,156,802,RIETI
RIVODUTRI,1052,915,38,78,RIETI
ROCCANTICA,499,335,16,38,RIETI
ROCCA SINIBALDA,748,625,30,57,RIETI
SALISANO,488,425,40,59,RIETI
SCANDRIGLIA,2364,1795,77,159,RIETI
SELCI,913,689,33,89,RIETI
STIMIGLIANO,1612,1268,45,101,RIETI
TARANO,1063,844,42,73,RIETI
TOFFIA,833,676,24,62,RIETI
TORRICELLA IN SABINA,1104,884,25,54,RIETI
TORRI IN SABINA,1057,595,4,57,RIETI
TURANIA,219,139,4,7,RIETI
VACONE,218,185,12,19,RIETI
VARCO SABINO,179,109,0,2,RIETI
