Ente,Liste/Gruppi,Voti,nomefile
ACCADIA,PARTITO DEMOCRATICO,439,FOGGIA
ACCADIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,153,FOGGIA
ACCADIA,FORZA ITALIA,119,FOGGIA
ACCADIA,L'ALTRA EUROPA CON TSIPRAS,63,FOGGIA
ACCADIA,NUOVO CENTRO DESTRA - UDC,55,FOGGIA
ACCADIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,10,FOGGIA
ACCADIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,8,FOGGIA
ACCADIA,IO CAMBIO - MAIE,5,FOGGIA
ACCADIA,SCELTA EUROPEA,5,FOGGIA
ACCADIA,ITALIA DEI VALORI,4,FOGGIA
ACCADIA,VERDI EUROPEI-GREEN ITALIA,2,FOGGIA
ALBERONA,FORZA ITALIA,99,FOGGIA
ALBERONA,PARTITO DEMOCRATICO,95,FOGGIA
ALBERONA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,91,FOGGIA
ALBERONA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,25,FOGGIA
ALBERONA,NUOVO CENTRO DESTRA - UDC,15,FOGGIA
ALBERONA,L'ALTRA EUROPA CON TSIPRAS,8,FOGGIA
ALBERONA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,4,FOGGIA
ALBERONA,ITALIA DEI VALORI,4,FOGGIA
ALBERONA,IO CAMBIO - MAIE,1,FOGGIA
ALBERONA,VERDI EUROPEI-GREEN ITALIA,0,FOGGIA
ALBERONA,SCELTA EUROPEA,0,FOGGIA
ANZANO DI PUGLIA,PARTITO DEMOCRATICO,226,FOGGIA
ANZANO DI PUGLIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,89,FOGGIA
ANZANO DI PUGLIA,FORZA ITALIA,76,FOGGIA
ANZANO DI PUGLIA,NUOVO CENTRO DESTRA - UDC,17,FOGGIA
ANZANO DI PUGLIA,ITALIA DEI VALORI,12,FOGGIA
ANZANO DI PUGLIA,L'ALTRA EUROPA CON TSIPRAS,10,FOGGIA
ANZANO DI PUGLIA,SCELTA EUROPEA,8,FOGGIA
ANZANO DI PUGLIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,4,FOGGIA
ANZANO DI PUGLIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1,FOGGIA
ANZANO DI PUGLIA,IO CAMBIO - MAIE,1,FOGGIA
ANZANO DI PUGLIA,VERDI EUROPEI-GREEN ITALIA,0,FOGGIA
APRICENA,PARTITO DEMOCRATICO,2993,FOGGIA
APRICENA,FORZA ITALIA,1705,FOGGIA
APRICENA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1500,FOGGIA
APRICENA,NUOVO CENTRO DESTRA - UDC,693,FOGGIA
APRICENA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,323,FOGGIA
APRICENA,ITALIA DEI VALORI,134,FOGGIA
APRICENA,SCELTA EUROPEA,131,FOGGIA
APRICENA,L'ALTRA EUROPA CON TSIPRAS,122,FOGGIA
APRICENA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,77,FOGGIA
APRICENA,VERDI EUROPEI-GREEN ITALIA,49,FOGGIA
APRICENA,IO CAMBIO - MAIE,20,FOGGIA
ASCOLI SATRIANO,PARTITO DEMOCRATICO,927,FOGGIA
ASCOLI SATRIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,736,FOGGIA
