Ente,Liste/Gruppi,Voti,nomefile
BIBBONA,PARTITO DEMOCRATICO,1037,LIVORNO
BIBBONA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,370,LIVORNO
BIBBONA,FORZA ITALIA,217,LIVORNO
BIBBONA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,68,LIVORNO
BIBBONA,L'ALTRA EUROPA CON TSIPRAS,64,LIVORNO
BIBBONA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,55,LIVORNO
BIBBONA,NUOVO CENTRO DESTRA - UDC,19,LIVORNO
BIBBONA,VERDI EUROPEI-GREEN ITALIA,17,LIVORNO
BIBBONA,ITALIA DEI VALORI,7,LIVORNO
BIBBONA,IO CAMBIO - MAIE,6,LIVORNO
BIBBONA,SCELTA EUROPEA,1,LIVORNO
CAMPIGLIA MARITTIMA,PARTITO DEMOCRATICO,4263,LIVORNO
CAMPIGLIA MARITTIMA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1302,LIVORNO
CAMPIGLIA MARITTIMA,FORZA ITALIA,851,LIVORNO
CAMPIGLIA MARITTIMA,L'ALTRA EUROPA CON TSIPRAS,302,LIVORNO
CAMPIGLIA MARITTIMA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,169,LIVORNO
CAMPIGLIA MARITTIMA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,153,LIVORNO
CAMPIGLIA MARITTIMA,NUOVO CENTRO DESTRA - UDC,106,LIVORNO
CAMPIGLIA MARITTIMA,VERDI EUROPEI-GREEN ITALIA,56,LIVORNO
CAMPIGLIA MARITTIMA,ITALIA DEI VALORI,30,LIVORNO
CAMPIGLIA MARITTIMA,SCELTA EUROPEA,17,LIVORNO
CAMPIGLIA MARITTIMA,IO CAMBIO - MAIE,7,LIVORNO
CAMPO NELL'ELBA,PARTITO DEMOCRATICO,918,LIVORNO
CAMPO NELL'ELBA,FORZA ITALIA,762,LIVORNO
CAMPO NELL'ELBA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,497,LIVORNO
CAMPO NELL'ELBA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,181,LIVORNO
CAMPO NELL'ELBA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,135,LIVORNO
CAMPO NELL'ELBA,L'ALTRA EUROPA CON TSIPRAS,101,LIVORNO
CAMPO NELL'ELBA,NUOVO CENTRO DESTRA - UDC,75,LIVORNO
CAMPO NELL'ELBA,ITALIA DEI VALORI,22,LIVORNO
CAMPO NELL'ELBA,VERDI EUROPEI-GREEN ITALIA,20,LIVORNO
CAMPO NELL'ELBA,SCELTA EUROPEA,12,LIVORNO
CAMPO NELL'ELBA,IO CAMBIO - MAIE,7,LIVORNO
CAPOLIVERI,PARTITO DEMOCRATICO,717,LIVORNO
CAPOLIVERI,FORZA ITALIA,565,LIVORNO
CAPOLIVERI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,398,LIVORNO
CAPOLIVERI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,127,LIVORNO
CAPOLIVERI,L'ALTRA EUROPA CON TSIPRAS,101,LIVORNO
CAPOLIVERI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,65,LIVORNO
CAPOLIVERI,NUOVO CENTRO DESTRA - UDC,63,LIVORNO
CAPOLIVERI,VERDI EUROPEI-GREEN ITALIA,18,LIVORNO
CAPOLIVERI,ITALIA DEI VALORI,10,LIVORNO
CAPOLIVERI,IO CAMBIO - MAIE,5,LIVORNO
CAPOLIVERI,SCELTA EUROPEA,3,LIVORNO
CAPRAIA ISOLA,PARTITO DEMOCRATICO,80,LIVORNO
CAPRAIA ISOLA,FORZA ITALIA,45,LIVORNO
CAPRAIA ISOLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,32,LIVORNO
CAPRAIA ISOLA,L'ALTRA EUROPA CON TSIPRAS,13,LIVORNO
CAPRAIA ISOLA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,7,LIVORNO
CAPRAIA ISOLA,NUOVO CENTRO DESTRA - UDC,6,LIVORNO
CAPRAIA ISOLA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,3,LIVORNO
CAPRAIA ISOLA,ITALIA DEI VALORI,1,LIVORNO
CAPRAIA ISOLA,IO CAMBIO - MAIE,0,LIVORNO
CAPRAIA ISOLA,SCELTA EUROPEA,0,LIVORNO
CAPRAIA ISOLA,VERDI EUROPEI-GREEN ITALIA,0,LIVORNO
CASTAGNETO CARDUCCI,PARTITO DEMOCRATICO,2655,LIVORNO
CASTAGNETO CARDUCCI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,729,LIVORNO
CASTAGNETO CARDUCCI,FORZA ITALIA,654,LIVORNO
CASTAGNETO CARDUCCI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,220,LIVORNO
CASTAGNETO CARDUCCI,L'ALTRA EUROPA CON TSIPRAS,204,LIVORNO
CASTAGNETO CARDUCCI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,148,LIVORNO
CASTAGNETO CARDUCCI,NUOVO CENTRO DESTRA - UDC,114,LIVORNO
