Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ABBIATEGRASSO,24471,14576,79,444,MILANO
ALBAIRATE,3682,2781,67,161,MILANO
ARCONATE,5201,4071,78,229,MILANO
ARESE,15412,9859,41,202,MILANO
ARLUNO,9063,6549,114,322,MILANO
ASSAGO,6631,5177,76,179,MILANO
BARANZATE,7011,4071,17,139,MILANO
BAREGGIO,13712,8430,41,241,MILANO
BASIANO,2782,2060,32,84,MILANO
BASIGLIO,5929,3630,13,49,MILANO
BELLINZAGO LOMBARDO,3080,2009,7,48,MILANO
BERNATE TICINO,2508,2025,49,119,MILANO
BESATE,1624,1193,27,75,MILANO
BINASCO,5728,3680,34,132,MILANO
BOFFALORA SOPRA TICINO,3345,2604,45,137,MILANO
BOLLATE,28767,18268,95,536,MILANO
BRESSO,20223,12917,70,334,MILANO
BUBBIANO,1740,1213,15,55,MILANO
BUCCINASCO,21065,13887,55,365,MILANO
BUSCATE,3808,2282,15,77,MILANO
BUSSERO,6907,4733,20,142,MILANO
BUSTO GAROLFO,10979,7823,126,389,MILANO
CALVIGNASCO,920,581,0,17,MILANO
CAMBIAGO,4991,3157,17,110,MILANO
CANEGRATE,9979,6165,39,207,MILANO
CARPIANO,3083,2189,34,97,MILANO
CARUGATE,11214,7374,32,223,MILANO
CASARILE,3025,2213,37,132,MILANO
CASOREZZO,4359,3169,63,170,MILANO
CASSANO D'ADDA,13900,8922,61,323,MILANO
CASSINA DE' PECCHI,10363,7626,98,304,MILANO
CASSINETTA DI LUGAGNANO,1491,961,3,40,MILANO
CASTANO PRIMO,8826,6297,83,333,MILANO
CERNUSCO SUL NAVIGLIO,25537,16829,85,427,MILANO
CERRO AL LAMBRO,4020,2764,17,99,MILANO
CERRO MAGGIORE,12012,8386,107,394,MILANO
CESANO BOSCONE,18511,12988,143,508,MILANO
CESATE,10856,7386,90,324,MILANO
CINISELLO BALSAMO,54290,32639,150,884,MILANO
CISLIANO,3657,2355,12,71,MILANO
COLOGNO MONZESE,34891,21008,93,650,MILANO
COLTURANO,1538,1105,16,49,MILANO
CORBETTA,13819,8709,45,296,MILANO
CORMANO,15480,11047,105,418,MILANO
CORNAREDO,15923,11587,114,421,MILANO
CORSICO,26082,16007,58,503,MILANO
CUGGIONO,6506,4034,21,128,MILANO
CUSAGO,2954,2369,45,98,MILANO
CUSANO MILANINO,15457,10903,68,335,MILANO
DAIRAGO,4916,2992,20,135,MILANO
DRESANO,2368,1538,16,54,MILANO
GAGGIANO,7127,5285,92,214,MILANO
GARBAGNATE MILANESE,21469,12903,74,406,MILANO
GESSATE,6705,4786,72,204,MILANO
GORGONZOLA,15401,9746,37,225,MILANO
GREZZAGO,2171,1551,29,83,MILANO
GUDO VISCONTI,1308,960,16,31,MILANO
INVERUNO,7153,5314,79,271,MILANO
INZAGO,8544,5637,24,180,MILANO
LACCHIARELLA,6714,4820,66,244,MILANO
LAINATE,20146,14218,217,693,MILANO
LEGNANO,45435,28464,145,767,MILANO
LISCATE,3082,2232,39,99,MILANO
LOCATE DI TRIULZI,7378,5450,66,232,MILANO
MAGENTA,18392,11736,63,376,MILANO
MAGNAGO,7518,4472,30,184,MILANO
MARCALLO CON CASONE,5021,3526,47,176,MILANO
MASATE,2624,1959,33,79,MILANO
MEDIGLIA,8890,5528,22,193,MILANO
MELEGNANO,13037,8301,43,284,MILANO
MELZO,14302,10364,145,463,MILANO
MESERO,3326,2466,53,114,MILANO
MILANO,975160,585134,2252,12437,MILANO
MORIMONDO,949,650,15,48,MILANO
MOTTA VISCONTI,6142,4421,90,261,MILANO
NERVIANO,13849,8712,67,274,MILANO
NOSATE,586,475,15,54,MILANO
NOVATE MILANESE,16095,11861,131,370,MILANO
NOVIGLIO,3423,2112,5,43,MILANO
OPERA,10816,7001,26,158,MILANO
OSSONA,3278,2524,42,132,MILANO
OZZERO,1204,978,22,40,MILANO
PADERNO DUGNANO,37078,26539,280,1017,MILANO
PANTIGLIATE,4522,3395,45,126,MILANO
PARABIAGO,21753,12917,69,412,MILANO
PAULLO,8489,6145,122,311,MILANO
PERO,8331,5899,106,264,MILANO
PESCHIERA BORROMEO,18157,13295,157,481,MILANO
PESSANO CON BORNAGO,7111,4715,26,140,MILANO
PIEVE EMANUELE,12105,7063,27,259,MILANO
PIOLTELLO,23572,16458,254,732,MILANO
POGLIANO MILANESE,6494,4719,79,261,MILANO
POZZO D'ADDA,4431,2559,15,96,MILANO
POZZUOLO MARTESANA,6363,4722,85,256,MILANO
PREGNANA MILANESE,5572,3637,23,118,MILANO
RESCALDINA,11146,8029,161,432,MILANO
RHO,40080,24860,139,781,MILANO
ROBECCHETTO CON INDUNO,3929,2296,14,99,MILANO
ROBECCO SUL NAVIGLIO,5470,4071,94,236,MILANO
RODANO,3560,2731,31,83,MILANO
ROSATE,4246,2788,18,83,MILANO
ROZZANO,31581,21665,319,1090,MILANO
SAN COLOMBANO AL LAMBRO,5908,4367,90,240,MILANO
SAN DONATO MILANESE,23961,15625,69,325,MILANO
SAN GIORGIO SU LEGNANO,5302,3336,16,115,MILANO
SAN GIULIANO MILANESE,26704,16202,95,491,MILANO
SANTO STEFANO TICINO,3848,2881,46,132,MILANO
SAN VITTORE OLONA,6525,4681,67,203,MILANO
SAN ZENONE AL LAMBRO,3299,2484,49,128,MILANO
SEDRIANO,9010,5563,28,187,MILANO
SEGRATE,26791,17364,71,385,MILANO
SENAGO,16624,10168,38,309,MILANO
SESTO SAN GIOVANNI,59934,37007,182,974,MILANO
SETTALA,5365,4117,61,185,MILANO
SETTIMO MILANESE,15803,11446,106,375,MILANO
SOLARO,10595,7244,99,341,MILANO
TREZZANO ROSA,3838,2827,48,143,MILANO
TREZZANO SUL NAVIGLIO,16055,11321,144,452,MILANO
TREZZO SULL'ADDA,9215,6899,97,291,MILANO
TRIBIANO,2645,2105,43,154,MILANO
TRUCCAZZANO,4508,3310,58,172,MILANO
TURBIGO,5586,3489,24,120,MILANO
VANZAGHELLO,4203,3064,61,154,MILANO
VANZAGO,7059,5055,64,206,MILANO
VAPRIO D'ADDA,6237,4297,52,192,MILANO
VERMEZZO,2998,1891,11,58,MILANO
VERNATE,2574,1598,11,47,MILANO
VIGNATE,6962,5260,79,222,MILANO
VILLA CORTESE,5026,3331,15,137,MILANO
VIMODRONE,12933,8177,47,233,MILANO
VITTUONE,6675,4233,29,119,MILANO
VIZZOLO PREDABISSI,3202,2172,5,56,MILANO
ZELO SURRIGONE,1310,987,13,41,MILANO
ZIBIDO SAN GIACOMO,5198,3230,20,102,MILANO
