Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ALTIVOLE,5534,3740,85,200,TREVISO
ARCADE,3540,1934,14,48,TREVISO
ASOLO,7074,4751,109,262,TREVISO
BORSO DEL GRAPPA,4639,2623,22,96,TREVISO
BREDA DI PIAVE,6476,3429,28,128,TREVISO
CAERANO DI SAN MARCO,6172,4352,93,217,TREVISO
CAPPELLA MAGGIORE,4547,2131,17,85,TREVISO
CARBONERA,8904,6125,110,286,TREVISO
CASALE SUL SILE,10205,5900,36,187,TREVISO
CASIER,8918,6192,110,253,TREVISO
CASTELCUCCO,1922,891,6,26,TREVISO
CASTELFRANCO VENETO,27890,15615,109,493,TREVISO
CASTELLO DI GODEGO,5563,3416,28,118,TREVISO
CAVASO DEL TOMBA,2731,1678,38,124,TREVISO
CESSALTO,3273,1488,9,53,TREVISO
CHIARANO,3093,1957,48,121,TREVISO
CIMADOLMO,2707,1917,67,125,TREVISO
CISON DI VALMARINO,2912,1501,57,128,TREVISO
CODOGNE',4977,2966,84,187,TREVISO
COLLE UMBERTO,4524,2870,69,166,TREVISO
CONEGLIANO,26762,15487,117,408,TREVISO
CORDIGNANO,7123,3156,26,128,TREVISO
CORNUDA,5155,3406,100,224,TREVISO
CRESPANO DEL GRAPPA,3468,1747,11,65,TREVISO
CROCETTA DEL MONTELLO,5112,3398,93,233,TREVISO
FARRA DI SOLIGO,7076,4769,145,326,TREVISO
FOLLINA,3379,2139,51,116,TREVISO
FONTANELLE,4806,2491,23,99,TREVISO
FONTE,4334,3040,76,176,TREVISO
FREGONA,3339,1795,70,147,TREVISO
GAIARINE,5191,3693,98,200,TREVISO
GIAVERA DEL MONTELLO,4642,2923,78,163,TREVISO
GODEGA DI SANT'URBANO,5611,2750,23,91,TREVISO
GORGO AL MONTICANO,3593,2406,51,146,TREVISO
ISTRANA,7567,3980,36,152,TREVISO
LORIA,7611,5109,133,302,TREVISO
MANSUE',3845,2628,79,182,TREVISO
MARENO DI PIAVE,8230,4303,36,172,TREVISO
MASER,4508,3036,62,206,TREVISO
MASERADA SUL PIAVE,7350,4905,94,267,TREVISO
MEDUNA DI LIVENZA,2699,1684,44,95,TREVISO
MIANE,3137,1939,44,126,TREVISO
MOGLIANO VENETO,22281,15172,201,579,TREVISO
MONASTIER DI TREVISO,3468,2488,69,149,TREVISO
MONFUMO,1479,619,6,33,TREVISO
MONTEBELLUNA,25028,12899,97,451,TREVISO
MORGANO,3703,2511,50,126,TREVISO
MORIAGO DELLA BATTAGLIA,2451,1201,8,39,TREVISO
MOTTA DI LIVENZA,8598,4502,36,179,TREVISO
NERVESA DELLA BATTAGLIA,5871,3023,17,90,TREVISO
ODERZO,16197,9000,67,303,TREVISO
ORMELLE,3510,2327,74,147,TREVISO
ORSAGO,3129,2164,53,116,TREVISO
PADERNO DEL GRAPPA,1809,1243,40,82,TREVISO
PAESE,17314,12135,184,591,TREVISO
PEDEROBBA,6777,4023,119,241,TREVISO
PIEVE DI SOLIGO,8714,5789,124,324,TREVISO
PONTE DI PIAVE,6266,4520,152,280,TREVISO
PONZANO VENETO,9880,6829,118,313,TREVISO
PORTOBUFFOLE',652,369,3,12,TREVISO
POSSAGNO,1852,833,10,33,TREVISO
POVEGLIANO,4571,2891,58,150,TREVISO
PREGANZIOL,13417,9532,141,392,TREVISO
QUINTO DI TREVISO,7762,5469,104,256,TREVISO
REFRONTOLO,1455,1047,34,92,TREVISO
RESANA,7559,5240,131,331,TREVISO
REVINE LAGO,1908,1285,34,92,TREVISO
RIESE PIO X,9039,6148,123,346,TREVISO
RONCADE,11527,8052,164,436,TREVISO
SALGAREDA,5096,3497,83,194,TREVISO
SAN BIAGIO DI CALLALTA,10301,5718,44,193,TREVISO
SAN FIOR,5747,3607,84,225,TREVISO
SAN PIETRO DI FELETTO,4612,3192,82,176,TREVISO
SAN POLO DI PIAVE,3988,2459,98,178,TREVISO
SANTA LUCIA DI PIAVE,7153,3876,33,138,TREVISO
SAN VENDEMIANO,8160,5508,141,342,TREVISO
SAN ZENONE DEGLI EZZELINI,5387,3943,88,234,TREVISO
SARMEDE,2579,1812,51,127,TREVISO
SEGUSINO,1829,900,5,34,TREVISO
SERNAGLIA DELLA BATTAGLIA,4969,3354,88,220,TREVISO
SILEA,8145,4955,33,156,TREVISO
SPRESIANO,9024,4888,40,205,TREVISO
SUSEGANA,8973,4901,39,189,TREVISO
TARZO,4025,1919,10,46,TREVISO
TREVIGNANO,8827,4608,38,160,TREVISO
TREVISO,65118,38797,203,852,TREVISO
VALDOBBIADENE,9082,5896,162,395,TREVISO
VAZZOLA,5270,3684,112,267,TREVISO
VEDELAGO,13447,7273,53,278,TREVISO
VIDOR,3142,1696,16,63,TREVISO
VILLORBA,14783,8566,59,255,TREVISO
VITTORIO VENETO,25076,15685,322,821,TREVISO
VOLPAGO DEL MONTELLO,9285,4537,32,153,TREVISO
ZENSON DI PIAVE,1370,802,6,26,TREVISO
ZERO BRANCO,8873,6224,137,367,TREVISO
