Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
AIROLA,6886,3800,68,217,BENEVENTO
AMOROSI,2639,2039,214,264,BENEVENTO
APICE,5284,3945,318,505,BENEVENTO
APOLLOSA,2443,1268,17,66,BENEVENTO
ARPAIA,1683,748,9,21,BENEVENTO
ARPAISE,755,421,1,13,BENEVENTO
BASELICE,2709,1883,235,292,BENEVENTO
BENEVENTO,51240,25880,225,1529,BENEVENTO
BONEA,1282,536,7,29,BENEVENTO
BUCCIANO,1856,1044,22,67,BENEVENTO
BUONALBERGO,2281,786,20,43,BENEVENTO
CALVI,2514,1160,12,58,BENEVENTO
CAMPOLATTARO,1290,421,11,28,BENEVENTO
CAMPOLI DEL MONTE TABURNO,1263,690,9,22,BENEVENTO
CASALDUNI,1659,1035,125,195,BENEVENTO
CASTELFRANCO IN MISCANO,1207,457,10,26,BENEVENTO
CASTELPAGANO,1808,514,9,26,BENEVENTO
CASTELPOTO,1181,627,4,17,BENEVENTO
CASTELVENERE,2200,1041,11,70,BENEVENTO
CASTELVETERE IN VAL FORTORE,2092,555,27,68,BENEVENTO
CAUTANO,1788,1582,175,225,BENEVENTO
CEPPALONI,3027,1926,32,160,BENEVENTO
CERRETO SANNITA,4306,2194,28,132,BENEVENTO
CIRCELLO,2971,1794,136,189,BENEVENTO
COLLE SANNITA,3319,1624,140,189,BENEVENTO
CUSANO MUTRI,4603,3186,363,548,BENEVENTO
DUGENTA,2495,1356,28,87,BENEVENTO
DURAZZANO,2152,1625,164,214,BENEVENTO
FAICCHIO,3386,2539,184,326,BENEVENTO
FOGLIANISE,2927,1444,21,57,BENEVENTO
FOIANO DI VAL FORTORE,1389,787,15,30,BENEVENTO
FORCHIA,1047,880,90,152,BENEVENTO
FRAGNETO L'ABATE,1221,496,7,21,BENEVENTO
FRAGNETO MONFORTE,1889,1464,129,172,BENEVENTO
FRASSO TELESINO,2241,1127,16,47,BENEVENTO
GINESTRA DEGLI SCHIAVONI,567,255,10,14,BENEVENTO
GUARDIA SANFRAMONDI,4706,2265,40,197,BENEVENTO
LIMATOLA,3758,1423,19,73,BENEVENTO
MELIZZANO,1809,1409,123,179,BENEVENTO
MOIANO,3510,3017,253,368,BENEVENTO
MOLINARA,2025,780,21,45,BENEVENTO
MONTEFALCONE DI VAL FORTORE,1834,1144,144,175,BENEVENTO
MONTESARCHIO,11483,5402,39,176,BENEVENTO
MORCONE,5307,1950,35,104,BENEVENTO
PADULI,3843,1799,18,75,BENEVENTO
PAGO VEIANO,2647,889,21,52,BENEVENTO
PANNARANO,1830,1472,107,199,BENEVENTO
PAOLISI,1886,1414,108,155,BENEVENTO
PAUPISI,1394,1164,138,182,BENEVENTO
PESCO SANNITA,1960,772,11,39,BENEVENTO
PIETRAROJA,777,376,22,44,BENEVENTO
PIETRELCINA,2828,1229,12,46,BENEVENTO
PONTE,2338,1863,188,283,BENEVENTO
PONTELANDOLFO,2972,925,14,41,BENEVENTO
PUGLIANELLO,1281,708,15,31,BENEVENTO
REINO,1428,598,14,53,BENEVENTO
SAN BARTOLOMEO IN GALDO,6461,3434,371,557,BENEVENTO
SAN GIORGIO DEL SANNIO,8641,4512,60,318,BENEVENTO
SAN GIORGIO LA MOLARA,3487,918,18,59,BENEVENTO
SAN LEUCIO DEL SANNIO,2998,1539,26,101,BENEVENTO
SAN LORENZELLO,2016,1583,99,171,BENEVENTO
SAN LORENZO MAGGIORE,2090,856,7,50,BENEVENTO
SAN LUPO,1027,367,4,17,BENEVENTO
SAN MARCO DEI CAVOTI,3686,2494,222,378,BENEVENTO
SAN MARTINO SANNITA,1338,890,52,86,BENEVENTO
SAN NAZZARO,837,370,8,27,BENEVENTO
SAN NICOLA MANFREDI,3292,1748,19,105,BENEVENTO
SAN SALVATORE TELESINO,3612,1492,23,80,BENEVENTO
SANTA CROCE DEL SANNIO,1059,404,9,17,BENEVENTO
SANT'AGATA DE' GOTI,9983,7687,634,893,BENEVENTO
SANT'ANGELO A CUPOLO,3784,2108,32,102,BENEVENTO
SANT'ARCANGELO TRIMONTE,585,484,49,72,BENEVENTO
SASSINORO,761,274,6,21,BENEVENTO
SOLOPACA,3357,1814,26,81,BENEVENTO
TELESE TERME,6022,2956,28,142,BENEVENTO
TOCCO CAUDIO,1468,1179,166,216,BENEVENTO
TORRECUSO,3079,2531,189,305,BENEVENTO
VITULANO,2565,1354,16,64,BENEVENTO
