Ente,Liste/Gruppi,Voti,nomefile
ABETONE,PARTITO DEMOCRATICO,174,PISTOIA
ABETONE,FORZA ITALIA,83,PISTOIA
ABETONE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,75,PISTOIA
ABETONE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,26,PISTOIA
ABETONE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,17,PISTOIA
ABETONE,L'ALTRA EUROPA CON TSIPRAS,5,PISTOIA
ABETONE,VERDI EUROPEI-GREEN ITALIA,2,PISTOIA
ABETONE,NUOVO CENTRO DESTRA - UDC,2,PISTOIA
ABETONE,IO CAMBIO - MAIE,1,PISTOIA
ABETONE,ITALIA DEI VALORI,1,PISTOIA
ABETONE,SCELTA EUROPEA,0,PISTOIA
AGLIANA,PARTITO DEMOCRATICO,5100,PISTOIA
AGLIANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1561,PISTOIA
AGLIANA,FORZA ITALIA,1028,PISTOIA
AGLIANA,L'ALTRA EUROPA CON TSIPRAS,517,PISTOIA
AGLIANA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,343,PISTOIA
AGLIANA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,212,PISTOIA
AGLIANA,NUOVO CENTRO DESTRA - UDC,162,PISTOIA
AGLIANA,VERDI EUROPEI-GREEN ITALIA,60,PISTOIA
AGLIANA,SCELTA EUROPEA,36,PISTOIA
AGLIANA,ITALIA DEI VALORI,27,PISTOIA
AGLIANA,IO CAMBIO - MAIE,25,PISTOIA
BUGGIANO,PARTITO DEMOCRATICO,2465,PISTOIA
BUGGIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,939,PISTOIA
BUGGIANO,FORZA ITALIA,704,PISTOIA
BUGGIANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,221,PISTOIA
BUGGIANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,192,PISTOIA
BUGGIANO,L'ALTRA EUROPA CON TSIPRAS,186,PISTOIA
BUGGIANO,NUOVO CENTRO DESTRA - UDC,84,PISTOIA
BUGGIANO,VERDI EUROPEI-GREEN ITALIA,45,PISTOIA
BUGGIANO,ITALIA DEI VALORI,39,PISTOIA
BUGGIANO,SCELTA EUROPEA,28,PISTOIA
BUGGIANO,IO CAMBIO - MAIE,14,PISTOIA
CHIESINA UZZANESE,PARTITO DEMOCRATICO,1190,PISTOIA
CHIESINA UZZANESE,FORZA ITALIA,504,PISTOIA
CHIESINA UZZANESE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,417,PISTOIA
CHIESINA UZZANESE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,143,PISTOIA
CHIESINA UZZANESE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,118,PISTOIA
CHIESINA UZZANESE,NUOVO CENTRO DESTRA - UDC,74,PISTOIA
CHIESINA UZZANESE,L'ALTRA EUROPA CON TSIPRAS,51,PISTOIA
CHIESINA UZZANESE,ITALIA DEI VALORI,15,PISTOIA
CHIESINA UZZANESE,VERDI EUROPEI-GREEN ITALIA,11,PISTOIA
CHIESINA UZZANESE,SCELTA EUROPEA,8,PISTOIA
CHIESINA UZZANESE,IO CAMBIO - MAIE,3,PISTOIA
CUTIGLIANO,PARTITO DEMOCRATICO,536,PISTOIA
CUTIGLIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,149,PISTOIA
CUTIGLIANO,FORZA ITALIA,85,PISTOIA
CUTIGLIANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,52,PISTOIA
CUTIGLIANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,50,PISTOIA
CUTIGLIANO,L'ALTRA EUROPA CON TSIPRAS,37,PISTOIA
CUTIGLIANO,NUOVO CENTRO DESTRA - UDC,24,PISTOIA
CUTIGLIANO,IO CAMBIO - MAIE,6,PISTOIA
CUTIGLIANO,SCELTA EUROPEA,5,PISTOIA
CUTIGLIANO,ITALIA DEI VALORI,5,PISTOIA
CUTIGLIANO,VERDI EUROPEI-GREEN ITALIA,1,PISTOIA
LAMPORECCHIO,PARTITO DEMOCRATICO,2609,PISTOIA
LAMPORECCHIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,656,PISTOIA
LAMPORECCHIO,FORZA ITALIA,388,PISTOIA
LAMPORECCHIO,L'ALTRA EUROPA CON TSIPRAS,172,PISTOIA
LAMPORECCHIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,70,PISTOIA
LAMPORECCHIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,65,PISTOIA
LAMPORECCHIO,NUOVO CENTRO DESTRA - UDC,56,PISTOIA
LAMPORECCHIO,VERDI EUROPEI-GREEN ITALIA,28,PISTOIA
LAMPORECCHIO,SCELTA EUROPEA,21,PISTOIA
LAMPORECCHIO,ITALIA DEI VALORI,17,PISTOIA
LAMPORECCHIO,IO CAMBIO - MAIE,8,PISTOIA
LARCIANO,PARTITO DEMOCRATICO,2290,PISTOIA
LARCIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,522,PISTOIA
LARCIANO,FORZA ITALIA,408,PISTOIA
LARCIANO,L'ALTRA EUROPA CON TSIPRAS,143,PISTOIA
LARCIANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,110,PISTOIA
LARCIANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,74,PISTOIA
LARCIANO,NUOVO CENTRO DESTRA - UDC,53,PISTOIA
LARCIANO,VERDI EUROPEI-GREEN ITALIA,31,PISTOIA
LARCIANO,ITALIA DEI VALORI,25,PISTOIA
LARCIANO,IO CAMBIO - MAIE,13,PISTOIA
LARCIANO,SCELTA EUROPEA,10,PISTOIA
MARLIANA,PARTITO DEMOCRATICO,815,PISTOIA
MARLIANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,273,PISTOIA
MARLIANA,FORZA ITALIA,210,PISTOIA
MARLIANA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,65,PISTOIA
MARLIANA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,53,PISTOIA
MARLIANA,L'ALTRA EUROPA CON TSIPRAS,51,PISTOIA
MARLIANA,NUOVO CENTRO DESTRA - UDC,23,PISTOIA
MARLIANA,VERDI EUROPEI-GREEN ITALIA,12,PISTOIA
MARLIANA,ITALIA DEI VALORI,5,PISTOIA
MARLIANA,SCELTA EUROPEA,3,PISTOIA
MARLIANA,IO CAMBIO - MAIE,2,PISTOIA
MASSA E COZZILE,PARTITO DEMOCRATICO,2213,PISTOIA
MASSA E COZZILE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,806,PISTOIA
MASSA E COZZILE,FORZA ITALIA,598,PISTOIA
MASSA E COZZILE,L'ALTRA EUROPA CON TSIPRAS,171,PISTOIA
MASSA E COZZILE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,170,PISTOIA
MASSA E COZZILE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,157,PISTOIA
MASSA E COZZILE,NUOVO CENTRO DESTRA - UDC,76,PISTOIA
MASSA E COZZILE,VERDI EUROPEI-GREEN ITALIA,38,PISTOIA
MASSA E COZZILE,SCELTA EUROPEA,34,PISTOIA
MASSA E COZZILE,ITALIA DEI VALORI,30,PISTOIA
MASSA E COZZILE,IO CAMBIO - MAIE,9,PISTOIA
MONSUMMANO TERME,PARTITO DEMOCRATICO,5946,PISTOIA
MONSUMMANO TERME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1984,PISTOIA
MONSUMMANO TERME,FORZA ITALIA,1824,PISTOIA
MONSUMMANO TERME,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,365,PISTOIA
MONSUMMANO TERME,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,344,PISTOIA
MONSUMMANO TERME,L'ALTRA EUROPA CON TSIPRAS,253,PISTOIA
MONSUMMANO TERME,NUOVO CENTRO DESTRA - UDC,180,PISTOIA
MONSUMMANO TERME,ITALIA DEI VALORI,103,PISTOIA
MONSUMMANO TERME,VERDI EUROPEI-GREEN ITALIA,91,PISTOIA
MONSUMMANO TERME,SCELTA EUROPEA,44,PISTOIA
MONSUMMANO TERME,IO CAMBIO - MAIE,12,PISTOIA
MONTALE,PARTITO DEMOCRATICO,3633,PISTOIA
MONTALE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,965,PISTOIA
MONTALE,FORZA ITALIA,699,PISTOIA
MONTALE,L'ALTRA EUROPA CON TSIPRAS,236,PISTOIA
MONTALE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,195,PISTOIA
MONTALE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,156,PISTOIA
MONTALE,NUOVO CENTRO DESTRA - UDC,123,PISTOIA
MONTALE,VERDI EUROPEI-GREEN ITALIA,38,PISTOIA
MONTALE,SCELTA EUROPEA,33,PISTOIA
MONTALE,ITALIA DEI VALORI,23,PISTOIA
MONTALE,IO CAMBIO - MAIE,10,PISTOIA
MONTECATINI-TERME,PARTITO DEMOCRATICO,4454,PISTOIA
MONTECATINI-TERME,FORZA ITALIA,2266,PISTOIA
MONTECATINI-TERME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1676,PISTOIA
MONTECATINI-TERME,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,489,PISTOIA
MONTECATINI-TERME,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,486,PISTOIA
MONTECATINI-TERME,L'ALTRA EUROPA CON TSIPRAS,319,PISTOIA
MONTECATINI-TERME,NUOVO CENTRO DESTRA - UDC,252,PISTOIA
MONTECATINI-TERME,VERDI EUROPEI-GREEN ITALIA,66,PISTOIA
MONTECATINI-TERME,SCELTA EUROPEA,63,PISTOIA
MONTECATINI-TERME,ITALIA DEI VALORI,39,PISTOIA
MONTECATINI-TERME,IO CAMBIO - MAIE,12,PISTOIA
PESCIA,PARTITO DEMOCRATICO,5047,PISTOIA
PESCIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1753,PISTOIA
PESCIA,FORZA ITALIA,1473,PISTOIA
PESCIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,418,PISTOIA
PESCIA,L'ALTRA EUROPA CON TSIPRAS,397,PISTOIA
PESCIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,378,PISTOIA
PESCIA,NUOVO CENTRO DESTRA - UDC,263,PISTOIA
PESCIA,VERDI EUROPEI-GREEN ITALIA,82,PISTOIA
PESCIA,ITALIA DEI VALORI,70,PISTOIA
PESCIA,SCELTA EUROPEA,63,PISTOIA
PESCIA,IO CAMBIO - MAIE,14,PISTOIA
PIEVE A NIEVOLE,PARTITO DEMOCRATICO,2575,PISTOIA
PIEVE A NIEVOLE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,869,PISTOIA
PIEVE A NIEVOLE,FORZA ITALIA,756,PISTOIA
PIEVE A NIEVOLE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,174,PISTOIA
PIEVE A NIEVOLE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,124,PISTOIA
PIEVE A NIEVOLE,L'ALTRA EUROPA CON TSIPRAS,112,PISTOIA
PIEVE A NIEVOLE,NUOVO CENTRO DESTRA - UDC,95,PISTOIA
PIEVE A NIEVOLE,VERDI EUROPEI-GREEN ITALIA,33,PISTOIA
PIEVE A NIEVOLE,ITALIA DEI VALORI,21,PISTOIA
PIEVE A NIEVOLE,SCELTA EUROPEA,18,PISTOIA
PIEVE A NIEVOLE,IO CAMBIO - MAIE,12,PISTOIA
PISTOIA,PARTITO DEMOCRATICO,25991,PISTOIA
PISTOIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,6571,PISTOIA
PISTOIA,FORZA ITALIA,4631,PISTOIA
PISTOIA,L'ALTRA EUROPA CON TSIPRAS,2392,PISTOIA
PISTOIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,1177,PISTOIA
PISTOIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1103,PISTOIA
PISTOIA,NUOVO CENTRO DESTRA - UDC,881,PISTOIA
PISTOIA,VERDI EUROPEI-GREEN ITALIA,356,PISTOIA
PISTOIA,SCELTA EUROPEA,205,PISTOIA
PISTOIA,ITALIA DEI VALORI,158,PISTOIA
PISTOIA,IO CAMBIO - MAIE,53,PISTOIA
PITEGLIO,PARTITO DEMOCRATICO,543,PISTOIA
PITEGLIO,FORZA ITALIA,165,PISTOIA
PITEGLIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,140,PISTOIA
PITEGLIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,48,PISTOIA
PITEGLIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,46,PISTOIA
PITEGLIO,L'ALTRA EUROPA CON TSIPRAS,44,PISTOIA
PITEGLIO,NUOVO CENTRO DESTRA - UDC,30,PISTOIA
PITEGLIO,VERDI EUROPEI-GREEN ITALIA,13,PISTOIA
PITEGLIO,SCELTA EUROPEA,6,PISTOIA
PITEGLIO,ITALIA DEI VALORI,6,PISTOIA
PITEGLIO,IO CAMBIO - MAIE,1,PISTOIA
PONTE BUGGIANESE,PARTITO DEMOCRATICO,2342,PISTOIA
PONTE BUGGIANESE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,719,PISTOIA
PONTE BUGGIANESE,FORZA ITALIA,631,PISTOIA
PONTE BUGGIANESE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,146,PISTOIA
PONTE BUGGIANESE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,106,PISTOIA
PONTE BUGGIANESE,L'ALTRA EUROPA CON TSIPRAS,68,PISTOIA
PONTE BUGGIANESE,NUOVO CENTRO DESTRA - UDC,62,PISTOIA
PONTE BUGGIANESE,VERDI EUROPEI-GREEN ITALIA,21,PISTOIA
PONTE BUGGIANESE,ITALIA DEI VALORI,18,PISTOIA
PONTE BUGGIANESE,SCELTA EUROPEA,9,PISTOIA
PONTE BUGGIANESE,IO CAMBIO - MAIE,9,PISTOIA
QUARRATA,PARTITO DEMOCRATICO,6642,PISTOIA
QUARRATA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1964,PISTOIA
QUARRATA,FORZA ITALIA,1532,PISTOIA
QUARRATA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,362,PISTOIA
QUARRATA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,330,PISTOIA
QUARRATA,L'ALTRA EUROPA CON TSIPRAS,288,PISTOIA
QUARRATA,NUOVO CENTRO DESTRA - UDC,225,PISTOIA
QUARRATA,VERDI EUROPEI-GREEN ITALIA,78,PISTOIA
QUARRATA,SCELTA EUROPEA,45,PISTOIA
QUARRATA,ITALIA DEI VALORI,41,PISTOIA
