Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ARZANA,2076,765,13,31,OGLIASTRA
BARI SARDO,3349,1213,4,29,OGLIASTRA
BAUNEI,3180,846,8,28,OGLIASTRA
CARDEDU,1515,575,5,20,OGLIASTRA
ELINI,469,149,1,10,OGLIASTRA
GAIRO,1260,410,3,18,OGLIASTRA
GIRASOLE,999,364,8,16,OGLIASTRA
ILBONO,1804,635,7,51,OGLIASTRA
JERZU,2659,955,6,41,OGLIASTRA
LANUSEI,4865,1948,16,80,OGLIASTRA
LOCERI,1117,394,2,12,OGLIASTRA
LOTZORAI,1898,707,6,20,OGLIASTRA
OSINI,709,225,3,7,OGLIASTRA
PERDASDEFOGU,1750,793,10,47,OGLIASTRA
SEUI,1175,416,6,22,OGLIASTRA
TALANA,866,259,0,10,OGLIASTRA
TERTENIA,3228,1196,2,22,OGLIASTRA
TORTOLI',9078,6635,272,576,OGLIASTRA
TRIEI,980,305,4,9,OGLIASTRA
ULASSAI,1384,517,4,18,OGLIASTRA
URZULEI,1114,316,2,11,OGLIASTRA
USSASSAI,520,196,1,3,OGLIASTRA
VILLAGRANDE STRISAILI,2818,1788,135,224,OGLIASTRA
