Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACQUAVIVA D'ISERNIA,443,237,3,14,ISERNIA
AGNONE,6768,1989,39,137,ISERNIA
BAGNOLI DEL TRIGNO,753,321,2,19,ISERNIA
BELMONTE DEL SANNIO,869,499,67,117,ISERNIA
CANTALUPO NEL SANNIO,859,264,5,10,ISERNIA
CAPRACOTTA,839,346,13,25,ISERNIA
CAROVILLI,1594,994,192,269,ISERNIA
CARPINONE,1938,437,8,31,ISERNIA
CASTEL DEL GIUDICE,352,209,18,25,ISERNIA
CASTELPETROSO,1895,1199,102,163,ISERNIA
CASTELPIZZUTO,228,76,0,1,ISERNIA
CASTEL SAN VINCENZO,615,234,4,17,ISERNIA
CASTELVERRINO,175,114,14,23,ISERNIA
CERRO AL VOLTURNO,1227,1013,74,131,ISERNIA
CHIAUCI,437,131,3,12,ISERNIA
CIVITANOVA DEL SANNIO,1317,364,11,33,ISERNIA
COLLI A VOLTURNO,1380,602,16,39,ISERNIA
CONCA CASALE,200,99,2,9,ISERNIA
FILIGNANO,585,436,25,43,ISERNIA
FORLI' DEL SANNIO,842,293,8,15,ISERNIA
FORNELLI,1829,1464,154,255,ISERNIA
FROSOLONE,3321,1981,193,307,ISERNIA
ISERNIA,19238,7842,105,445,ISERNIA
LONGANO,916,543,66,82,ISERNIA
MACCHIA D'ISERNIA,948,765,69,107,ISERNIA
MACCHIAGODENA,1923,1324,179,215,ISERNIA
MIRANDA,1091,789,88,146,ISERNIA
MONTAQUILA,2328,1085,58,118,ISERNIA
MONTENERO VAL COCCHIARA,648,259,3,14,ISERNIA
MONTERODUNI,2099,1642,113,160,ISERNIA
PESCHE,1604,586,15,56,ISERNIA
PESCOLANCIANO,938,643,121,187,ISERNIA
PESCOPENNATARO,381,199,7,14,ISERNIA
PETTORANELLO DEL MOLISE,679,327,29,53,ISERNIA
PIETRABBONDANTE,1134,612,87,116,ISERNIA
PIZZONE,475,144,0,8,ISERNIA
POGGIO SANNITA,889,221,5,17,ISERNIA
POZZILLI,2110,1282,41,111,ISERNIA
RIONERO SANNITICO,1430,794,83,140,ISERNIA
ROCCAMANDOLFI,1253,397,21,39,ISERNIA
ROCCASICURA,717,211,7,22,ISERNIA
ROCCHETTA A VOLTURNO,1028,755,55,89,ISERNIA
SAN PIETRO AVELLANA,688,231,7,16,ISERNIA
SANT'AGAPITO,1496,1029,102,155,ISERNIA
SANTA MARIA DEL MOLISE,765,480,44,71,ISERNIA
SANT'ANGELO DEL PESCO,599,148,3,7,ISERNIA
SANT'ELENA SANNITA,273,87,2,9,ISERNIA
SCAPOLI,726,467,60,105,ISERNIA
SESSANO DEL MOLISE,1108,325,10,21,ISERNIA
SESTO CAMPANO,2199,961,21,56,ISERNIA
VASTOGIRARDI,856,525,46,100,ISERNIA
VENAFRO,9672,5413,118,455,ISERNIA
