Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ALAGNA VALSESIA,370,197,1,18,VERCELLI
ALBANO VERCELLESE,291,158,4,7,VERCELLI
ALICE CASTELLO,2140,1628,87,192,VERCELLI
ARBORIO,770,449,0,21,VERCELLI
ASIGLIANO VERCELLESE,1185,936,44,92,VERCELLI
BALMUCCIA,95,55,0,2,VERCELLI
BALOCCO,203,138,2,9,VERCELLI
BIANZE',1687,1317,81,170,VERCELLI
BOCCIOLETO,197,92,7,15,VERCELLI
BORGO D'ALE,2169,1161,32,99,VERCELLI
BORGOSESIA,11042,7910,223,580,VERCELLI
BORGO VERCELLI,1835,1412,54,123,VERCELLI
BREIA,165,125,6,15,VERCELLI
BURONZO,787,627,46,63,VERCELLI
CAMPERTOGNO,199,148,8,25,VERCELLI
CARCOFORO,70,54,1,2,VERCELLI
CARESANA,926,493,10,40,VERCELLI
CARESANABLOT,961,740,22,52,VERCELLI
CARISIO,735,574,42,77,VERCELLI
CASANOVA ELVO,217,185,20,29,VERCELLI
CELLIO,722,436,8,28,VERCELLI
CERVATTO,51,35,2,2,VERCELLI
CIGLIANO,4194,2556,121,275,VERCELLI
CIVIASCO,226,146,1,5,VERCELLI
COLLOBIANO,81,68,1,3,VERCELLI
COSTANZANA,688,455,33,57,VERCELLI
CRAVAGLIANA,253,135,1,9,VERCELLI
CRESCENTINO,6444,4858,201,470,VERCELLI
CROVA,343,305,17,28,VERCELLI
DESANA,870,687,39,71,VERCELLI
FOBELLO,199,131,12,22,VERCELLI
FONTANETTO PO,1002,560,14,26,VERCELLI
FORMIGLIANA,443,324,12,36,VERCELLI
GATTINARA,6795,3919,56,242,VERCELLI
GHISLARENGO,714,367,6,14,VERCELLI
GREGGIO,294,178,12,16,VERCELLI
GUARDABOSONE,304,216,7,20,VERCELLI
LAMPORO,460,288,4,21,VERCELLI
LENTA,754,467,8,22,VERCELLI
LIGNANA,474,316,4,12,VERCELLI
LIVORNO FERRARIS,3556,2186,40,156,VERCELLI
LOZZOLO,771,443,8,18,VERCELLI
MOLLIA,89,60,2,5,VERCELLI
MONCRIVELLO,1262,1010,94,149,VERCELLI
MOTTA DE' CONTI,695,535,37,68,VERCELLI
OLCENENGO,624,539,32,47,VERCELLI
OLDENICO,210,180,15,21,VERCELLI
PALAZZOLO VERCELLESE,1142,857,46,79,VERCELLI
PERTENGO,286,245,14,27,VERCELLI
PEZZANA,1090,868,50,107,VERCELLI
PILA,108,57,1,2,VERCELLI
PIODE,181,123,14,27,VERCELLI
POSTUA,501,303,4,13,VERCELLI
PRAROLO,577,321,8,19,VERCELLI
QUARONA,3528,2601,102,239,VERCELLI
QUINTO VERCELLESE,339,224,5,14,VERCELLI
RASSA,79,68,4,7,VERCELLI
RIMA SAN GIUSEPPE,61,38,3,3,VERCELLI
RIMASCO,114,92,6,9,VERCELLI
RIMELLA,143,64,5,9,VERCELLI
RIVA VALDOBBIA,206,118,1,9,VERCELLI
RIVE,411,322,20,31,VERCELLI
ROASIO,2302,1416,69,122,VERCELLI
RONSECCO,503,379,30,55,VERCELLI
ROSSA,169,137,10,14,VERCELLI
ROVASENDA,893,665,54,84,VERCELLI
SABBIA,94,57,5,7,VERCELLI
SALASCO,187,162,9,13,VERCELLI
SALI VERCELLESE,101,88,5,12,VERCELLI
SALUGGIA,3460,2032,45,125,VERCELLI
SAN GERMANO VERCELLESE,1361,827,17,55,VERCELLI
SAN GIACOMO VERCELLESE,288,209,9,16,VERCELLI
SANTHIA',7097,4742,83,281,VERCELLI
SCOPA,328,244,21,36,VERCELLI
SCOPELLO,323,185,2,11,VERCELLI
SERRAVALLE SESIA,4014,2524,30,137,VERCELLI
STROPPIANA,1102,779,49,83,VERCELLI
TRICERRO,586,489,31,51,VERCELLI
TRINO,5840,3557,88,251,VERCELLI
TRONZANO VERCELLESE,2869,1818,46,162,VERCELLI
VALDUGGIA,1754,1040,21,79,VERCELLI
VARALLO,6255,3676,57,252,VERCELLI
VERCELLI,37289,25202,644,1729,VERCELLI
VILLARBOIT,393,347,22,50,VERCELLI
VILLATA,1314,1050,71,126,VERCELLI
VOCCA,136,93,1,6,VERCELLI
