Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ARENZANO,10136,6466,41,177,GENOVA
AVEGNO,2136,1552,42,98,GENOVA
BARGAGLI,2295,1499,41,105,GENOVA
BOGLIASCO,4179,2303,11,50,GENOVA
BORZONASCA,1811,1178,73,134,GENOVA
BUSALLA,4877,3500,100,205,GENOVA
CAMOGLI,5431,2864,7,40,GENOVA
CAMPO LIGURE,2589,1837,59,115,GENOVA
CAMPOMORONE,6250,4196,77,223,GENOVA
CARASCO,2976,2082,95,186,GENOVA
CASARZA LIGURE,5647,4286,140,266,GENOVA
CASELLA,2698,1861,41,98,GENOVA
CASTIGLIONE CHIAVARESE,1585,974,42,89,GENOVA
CERANESI,3368,2049,23,93,GENOVA
CHIAVARI,24582,13147,87,378,GENOVA
CICAGNA,2080,1002,17,66,GENOVA
COGOLETO,7813,5195,46,199,GENOVA
COGORNO,5301,3386,118,251,GENOVA
COREGLIA LIGURE,281,189,4,15,GENOVA
CROCEFIESCHI,499,390,15,29,GENOVA
DAVAGNA,1701,1260,44,79,GENOVA
FASCIA,94,63,2,6,GENOVA
FAVALE DI MALVARO,642,233,2,20,GENOVA
FONTANIGORDA,245,178,5,15,GENOVA
GENOVA,489325,280047,1225,6478,GENOVA
GORRETO,108,86,11,13,GENOVA
ISOLA DEL CANTONE,1711,934,28,74,GENOVA
LAVAGNA,11142,7832,197,428,GENOVA
LEIVI,2128,1505,53,111,GENOVA
LORSICA,514,315,22,38,GENOVA
LUMARZO,1635,936,61,97,GENOVA
MASONE,3347,2413,66,140,GENOVA
MELE,2371,1725,32,85,GENOVA
MEZZANEGO,1328,942,67,117,GENOVA
MIGNANEGO,3205,2227,47,111,GENOVA
MOCONESI,2220,1554,99,198,GENOVA
MONEGLIA,2913,1915,60,121,GENOVA
MONTEBRUNO,205,167,8,13,GENOVA
MONTOGGIO,1811,990,7,31,GENOVA
NE,2296,1414,71,131,GENOVA
NEIRONE,876,567,31,57,GENOVA
ORERO,535,233,3,8,GENOVA
PIEVE LIGURE,2472,1275,6,16,GENOVA
PORTOFINO,710,217,0,4,GENOVA
PROPATA,162,68,1,6,GENOVA
RAPALLO,27883,16905,390,917,GENOVA
RECCO,9128,6130,156,310,GENOVA
REZZOAGLIO,942,685,54,81,GENOVA
RONCO SCRIVIA,3774,2216,19,80,GENOVA
RONDANINA,78,57,9,9,GENOVA
ROSSIGLIONE,2474,1655,43,99,GENOVA
ROVEGNO,477,228,3,8,GENOVA
SAN COLOMBANO CERTENOLI,2684,1066,17,48,GENOVA
SANTA MARGHERITA LIGURE,9353,6110,160,339,GENOVA
SANT'OLCESE,5005,3632,77,179,GENOVA
SANTO STEFANO D'AVETO,1065,758,48,67,GENOVA
SAVIGNONE,2769,1982,56,139,GENOVA
SERRA RICCO',7004,4692,78,199,GENOVA
SESTRI LEVANTE,16923,9300,81,311,GENOVA
SORI,3758,2627,72,146,GENOVA
TIGLIETO,931,380,17,36,GENOVA
TORRIGLIA,2159,1089,6,38,GENOVA
TRIBOGNA,576,357,18,30,GENOVA
USCIO,2029,1567,60,113,GENOVA
VALBREVENNA,790,399,2,11,GENOVA
VOBBIA,412,199,1,6,GENOVA
ZOAGLI,3310,1235,8,33,GENOVA
