Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
SESSAME,228,170,9,16,ASTI
SETTIME,399,328,16,26,ASTI
SOGLIO,145,120,6,15,ASTI
TIGLIOLE,1444,1113,57,114,ASTI
TONCO,741,410,5,26,ASTI
TONENGO,190,97,2,6,ASTI
VAGLIO SERRA,235,159,6,11,ASTI
VALFENERA,1922,1243,33,96,ASTI
VESIME,563,261,8,23,ASTI
VIALE D'ASTI,207,166,9,21,ASTI
VIARIGI,836,633,62,89,ASTI
VIGLIANO D'ASTI,728,479,23,46,ASTI
VILLAFRANCA D'ASTI,2398,1764,75,130,ASTI
VILLANOVA D'ASTI,4363,2717,38,151,ASTI
VILLA SAN SECONDO,339,241,16,24,ASTI
VINCHIO,553,399,36,51,ASTI
