Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACQUANEGRA SUL CHIESE,2370,1396,16,62,MANTOVA
ASOLA,7368,5287,145,282,MANTOVA
BAGNOLO SAN VITO,4683,3474,83,162,MANTOVA
BIGARELLO,1671,1269,19,39,MANTOVA
BORGOFRANCO SUL PO,893,411,7,15,MANTOVA
BORGO VIRGILIO,11349,7766,162,364,MANTOVA
BOZZOLO,3348,2519,87,159,MANTOVA
CANNETO SULL'OGLIO,3489,2482,69,140,MANTOVA
CARBONARA DI PO,1157,800,26,38,MANTOVA
CASALMORO,1564,1114,23,47,MANTOVA
CASALOLDO,1865,1451,54,107,MANTOVA
CASALROMANO,1088,881,31,57,MANTOVA
CASTELBELFORTE,2340,1858,56,131,MANTOVA
CASTEL D'ARIO,3522,1854,23,55,MANTOVA
CASTEL GOFFREDO,8235,4823,58,171,MANTOVA
CASTELLUCCHIO,4139,2513,34,79,MANTOVA
CASTIGLIONE DELLE STIVIERE,15151,8989,60,248,MANTOVA
CAVRIANA,3025,2338,58,112,MANTOVA
CERESARA,2100,1234,15,39,MANTOVA
COMMESSAGGIO,960,691,34,57,MANTOVA
CURTATONE,12193,7688,53,182,MANTOVA
DOSOLO,2663,2067,48,115,MANTOVA
FELONICA,1266,795,37,56,MANTOVA
GAZOLDO DEGLI IPPOLITI,2208,1674,56,104,MANTOVA
GAZZUOLO,1934,1168,13,29,MANTOVA
GOITO,8057,4840,55,160,MANTOVA
GONZAGA,6704,4857,94,204,MANTOVA
GUIDIZZOLO,4414,2572,23,73,MANTOVA
MAGNACAVALLO,1558,939,27,57,MANTOVA
MANTOVA,37429,22599,113,436,MANTOVA
MARCARIA,5524,3264,24,106,MANTOVA
MARIANA MANTOVANA,521,454,23,30,MANTOVA
MARMIROLO,6126,4242,67,161,MANTOVA
MEDOLE,2992,2117,72,117,MANTOVA
MOGLIA,4516,2847,41,112,MANTOVA
MONZAMBANO,3773,2308,21,73,MANTOVA
MOTTEGGIANA,1870,1319,30,47,MANTOVA
OSTIGLIA,5652,3772,72,161,MANTOVA
PEGOGNAGA,5662,4116,69,150,MANTOVA
PIEVE DI CORIANO,936,683,24,39,MANTOVA
PIUBEGA,1371,1116,50,93,MANTOVA
POGGIO RUSCO,5370,3051,34,95,MANTOVA
POMPONESCO,1280,748,10,36,MANTOVA
PONTI SUL MINCIO,1868,1362,39,74,MANTOVA
PORTO MANTOVANO,12869,9154,95,275,MANTOVA
QUINGENTOLE,1119,712,20,45,MANTOVA
QUISTELLO,4960,2865,32,95,MANTOVA
REDONDESCO,1037,598,7,25,MANTOVA
REVERE,2124,1260,14,45,MANTOVA
RIVAROLO MANTOVANO,2252,1633,45,97,MANTOVA
RODIGO,4233,2481,28,62,MANTOVA
RONCOFERRARO,6024,3969,69,152,MANTOVA
ROVERBELLA,6374,4488,91,246,MANTOVA
SABBIONETA,3615,2547,72,147,MANTOVA
SAN BENEDETTO PO,6690,3795,45,118,MANTOVA
SAN GIACOMO DELLE SEGNATE,1433,981,41,74,MANTOVA
SAN GIORGIO DI MANTOVA,7540,5037,61,168,MANTOVA
SAN GIOVANNI DEL DOSSO,1018,612,12,20,MANTOVA
SAN MARTINO DALL'ARGINE,1527,870,7,27,MANTOVA
SCHIVENOGLIA,1084,793,39,56,MANTOVA
SERMIDE,5264,3141,20,74,MANTOVA
SERRAVALLE A PO,1328,895,24,45,MANTOVA
SOLFERINO,2068,1637,48,84,MANTOVA
SUSTINENTE,1865,1378,39,66,MANTOVA
SUZZARA,14877,10706,156,326,MANTOVA
VIADANA,14349,8208,59,249,MANTOVA
VILLA POMA,1748,1262,42,61,MANTOVA
VILLIMPENTA,1789,982,8,23,MANTOVA
VOLTA MANTOVANA,5758,4184,112,252,MANTOVA
