Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
BUGGERRU,973,390,2,13,CARBONIA-IGLESIAS
CALASETTA,2536,1843,102,174,CARBONIA-IGLESIAS
CARBONIA,25599,9474,56,259,CARBONIA-IGLESIAS
CARLOFORTE,5592,1720,9,43,CARBONIA-IGLESIAS
DOMUSNOVAS,5459,2107,7,76,CARBONIA-IGLESIAS
FLUMINIMAGGIORE,2563,940,9,28,CARBONIA-IGLESIAS
GIBA,1830,585,6,18,CARBONIA-IGLESIAS
GONNESA,4336,1829,18,68,CARBONIA-IGLESIAS
IGLESIAS,23680,8395,42,252,CARBONIA-IGLESIAS
MASAINAS,1187,334,2,7,CARBONIA-IGLESIAS
MUSEI,1340,518,3,25,CARBONIA-IGLESIAS
NARCAO,2837,913,8,51,CARBONIA-IGLESIAS
NUXIS,1401,335,7,24,CARBONIA-IGLESIAS
PERDAXIUS,1297,396,1,23,CARBONIA-IGLESIAS
PISCINAS,728,176,1,6,CARBONIA-IGLESIAS
PORTOSCUSO,4534,1687,16,49,CARBONIA-IGLESIAS
SAN GIOVANNI SUERGIU,5235,1630,24,52,CARBONIA-IGLESIAS
SANTADI,3117,801,8,28,CARBONIA-IGLESIAS
SANT'ANNA ARRESI,2396,738,5,32,CARBONIA-IGLESIAS
SANT'ANTIOCO,10086,3474,26,127,CARBONIA-IGLESIAS
TRATALIAS,959,258,6,12,CARBONIA-IGLESIAS
VILLAMASSARGIA,3155,1028,8,57,CARBONIA-IGLESIAS
VILLAPERUCCIO,932,312,4,7,CARBONIA-IGLESIAS
