Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACQUARO,2804,1010,6,34,VIBO VALENTIA
ARENA,2065,510,6,17,VIBO VALENTIA
BRIATICO,3937,2119,145,337,VIBO VALENTIA
BROGNATURO,659,325,10,26,VIBO VALENTIA
CAPISTRANO,1413,445,6,30,VIBO VALENTIA
CESSANITI,3252,1038,11,65,VIBO VALENTIA
DASA',1350,404,8,24,VIBO VALENTIA
DINAMI,3056,751,17,61,VIBO VALENTIA
DRAPIA,2713,1481,112,200,VIBO VALENTIA
FABRIZIA,3541,812,15,70,VIBO VALENTIA
FILADELFIA,6011,2288,43,128,VIBO VALENTIA
FILANDARI,1930,1193,112,177,VIBO VALENTIA
FILOGASO,1556,483,14,28,VIBO VALENTIA
FRANCAVILLA ANGITOLA,2101,667,4,30,VIBO VALENTIA
FRANCICA,1847,497,16,52,VIBO VALENTIA
GEROCARNE,2271,790,13,55,VIBO VALENTIA
IONADI,3256,1347,13,91,VIBO VALENTIA
JOPPOLO,1582,602,13,38,VIBO VALENTIA
LIMBADI,2816,1050,16,69,VIBO VALENTIA
MAIERATO,2535,746,16,55,VIBO VALENTIA
MILETO,6175,4283,432,631,VIBO VALENTIA
MONGIANA,824,538,51,86,VIBO VALENTIA
MONTEROSSO CALABRO,2055,745,11,48,VIBO VALENTIA
NARDODIPACE,1603,546,5,29,VIBO VALENTIA
NICOTERA,6259,2075,39,174,VIBO VALENTIA
PARGHELIA,1213,556,10,26,VIBO VALENTIA
PIZZO,8046,3029,23,105,VIBO VALENTIA
PIZZONI,1611,872,105,175,VIBO VALENTIA
POLIA,1040,372,9,22,VIBO VALENTIA
RICADI,4378,1951,37,110,VIBO VALENTIA
ROMBIOLO,4381,3072,214,421,VIBO VALENTIA
SAN CALOGERO,4465,1351,19,98,VIBO VALENTIA
SAN COSTANTINO CALABRO,2424,823,19,56,VIBO VALENTIA
SAN GREGORIO D'IPPONA,2394,1622,188,280,VIBO VALENTIA
SAN NICOLA DA CRISSA,1659,513,12,39,VIBO VALENTIA
SANT'ONOFRIO,3411,1056,22,40,VIBO VALENTIA
SERRA SAN BRUNO,6141,2738,32,264,VIBO VALENTIA
SIMBARIO,1168,601,35,55,VIBO VALENTIA
SORIANELLO,1059,841,91,114,VIBO VALENTIA
SORIANO CALABRO,2147,1689,228,318,VIBO VALENTIA
SPADOLA,761,360,7,24,VIBO VALENTIA
SPILINGA,1902,582,9,28,VIBO VALENTIA
STEFANACONI,2647,831,13,46,VIBO VALENTIA
TROPEA,6249,4373,352,597,VIBO VALENTIA
VALLELONGA,1095,492,49,66,VIBO VALENTIA
VAZZANO,1189,467,11,31,VIBO VALENTIA
VIBO VALENTIA,28403,12468,139,614,VIBO VALENTIA
ZACCANOPOLI,1084,387,6,32,VIBO VALENTIA
ZAMBRONE,1812,1194,154,263,VIBO VALENTIA
ZUNGRI,2105,1330,158,269,VIBO VALENTIA
