Ente,Liste/Gruppi,Voti,nomefile
AFRICO,FORZA ITALIA,348,REGGIO CALABRIA
AFRICO,PARTITO DEMOCRATICO,249,REGGIO CALABRIA
AFRICO,NUOVO CENTRO DESTRA - UDC,226,REGGIO CALABRIA
AFRICO,L'ALTRA EUROPA CON TSIPRAS,90,REGGIO CALABRIA
AFRICO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,58,REGGIO CALABRIA
AFRICO,SCELTA EUROPEA,24,REGGIO CALABRIA
AFRICO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,7,REGGIO CALABRIA
AFRICO,ITALIA DEI VALORI,3,REGGIO CALABRIA
AFRICO,VERDI EUROPEI-GREEN ITALIA,2,REGGIO CALABRIA
AFRICO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,2,REGGIO CALABRIA
AFRICO,IO CAMBIO - MAIE,0,REGGIO CALABRIA
AGNANA CALABRA,PARTITO DEMOCRATICO,102,REGGIO CALABRIA
AGNANA CALABRA,FORZA ITALIA,91,REGGIO CALABRIA
AGNANA CALABRA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,69,REGGIO CALABRIA
AGNANA CALABRA,L'ALTRA EUROPA CON TSIPRAS,20,REGGIO CALABRIA
AGNANA CALABRA,SCELTA EUROPEA,15,REGGIO CALABRIA
AGNANA CALABRA,NUOVO CENTRO DESTRA - UDC,11,REGGIO CALABRIA
AGNANA CALABRA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,5,REGGIO CALABRIA
AGNANA CALABRA,ITALIA DEI VALORI,4,REGGIO CALABRIA
AGNANA CALABRA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,3,REGGIO CALABRIA
AGNANA CALABRA,VERDI EUROPEI-GREEN ITALIA,2,REGGIO CALABRIA
AGNANA CALABRA,IO CAMBIO - MAIE,1,REGGIO CALABRIA
ANOIA,FORZA ITALIA,239,REGGIO CALABRIA
ANOIA,PARTITO DEMOCRATICO,186,REGGIO CALABRIA
ANOIA,SCELTA EUROPEA,67,REGGIO CALABRIA
ANOIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,66,REGGIO CALABRIA
ANOIA,NUOVO CENTRO DESTRA - UDC,38,REGGIO CALABRIA
ANOIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,18,REGGIO CALABRIA
ANOIA,L'ALTRA EUROPA CON TSIPRAS,16,REGGIO CALABRIA
ANOIA,IO CAMBIO - MAIE,15,REGGIO CALABRIA
ANOIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,7,REGGIO CALABRIA
ANOIA,VERDI EUROPEI-GREEN ITALIA,4,REGGIO CALABRIA
ANOIA,ITALIA DEI VALORI,3,REGGIO CALABRIA
ANTONIMINA,PARTITO DEMOCRATICO,125,REGGIO CALABRIA
ANTONIMINA,FORZA ITALIA,99,REGGIO CALABRIA
ANTONIMINA,NUOVO CENTRO DESTRA - UDC,92,REGGIO CALABRIA
ANTONIMINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,20,REGGIO CALABRIA
ANTONIMINA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,11,REGGIO CALABRIA
ANTONIMINA,L'ALTRA EUROPA CON TSIPRAS,9,REGGIO CALABRIA
ANTONIMINA,SCELTA EUROPEA,4,REGGIO CALABRIA
ANTONIMINA,ITALIA DEI VALORI,3,REGGIO CALABRIA
ANTONIMINA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1,REGGIO CALABRIA
ANTONIMINA,IO CAMBIO - MAIE,0,REGGIO CALABRIA
ANTONIMINA,VERDI EUROPEI-GREEN ITALIA,0,REGGIO CALABRIA
ARDORE,PARTITO DEMOCRATICO,510,REGGIO CALABRIA
ARDORE,FORZA ITALIA,463,REGGIO CALABRIA
ARDORE,NUOVO CENTRO DESTRA - UDC,424,REGGIO CALABRIA
ARDORE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,161,REGGIO CALABRIA
ARDORE,L'ALTRA EUROPA CON TSIPRAS,79,REGGIO CALABRIA
ARDORE,SCELTA EUROPEA,22,REGGIO CALABRIA
ARDORE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,18,REGGIO CALABRIA
ARDORE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,9,REGGIO CALABRIA
ARDORE,ITALIA DEI VALORI,9,REGGIO CALABRIA
ARDORE,IO CAMBIO - MAIE,2,REGGIO CALABRIA
ARDORE,VERDI EUROPEI-GREEN ITALIA,2,REGGIO CALABRIA
BAGALADI,PARTITO DEMOCRATICO,275,REGGIO CALABRIA
BAGALADI,L'ALTRA EUROPA CON TSIPRAS,118,REGGIO CALABRIA
BAGALADI,FORZA ITALIA,103,REGGIO CALABRIA
BAGALADI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,50,REGGIO CALABRIA
BAGALADI,NUOVO CENTRO DESTRA - UDC,42,REGGIO CALABRIA
BAGALADI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,14,REGGIO CALABRIA
BAGALADI,SCELTA EUROPEA,10,REGGIO CALABRIA
BAGALADI,ITALIA DEI VALORI,8,REGGIO CALABRIA
BAGALADI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,5,REGGIO CALABRIA
BAGALADI,VERDI EUROPEI-GREEN ITALIA,3,REGGIO CALABRIA
BAGALADI,IO CAMBIO - MAIE,2,REGGIO CALABRIA
BAGNARA CALABRA,PARTITO DEMOCRATICO,1356,REGGIO CALABRIA
BAGNARA CALABRA,FORZA ITALIA,1095,REGGIO CALABRIA
BAGNARA CALABRA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,403,REGGIO CALABRIA
BAGNARA CALABRA,NUOVO CENTRO DESTRA - UDC,314,REGGIO CALABRIA
BAGNARA CALABRA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,232,REGGIO CALABRIA
BAGNARA CALABRA,L'ALTRA EUROPA CON TSIPRAS,96,REGGIO CALABRIA
BAGNARA CALABRA,VERDI EUROPEI-GREEN ITALIA,11,REGGIO CALABRIA
BAGNARA CALABRA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,10,REGGIO CALABRIA
BAGNARA CALABRA,ITALIA DEI VALORI,8,REGGIO CALABRIA
BAGNARA CALABRA,IO CAMBIO - MAIE,2,REGGIO CALABRIA
BAGNARA CALABRA,SCELTA EUROPEA,2,REGGIO CALABRIA
BENESTARE,PARTITO DEMOCRATICO,387,REGGIO CALABRIA
BENESTARE,FORZA ITALIA,350,REGGIO CALABRIA
BENESTARE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,194,REGGIO CALABRIA
BENESTARE,NUOVO CENTRO DESTRA - UDC,184,REGGIO CALABRIA
BENESTARE,L'ALTRA EUROPA CON TSIPRAS,80,REGGIO CALABRIA
BENESTARE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,37,REGGIO CALABRIA
BENESTARE,SCELTA EUROPEA,19,REGGIO CALABRIA
BENESTARE,ITALIA DEI VALORI,16,REGGIO CALABRIA
BENESTARE,VERDI EUROPEI-GREEN ITALIA,10,REGGIO CALABRIA
BENESTARE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,9,REGGIO CALABRIA
BENESTARE,IO CAMBIO - MAIE,7,REGGIO CALABRIA
BIANCO,PARTITO DEMOCRATICO,528,REGGIO CALABRIA
BIANCO,FORZA ITALIA,352,REGGIO CALABRIA
BIANCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,177,REGGIO CALABRIA
BIANCO,NUOVO CENTRO DESTRA - UDC,116,REGGIO CALABRIA
BIANCO,L'ALTRA EUROPA CON TSIPRAS,52,REGGIO CALABRIA
BIANCO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,28,REGGIO CALABRIA
BIANCO,SCELTA EUROPEA,12,REGGIO CALABRIA
BIANCO,VERDI EUROPEI-GREEN ITALIA,3,REGGIO CALABRIA
BIANCO,ITALIA DEI VALORI,2,REGGIO CALABRIA
BIANCO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,2,REGGIO CALABRIA
BIANCO,IO CAMBIO - MAIE,1,REGGIO CALABRIA
BIVONGI,PARTITO DEMOCRATICO,266,REGGIO CALABRIA
BIVONGI,NUOVO CENTRO DESTRA - UDC,128,REGGIO CALABRIA
BIVONGI,FORZA ITALIA,65,REGGIO CALABRIA
BIVONGI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,64,REGGIO CALABRIA
BIVONGI,L'ALTRA EUROPA CON TSIPRAS,21,REGGIO CALABRIA
BIVONGI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,13,REGGIO CALABRIA
BIVONGI,VERDI EUROPEI-GREEN ITALIA,5,REGGIO CALABRIA
BIVONGI,ITALIA DEI VALORI,3,REGGIO CALABRIA
BIVONGI,SCELTA EUROPEA,3,REGGIO CALABRIA
BIVONGI,IO CAMBIO - MAIE,2,REGGIO CALABRIA
BIVONGI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,2,REGGIO CALABRIA
BOVA,NUOVO CENTRO DESTRA - UDC,62,REGGIO CALABRIA
BOVA,FORZA ITALIA,39,REGGIO CALABRIA
BOVA,PARTITO DEMOCRATICO,22,REGGIO CALABRIA
BOVA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,17,REGGIO CALABRIA
BOVA,L'ALTRA EUROPA CON TSIPRAS,10,REGGIO CALABRIA
BOVA,IO CAMBIO - MAIE,1,REGGIO CALABRIA
BOVA,VERDI EUROPEI-GREEN ITALIA,1,REGGIO CALABRIA
BOVA,ITALIA DEI VALORI,0,REGGIO CALABRIA
BOVA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,0,REGGIO CALABRIA
BOVA,SCELTA EUROPEA,0,REGGIO CALABRIA
BOVA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,0,REGGIO CALABRIA
BOVALINO,PARTITO DEMOCRATICO,727,REGGIO CALABRIA
BOVALINO,FORZA ITALIA,655,REGGIO CALABRIA
BOVALINO,NUOVO CENTRO DESTRA - UDC,573,REGGIO CALABRIA
BOVALINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,429,REGGIO CALABRIA
BOVALINO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,245,REGGIO CALABRIA
BOVALINO,L'ALTRA EUROPA CON TSIPRAS,178,REGGIO CALABRIA
BOVALINO,SCELTA EUROPEA,24,REGGIO CALABRIA
BOVALINO,ITALIA DEI VALORI,22,REGGIO CALABRIA
BOVALINO,VERDI EUROPEI-GREEN ITALIA,15,REGGIO CALABRIA
BOVALINO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,15,REGGIO CALABRIA
BOVALINO,IO CAMBIO - MAIE,2,REGGIO CALABRIA
BOVA MARINA,PARTITO DEMOCRATICO,623,REGGIO CALABRIA
BOVA MARINA,FORZA ITALIA,618,REGGIO CALABRIA
BOVA MARINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,306,REGGIO CALABRIA
BOVA MARINA,NUOVO CENTRO DESTRA - UDC,223,REGGIO CALABRIA
BOVA MARINA,L'ALTRA EUROPA CON TSIPRAS,153,REGGIO CALABRIA
BOVA MARINA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,81,REGGIO CALABRIA
BOVA MARINA,SCELTA EUROPEA,66,REGGIO CALABRIA
BOVA MARINA,ITALIA DEI VALORI,19,REGGIO CALABRIA
BOVA MARINA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,16,REGGIO CALABRIA
