Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACQUEDOLCI,4833,2420,65,164,MESSINA
ALCARA LI FUSI,2378,652,13,54,MESSINA
ALI',848,286,8,25,MESSINA
ALI' TERME,2172,892,12,68,MESSINA
ANTILLO,822,447,6,47,MESSINA
BARCELLONA POZZO DI GOTTO,35856,15665,312,1374,MESSINA
BASICO',1205,211,6,23,MESSINA
BROLO,4943,4118,350,563,MESSINA
CAPIZZI,3066,996,23,116,MESSINA
CAPO D'ORLANDO,12197,5366,127,391,MESSINA
CAPRI LEONE,3890,2291,70,235,MESSINA
CARONIA,3120,1171,33,70,MESSINA
CASALVECCHIO SICULO,922,440,4,18,MESSINA
CASTEL DI LUCIO,1822,583,10,39,MESSINA
CASTELL'UMBERTO,2986,1295,48,128,MESSINA
CASTELMOLA,943,427,12,35,MESSINA
CASTROREALE,2403,1036,33,112,MESSINA
CESARO',2419,954,20,93,MESSINA
CONDRO',505,399,41,57,MESSINA
FALCONE,3125,1137,27,75,MESSINA
FICARRA,1489,730,20,89,MESSINA
FIUMEDINISI,1406,425,16,61,MESSINA
FLORESTA,458,152,7,18,MESSINA
FONDACHELLI-FANTINA,1037,528,14,66,MESSINA
FORZA D'AGRO',922,643,73,109,MESSINA
FRANCAVILLA DI SICILIA,4103,1500,30,135,MESSINA
FRAZZANO',838,358,15,25,MESSINA
FURCI SICULO,3029,1402,18,84,MESSINA
FURNARI,4020,1199,21,67,MESSINA
GAGGI,2708,1039,24,95,MESSINA
GALATI MAMERTINO,2552,1178,29,81,MESSINA
GALLODORO,359,153,1,5,MESSINA
GIARDINI NAXOS,8222,3118,27,158,MESSINA
GIOIOSA MAREA,6538,2724,59,168,MESSINA
GRANITI,1512,792,13,55,MESSINA
GUALTIERI SICAMINO',1843,635,19,61,MESSINA
ITALA,1454,585,7,37,MESSINA
LENI,721,458,51,69,MESSINA
LETOJANNI,2279,1138,6,34,MESSINA
LIBRIZZI,1795,721,13,70,MESSINA
LIMINA,1500,538,11,26,MESSINA
LIPARI,11745,4230,51,221,MESSINA
LONGI,1373,371,13,33,MESSINA
MALFA,974,343,10,21,MESSINA
MALVAGNA,804,227,12,34,MESSINA
MANDANICI,612,434,75,102,MESSINA
MAZZARRA' SANT'ANDREA,1491,644,15,70,MESSINA
MERI',2009,997,25,116,MESSINA
MESSINA,196512,74484,721,4198,MESSINA
MILAZZO,27421,12056,161,787,MESSINA
MILITELLO ROSMARINO,1216,500,8,34,MESSINA
MIRTO,1100,431,12,33,MESSINA
MISTRETTA,4471,3374,507,752,MESSINA
MOIO ALCANTARA,708,250,8,18,MESSINA
MONFORTE SAN GIORGIO,2860,1073,29,84,MESSINA
MONGIUFFI MELIA,588,343,3,11,MESSINA
MONTAGNAREALE,1547,657,18,89,MESSINA
MONTALBANO ELICONA,2369,978,15,61,MESSINA
MOTTA CAMASTRA,1093,399,7,25,MESSINA
MOTTA D'AFFERMO,814,310,6,20,MESSINA
NASO,4671,1488,43,146,MESSINA
NIZZA DI SICILIA,3297,1382,18,82,MESSINA
NOVARA DI SICILIA,1719,520,9,49,MESSINA
OLIVERI,2410,1602,205,270,MESSINA
PACE DEL MELA,5315,2364,46,186,MESSINA
PAGLIARA,1127,516,5,37,MESSINA
PATTI,11586,5368,99,341,MESSINA
PETTINEO,2372,644,15,48,MESSINA
PIRAINO,3571,1720,45,153,MESSINA
RACCUJA,1054,499,11,21,MESSINA
REITANO,777,278,3,19,MESSINA
ROCCAFIORITA,247,118,2,8,MESSINA
ROCCALUMERA,3673,1582,23,95,MESSINA
ROCCAVALDINA,1170,522,11,42,MESSINA
ROCCELLA VALDEMONE,707,179,7,11,MESSINA
RODI' MILICI,2055,919,17,66,MESSINA
ROMETTA,5746,4224,328,636,MESSINA
SAN FILIPPO DEL MELA,6238,2837,51,215,MESSINA
SAN FRATELLO,3504,1512,28,131,MESSINA
SAN MARCO D'ALUNZIO,2081,878,50,113,MESSINA
SAN PIER NICETO,3311,1171,28,96,MESSINA
SAN PIERO PATTI,2964,872,34,107,MESSINA
SAN SALVATORE DI FITALIA,1510,756,138,215,MESSINA
SANTA DOMENICA VITTORIA,899,450,4,22,MESSINA
SANT'AGATA DI MILITELLO,11032,4735,81,261,MESSINA
SANT'ALESSIO SICULO,1329,640,9,42,MESSINA
SANTA LUCIA DEL MELA,4434,1811,63,213,MESSINA
SANTA MARINA SALINA,1009,309,1,7,MESSINA
SANT'ANGELO DI BROLO,3142,1497,38,91,MESSINA
SANTA TERESA DI RIVA,8195,3631,61,292,MESSINA
SAN TEODORO,1247,583,14,46,MESSINA
SANTO STEFANO DI CAMASTRA,4188,1569,24,102,MESSINA
SAPONARA,3497,1857,28,145,MESSINA
SAVOCA,1545,628,16,52,MESSINA
SCALETTA ZANCLEA,2061,836,12,41,MESSINA
SINAGRA,2813,1249,37,99,MESSINA
SPADAFORA,4774,3473,272,450,MESSINA
TAORMINA,9159,3650,33,204,MESSINA
TERME VIGLIATORE,6490,2499,63,268,MESSINA
TORREGROTTA,6568,2780,51,192,MESSINA
TORRENOVA,3701,1696,29,92,MESSINA
TORTORICI,6002,4456,374,634,MESSINA
TRIPI,1574,314,9,28,MESSINA
TUSA,3075,1148,18,79,MESSINA
UCRIA,1157,378,14,36,MESSINA
VALDINA,1160,500,10,38,MESSINA
VENETICO,3326,1478,30,112,MESSINA
VILLAFRANCA TIRRENA,7436,3877,67,325,MESSINA
