Ente,Liste/Gruppi,Voti,nomefile
AVETRANA,PARTITO DEMOCRATICO,657,TARANTO
AVETRANA,FORZA ITALIA,551,TARANTO
AVETRANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,271,TARANTO
AVETRANA,L'ALTRA EUROPA CON TSIPRAS,100,TARANTO
AVETRANA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,98,TARANTO
AVETRANA,NUOVO CENTRO DESTRA - UDC,81,TARANTO
AVETRANA,VERDI EUROPEI-GREEN ITALIA,34,TARANTO
AVETRANA,ITALIA DEI VALORI,6,TARANTO
AVETRANA,SCELTA EUROPEA,6,TARANTO
AVETRANA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,5,TARANTO
AVETRANA,IO CAMBIO - MAIE,4,TARANTO
CAROSINO,PARTITO DEMOCRATICO,1472,TARANTO
CAROSINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,936,TARANTO
CAROSINO,FORZA ITALIA,689,TARANTO
CAROSINO,NUOVO CENTRO DESTRA - UDC,289,TARANTO
CAROSINO,L'ALTRA EUROPA CON TSIPRAS,261,TARANTO
CAROSINO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,170,TARANTO
CAROSINO,ITALIA DEI VALORI,147,TARANTO
CAROSINO,VERDI EUROPEI-GREEN ITALIA,83,TARANTO
CAROSINO,SCELTA EUROPEA,63,TARANTO
CAROSINO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,33,TARANTO
CAROSINO,IO CAMBIO - MAIE,13,TARANTO
CASTELLANETA,FORZA ITALIA,2547,TARANTO
CASTELLANETA,PARTITO DEMOCRATICO,1820,TARANTO
CASTELLANETA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1675,TARANTO
CASTELLANETA,NUOVO CENTRO DESTRA - UDC,339,TARANTO
CASTELLANETA,L'ALTRA EUROPA CON TSIPRAS,230,TARANTO
CASTELLANETA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,223,TARANTO
CASTELLANETA,SCELTA EUROPEA,70,TARANTO
CASTELLANETA,VERDI EUROPEI-GREEN ITALIA,41,TARANTO
CASTELLANETA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,31,TARANTO
CASTELLANETA,IO CAMBIO - MAIE,13,TARANTO
CASTELLANETA,ITALIA DEI VALORI,13,TARANTO
CRISPIANO,PARTITO DEMOCRATICO,1549,TARANTO
CRISPIANO,FORZA ITALIA,1194,TARANTO
CRISPIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1102,TARANTO
CRISPIANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,325,TARANTO
CRISPIANO,NUOVO CENTRO DESTRA - UDC,319,TARANTO
CRISPIANO,L'ALTRA EUROPA CON TSIPRAS,128,TARANTO
CRISPIANO,VERDI EUROPEI-GREEN ITALIA,93,TARANTO
CRISPIANO,SCELTA EUROPEA,55,TARANTO
CRISPIANO,ITALIA DEI VALORI,23,TARANTO
