Ente,Liste/Gruppi,Voti,nomefile
ACQUASANTA TERME,PARTITO DEMOCRATICO,593,ASCOLI PICENO
ACQUASANTA TERME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,345,ASCOLI PICENO
ACQUASANTA TERME,FORZA ITALIA,258,ASCOLI PICENO
ACQUASANTA TERME,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,63,ASCOLI PICENO
ACQUASANTA TERME,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,38,ASCOLI PICENO
ACQUASANTA TERME,L'ALTRA EUROPA CON TSIPRAS,37,ASCOLI PICENO
ACQUASANTA TERME,NUOVO CENTRO DESTRA - UDC,28,ASCOLI PICENO
ACQUASANTA TERME,ITALIA DEI VALORI,12,ASCOLI PICENO
ACQUASANTA TERME,IO CAMBIO - MAIE,3,ASCOLI PICENO
ACQUASANTA TERME,SCELTA EUROPEA,3,ASCOLI PICENO
ACQUASANTA TERME,VERDI EUROPEI-GREEN ITALIA,3,ASCOLI PICENO
ACQUAVIVA PICENA,PARTITO DEMOCRATICO,576,ASCOLI PICENO
ACQUAVIVA PICENA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,538,ASCOLI PICENO
ACQUAVIVA PICENA,FORZA ITALIA,190,ASCOLI PICENO
ACQUAVIVA PICENA,NUOVO CENTRO DESTRA - UDC,79,ASCOLI PICENO
ACQUAVIVA PICENA,L'ALTRA EUROPA CON TSIPRAS,78,ASCOLI PICENO
ACQUAVIVA PICENA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,48,ASCOLI PICENO
ACQUAVIVA PICENA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,40,ASCOLI PICENO
ACQUAVIVA PICENA,SCELTA EUROPEA,7,ASCOLI PICENO
ACQUAVIVA PICENA,VERDI EUROPEI-GREEN ITALIA,7,ASCOLI PICENO
ACQUAVIVA PICENA,ITALIA DEI VALORI,6,ASCOLI PICENO
ACQUAVIVA PICENA,IO CAMBIO - MAIE,3,ASCOLI PICENO
APPIGNANO DEL TRONTO,L'ALTRA EUROPA CON TSIPRAS,618,ASCOLI PICENO
APPIGNANO DEL TRONTO,FORZA ITALIA,127,ASCOLI PICENO
APPIGNANO DEL TRONTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,121,ASCOLI PICENO
APPIGNANO DEL TRONTO,PARTITO DEMOCRATICO,78,ASCOLI PICENO
APPIGNANO DEL TRONTO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,39,ASCOLI PICENO
APPIGNANO DEL TRONTO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,19,ASCOLI PICENO
APPIGNANO DEL TRONTO,NUOVO CENTRO DESTRA - UDC,16,ASCOLI PICENO
APPIGNANO DEL TRONTO,ITALIA DEI VALORI,3,ASCOLI PICENO
APPIGNANO DEL TRONTO,SCELTA EUROPEA,2,ASCOLI PICENO
APPIGNANO DEL TRONTO,VERDI EUROPEI-GREEN ITALIA,1,ASCOLI PICENO
