Ente,Liste/Gruppi,Voti,nomefile
ARMUNGIA,PARTITO DEMOCRATICO,81,CAGLIARI
ARMUNGIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,29,CAGLIARI
ARMUNGIA,FORZA ITALIA,14,CAGLIARI
ARMUNGIA,L'ALTRA EUROPA CON TSIPRAS,6,CAGLIARI
ARMUNGIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,5,CAGLIARI
ARMUNGIA,NUOVO CENTRO DESTRA - UDC,4,CAGLIARI
ARMUNGIA,ITALIA DEI VALORI,2,CAGLIARI
ARMUNGIA,VERDI EUROPEI-GREEN ITALIA,1,CAGLIARI
ARMUNGIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1,CAGLIARI
ARMUNGIA,SCELTA EUROPEA,0,CAGLIARI
ARMUNGIA,IO CAMBIO - MAIE,0,CAGLIARI
ASSEMINI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,3730,CAGLIARI
ASSEMINI,PARTITO DEMOCRATICO,2795,CAGLIARI
ASSEMINI,FORZA ITALIA,1193,CAGLIARI
ASSEMINI,L'ALTRA EUROPA CON TSIPRAS,333,CAGLIARI
ASSEMINI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,301,CAGLIARI
ASSEMINI,NUOVO CENTRO DESTRA - UDC,162,CAGLIARI
ASSEMINI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,103,CAGLIARI
ASSEMINI,SCELTA EUROPEA,80,CAGLIARI
ASSEMINI,VERDI EUROPEI-GREEN ITALIA,47,CAGLIARI
ASSEMINI,ITALIA DEI VALORI,26,CAGLIARI
ASSEMINI,IO CAMBIO - MAIE,4,CAGLIARI
BALLAO,PARTITO DEMOCRATICO,95,CAGLIARI
BALLAO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,73,CAGLIARI
BALLAO,FORZA ITALIA,44,CAGLIARI
BALLAO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,18,CAGLIARI
BALLAO,NUOVO CENTRO DESTRA - UDC,12,CAGLIARI
BALLAO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,5,CAGLIARI
BALLAO,L'ALTRA EUROPA CON TSIPRAS,4,CAGLIARI
BALLAO,ITALIA DEI VALORI,2,CAGLIARI
BALLAO,VERDI EUROPEI-GREEN ITALIA,1,CAGLIARI
BALLAO,IO CAMBIO - MAIE,0,CAGLIARI
BALLAO,SCELTA EUROPEA,0,CAGLIARI
BARRALI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,117,CAGLIARI
BARRALI,PARTITO DEMOCRATICO,87,CAGLIARI
BARRALI,FORZA ITALIA,64,CAGLIARI
BARRALI,NUOVO CENTRO DESTRA - UDC,26,CAGLIARI
BARRALI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,5,CAGLIARI
BARRALI,L'ALTRA EUROPA CON TSIPRAS,4,CAGLIARI
BARRALI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1,CAGLIARI
BARRALI,IO CAMBIO - MAIE,0,CAGLIARI
BARRALI,VERDI EUROPEI-GREEN ITALIA,0,CAGLIARI
BARRALI,ITALIA DEI VALORI,0,CAGLIARI
BARRALI,SCELTA EUROPEA,0,CAGLIARI
BURCEI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,173,CAGLIARI
BURCEI,PARTITO DEMOCRATICO,129,CAGLIARI
BURCEI,FORZA ITALIA,124,CAGLIARI
BURCEI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,55,CAGLIARI
BURCEI,NUOVO CENTRO DESTRA - UDC,15,CAGLIARI
