Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ALTIDONA,2655,1425,19,60,FERMO
AMANDOLA,3104,2501,121,181,FERMO
BELMONTE PICENO,566,444,40,57,FERMO
CAMPOFILONE,1742,1206,65,105,FERMO
FALERONE,2941,1995,126,188,FERMO
FERMO,30596,17417,192,656,FERMO
FRANCAVILLA D'ETE,912,636,40,70,FERMO
GROTTAZZOLINA,2624,1922,115,192,FERMO
LAPEDONA,1071,824,51,84,FERMO
MAGLIANO DI TENNA,1137,914,62,103,FERMO
MASSA FERMANA,909,623,47,83,FERMO
MONSAMPIETRO MORICO,566,484,46,63,FERMO
MONTAPPONE,1669,1015,76,114,FERMO
MONTEFALCONE APPENNINO,456,280,20,29,FERMO
MONTEFORTINO,1152,541,7,20,FERMO
MONTE GIBERTO,743,520,61,77,FERMO
MONTEGIORGIO,6260,3029,58,141,FERMO
MONTEGRANARO,10908,8120,333,562,FERMO
MONTELEONE DI FERMO,359,201,7,14,FERMO
MONTELPARO,734,362,4,15,FERMO
MONTE RINALDO,411,297,33,47,FERMO
MONTERUBBIANO,2159,867,44,72,FERMO
MONTE SAN PIETRANGELI,2307,1184,41,83,FERMO
MONTE URANO,6215,4664,218,356,FERMO
MONTE VIDON COMBATTE,452,264,30,41,FERMO
MONTE VIDON CORRADO,779,476,25,42,FERMO
MONTOTTONE,984,415,7,17,FERMO
MORESCO,517,390,33,43,FERMO
ORTEZZANO,674,361,6,9,FERMO
PEDASO,2123,1239,15,41,FERMO
PETRITOLI,2206,1114,23,70,FERMO
PONZANO DI FERMO,1442,936,47,78,FERMO
PORTO SAN GIORGIO,13807,7710,84,281,FERMO
PORTO SANT'ELPIDIO,19458,11010,132,416,FERMO
RAPAGNANO,1676,990,33,68,FERMO
SANTA VITTORIA IN MATENANO,1180,969,69,105,FERMO
SANT'ELPIDIO A MARE,14302,7509,107,316,FERMO
SERVIGLIANO,1947,1507,112,156,FERMO
SMERILLO,321,282,30,36,FERMO
TORRE SAN PATRIZIO,1878,1229,101,144,FERMO
