Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
AILANO,1294,1002,99,173,CASERTA
ALIFE,8094,3035,46,256,CASERTA
ALVIGNANO,4488,1697,24,128,CASERTA
ARIENZO,4496,3853,367,552,CASERTA
AVERSA,41163,18804,161,853,CASERTA
BAIA E LATINA,2192,1029,27,70,CASERTA
BELLONA,4865,2160,25,122,CASERTA
CAIANELLO,1610,1326,119,162,CASERTA
CAIAZZO,5084,2206,39,152,CASERTA
CALVI RISORTA,4772,4050,360,560,CASERTA
CAMIGLIANO,1641,687,15,35,CASERTA
CANCELLO ED ARNONE,4207,1983,24,100,CASERTA
CAPODRISE,7476,3243,39,162,CASERTA
CAPRIATI A VOLTURNO,1480,1174,131,173,CASERTA
CAPUA,15142,8032,86,477,CASERTA
CARINARO,5285,4459,457,643,CASERTA
CARINOLA,6779,3680,52,251,CASERTA
CASAGIOVE,11338,5663,50,300,CASERTA
CASAL DI PRINCIPE,15723,12107,768,1267,CASERTA
CASALUCE,7550,6721,653,893,CASERTA
CASAPESENNA,5091,4272,376,494,CASERTA
CASAPULLA,6790,5532,322,570,CASERTA
CASERTA,62435,32247,203,1216,CASERTA
CASTEL CAMPAGNANO,1498,682,10,33,CASERTA
CASTEL DI SASSO,1106,805,92,128,CASERTA
CASTELLO DEL MATESE,1420,703,13,40,CASERTA
CASTEL MORRONE,3322,1504,25,78,CASERTA
CASTEL VOLTURNO,16694,10179,390,928,CASERTA
CELLOLE,6375,3100,26,140,CASERTA
CERVINO,4453,3483,393,559,CASERTA
CESA,6595,2880,21,118,CASERTA
CIORLANO,403,288,34,48,CASERTA
CONCA DELLA CAMPANIA,1295,921,104,144,CASERTA
CURTI,5730,4662,323,521,CASERTA
DRAGONI,2064,989,16,70,CASERTA
FALCIANO DEL MASSICO,3203,2005,34,119,CASERTA
FONTEGRECA,789,600,59,88,CASERTA
FORMICOLA,1504,1168,177,232,CASERTA
FRANCOLISE,3887,3517,374,552,CASERTA
FRIGNANO,7034,2917,28,104,CASERTA
GALLO MATESE,1272,243,11,16,CASERTA
GALLUCCIO,2256,932,19,69,CASERTA
GIANO VETUSTO,592,295,12,25,CASERTA
GIOIA SANNITICA,3535,2533,322,466,CASERTA
GRAZZANISE,5485,2743,38,129,CASERTA
GRICIGNANO DI AVERSA,8199,3705,31,137,CASERTA
LETINO,850,302,8,16,CASERTA
LIBERI,1270,464,17,30,CASERTA
LUSCIANO,11663,5325,56,274,CASERTA
MACERATA CAMPANIA,8387,4215,57,242,CASERTA
MADDALONI,32057,12026,112,499,CASERTA
MARCIANISE,30850,13460,182,688,CASERTA
MARZANO APPIO,2243,1655,205,268,CASERTA
MIGNANO MONTE LUNGO,3102,1520,28,90,CASERTA
MONDRAGONE,21437,8167,73,361,CASERTA
ORTA DI ATELLA,19173,8629,55,375,CASERTA
PARETE,8298,3863,26,117,CASERTA
PASTORANO,2337,1096,19,64,CASERTA
PIANA DI MONTE VERNA,2219,1747,168,267,CASERTA
PIEDIMONTE MATESE,10237,4685,62,362,CASERTA
PIETRAMELARA,4307,1979,84,117,CASERTA
PIETRAVAIRANO,2584,2118,209,318,CASERTA
PIGNATARO MAGGIORE,5119,2792,44,184,CASERTA
PONTELATONE,1572,628,8,36,CASERTA
PORTICO DI CASERTA,5956,5085,375,542,CASERTA
PRATA SANNITA,1566,1151,167,230,CASERTA
PRATELLA,1421,1162,161,269,CASERTA
PRESENZANO,1619,858,17,39,CASERTA
RAVISCANINA,1286,540,10,20,CASERTA
RECALE,6065,2933,30,136,CASERTA
RIARDO,2185,1018,10,45,CASERTA
ROCCA D'EVANDRO,3255,2422,219,315,CASERTA
ROCCAMONFINA,3571,1863,43,164,CASERTA
ROCCAROMANA,933,667,75,116,CASERTA
ROCCHETTA E CROCE,464,341,63,79,CASERTA
RUVIANO,1607,742,10,40,CASERTA
SAN CIPRIANO D'AVERSA,10182,3548,98,112,CASERTA
SAN FELICE A CANCELLO,14549,6235,59,275,CASERTA
SAN GREGORIO MATESE,906,440,16,38,CASERTA
SAN MARCELLINO,10003,3707,31,149,CASERTA
SAN MARCO EVANGELISTA,4950,2441,26,106,CASERTA
SAN NICOLA LA STRADA,17100,8614,65,358,CASERTA
SAN PIETRO INFINE,1071,448,10,25,CASERTA
SAN POTITO SANNITICO,1851,758,14,52,CASERTA
SAN PRISCO,9433,4631,40,202,CASERTA
SANTA MARIA A VICO,11783,5555,45,283,CASERTA
SANTA MARIA CAPUA VETERE,26484,13089,101,693,CASERTA
SANTA MARIA LA FOSSA,2212,1893,230,313,CASERTA
SAN TAMMARO,4258,2139,19,108,CASERTA
SANT'ANGELO D'ALIFE,2073,680,21,53,CASERTA
SANT'ARPINO,10893,4704,31,171,CASERTA
SESSA AURUNCA,19174,9807,102,497,CASERTA
SPARANISE,6041,5129,486,794,CASERTA
SUCCIVO,6441,2892,24,97,CASERTA
TEANO,11444,5821,117,357,CASERTA
TEVEROLA,10426,4471,36,186,CASERTA
TORA E PICCILLI,929,710,78,101,CASERTA
TRENTOLA DUCENTA,14142,5819,62,255,CASERTA
VAIRANO PATENORA,5673,2752,69,182,CASERTA
VALLE AGRICOLA,1316,698,76,99,CASERTA
VALLE DI MADDALONI,2372,1243,12,42,CASERTA
VILLA DI BRIANO,5127,2334,12,80,CASERTA
VILLA LITERNO,8591,3719,10,112,CASERTA
VITULAZIO,5809,4770,392,566,CASERTA
