Ente,Liste/Gruppi,Voti,nomefile
ARZANA,FORZA ITALIA,286,OGLIASTRA
ARZANA,PARTITO DEMOCRATICO,246,OGLIASTRA
ARZANA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,121,OGLIASTRA
ARZANA,NUOVO CENTRO DESTRA - UDC,23,OGLIASTRA
ARZANA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,20,OGLIASTRA
ARZANA,SCELTA EUROPEA,15,OGLIASTRA
ARZANA,L'ALTRA EUROPA CON TSIPRAS,12,OGLIASTRA
ARZANA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,6,OGLIASTRA
ARZANA,VERDI EUROPEI-GREEN ITALIA,3,OGLIASTRA
ARZANA,ITALIA DEI VALORI,1,OGLIASTRA
ARZANA,IO CAMBIO - MAIE,1,OGLIASTRA
BARI SARDO,PARTITO DEMOCRATICO,392,OGLIASTRA
BARI SARDO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,357,OGLIASTRA
BARI SARDO,FORZA ITALIA,195,OGLIASTRA
BARI SARDO,SCELTA EUROPEA,107,OGLIASTRA
BARI SARDO,NUOVO CENTRO DESTRA - UDC,53,OGLIASTRA
BARI SARDO,L'ALTRA EUROPA CON TSIPRAS,26,OGLIASTRA
BARI SARDO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,22,OGLIASTRA
BARI SARDO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,21,OGLIASTRA
BARI SARDO,ITALIA DEI VALORI,6,OGLIASTRA
BARI SARDO,VERDI EUROPEI-GREEN ITALIA,5,OGLIASTRA
BARI SARDO,IO CAMBIO - MAIE,0,OGLIASTRA
BAUNEI,PARTITO DEMOCRATICO,275,OGLIASTRA
BAUNEI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,270,OGLIASTRA
BAUNEI,FORZA ITALIA,92,OGLIASTRA
BAUNEI,SCELTA EUROPEA,56,OGLIASTRA
BAUNEI,NUOVO CENTRO DESTRA - UDC,41,OGLIASTRA
BAUNEI,L'ALTRA EUROPA CON TSIPRAS,40,OGLIASTRA
BAUNEI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,21,OGLIASTRA
BAUNEI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,16,OGLIASTRA
BAUNEI,ITALIA DEI VALORI,5,OGLIASTRA
BAUNEI,VERDI EUROPEI-GREEN ITALIA,1,OGLIASTRA
BAUNEI,IO CAMBIO - MAIE,1,OGLIASTRA
CARDEDU,PARTITO DEMOCRATICO,238,OGLIASTRA
CARDEDU,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,184,OGLIASTRA
CARDEDU,FORZA ITALIA,66,OGLIASTRA
CARDEDU,L'ALTRA EUROPA CON TSIPRAS,20,OGLIASTRA
CARDEDU,NUOVO CENTRO DESTRA - UDC,15,OGLIASTRA
CARDEDU,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,15,OGLIASTRA
CARDEDU,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,7,OGLIASTRA
CARDEDU,SCELTA EUROPEA,4,OGLIASTRA
CARDEDU,VERDI EUROPEI-GREEN ITALIA,2,OGLIASTRA
CARDEDU,IO CAMBIO - MAIE,2,OGLIASTRA
CARDEDU,ITALIA DEI VALORI,2,OGLIASTRA
ELINI,PARTITO DEMOCRATICO,64,OGLIASTRA
ELINI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,29,OGLIASTRA
ELINI,FORZA ITALIA,28,OGLIASTRA
ELINI,SCELTA EUROPEA,6,OGLIASTRA
ELINI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,5,OGLIASTRA
ELINI,NUOVO CENTRO DESTRA - UDC,4,OGLIASTRA
ELINI,ITALIA DEI VALORI,3,OGLIASTRA
