Ente,Liste/Gruppi,Voti,nomefile
ANDRIA,PARTITO DEMOCRATICO,10557,BARLETTA-ANDRIA-TRANI
ANDRIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,9795,BARLETTA-ANDRIA-TRANI
ANDRIA,FORZA ITALIA,9781,BARLETTA-ANDRIA-TRANI
ANDRIA,NUOVO CENTRO DESTRA - UDC,1051,BARLETTA-ANDRIA-TRANI
ANDRIA,L'ALTRA EUROPA CON TSIPRAS,863,BARLETTA-ANDRIA-TRANI
ANDRIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,423,BARLETTA-ANDRIA-TRANI
ANDRIA,ITALIA DEI VALORI,183,BARLETTA-ANDRIA-TRANI
ANDRIA,SCELTA EUROPEA,174,BARLETTA-ANDRIA-TRANI
ANDRIA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,140,BARLETTA-ANDRIA-TRANI
ANDRIA,VERDI EUROPEI-GREEN ITALIA,114,BARLETTA-ANDRIA-TRANI
ANDRIA,IO CAMBIO - MAIE,31,BARLETTA-ANDRIA-TRANI
BARLETTA,PARTITO DEMOCRATICO,11330,BARLETTA-ANDRIA-TRANI
BARLETTA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,9318,BARLETTA-ANDRIA-TRANI
BARLETTA,FORZA ITALIA,5705,BARLETTA-ANDRIA-TRANI
BARLETTA,L'ALTRA EUROPA CON TSIPRAS,1509,BARLETTA-ANDRIA-TRANI
BARLETTA,NUOVO CENTRO DESTRA - UDC,675,BARLETTA-ANDRIA-TRANI
BARLETTA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,619,BARLETTA-ANDRIA-TRANI
BARLETTA,SCELTA EUROPEA,184,BARLETTA-ANDRIA-TRANI
BARLETTA,VERDI EUROPEI-GREEN ITALIA,143,BARLETTA-ANDRIA-TRANI
BARLETTA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,124,BARLETTA-ANDRIA-TRANI
BARLETTA,ITALIA DEI VALORI,99,BARLETTA-ANDRIA-TRANI
BARLETTA,IO CAMBIO - MAIE,22,BARLETTA-ANDRIA-TRANI
BISCEGLIE,NUOVO CENTRO DESTRA - UDC,4324,BARLETTA-ANDRIA-TRANI
BISCEGLIE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,4220,BARLETTA-ANDRIA-TRANI
BISCEGLIE,PARTITO DEMOCRATICO,4198,BARLETTA-ANDRIA-TRANI
BISCEGLIE,FORZA ITALIA,3791,BARLETTA-ANDRIA-TRANI
BISCEGLIE,L'ALTRA EUROPA CON TSIPRAS,615,BARLETTA-ANDRIA-TRANI
BISCEGLIE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,254,BARLETTA-ANDRIA-TRANI
BISCEGLIE,SCELTA EUROPEA,112,BARLETTA-ANDRIA-TRANI
BISCEGLIE,VERDI EUROPEI-GREEN ITALIA,93,BARLETTA-ANDRIA-TRANI
BISCEGLIE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,67,BARLETTA-ANDRIA-TRANI
BISCEGLIE,ITALIA DEI VALORI,53,BARLETTA-ANDRIA-TRANI
