Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ALBA ADRIATICA,9417,5441,116,243,TERAMO
ANCARANO,1626,1269,85,125,TERAMO
ARSITA,831,572,70,101,TERAMO
ATRI,9577,6429,228,627,TERAMO
BASCIANO,2199,1321,57,109,TERAMO
BELLANTE,6186,4027,120,301,TERAMO
BISENTI,1875,1107,62,123,TERAMO
CAMPLI,6640,4882,356,590,TERAMO
CANZANO,1704,1315,105,173,TERAMO
CASTEL CASTAGNA,490,314,6,25,TERAMO
CASTELLALTO,6258,3972,119,328,TERAMO
CASTELLI,1280,686,37,81,TERAMO
CASTIGLIONE MESSER RAIMONDO,2004,1590,143,229,TERAMO
CASTILENTI,1285,829,27,87,TERAMO
CELLINO ATTANASIO,2308,1713,216,314,TERAMO
CERMIGNANO,1734,1232,121,197,TERAMO
CIVITELLA DEL TRONTO,4804,2797,100,213,TERAMO
COLLEDARA,2081,1612,144,212,TERAMO
COLONNELLA,3200,1802,48,112,TERAMO
CONTROGUERRA,1979,1317,37,83,TERAMO
CORROPOLI,4102,3043,292,446,TERAMO
CORTINO,606,404,19,32,TERAMO
CROGNALETO,1230,917,39,74,TERAMO
FANO ADRIANO,337,269,17,31,TERAMO
GIULIANOVA,20496,14911,797,1357,TERAMO
ISOLA DEL GRAN SASSO D'ITALIA,4383,2668,91,262,TERAMO
MARTINSICURO,12063,6623,124,318,TERAMO
MONTEFINO,968,819,94,171,TERAMO
MONTORIO AL VOMANO,7239,5434,321,563,TERAMO
MORRO D'ORO,3140,2287,158,287,TERAMO
MOSCIANO SANT'ANGELO,7768,5899,415,650,TERAMO
NERETO,3925,3058,212,305,TERAMO
NOTARESCO,5872,3803,160,388,TERAMO
PENNA SANT'ANDREA,1549,1084,94,200,TERAMO
PIETRACAMELA,405,178,2,10,TERAMO
PINETO,12127,8893,464,909,TERAMO
ROCCA SANTA MARIA,538,417,52,71,TERAMO
ROSETO DEGLI ABRUZZI,21217,13238,396,1057,TERAMO
SANT'EGIDIO ALLA VIBRATA,7752,6222,407,557,TERAMO
SANT'OMERO,4703,3389,210,329,TERAMO
SILVI,12665,9252,492,864,TERAMO
TERAMO,46114,35271,1965,3399,TERAMO
TORANO NUOVO,1396,1170,72,109,TERAMO
TORRICELLA SICURA,2504,1868,142,204,TERAMO
TORTORETO,9099,6307,298,498,TERAMO
TOSSICIA,1310,1012,112,166,TERAMO
VALLE CASTELLANA,1109,510,24,43,TERAMO
