Ente,Liste/Gruppi,Voti,nomefile
AGRATE BRIANZA,PARTITO DEMOCRATICO,3523,MONZA E DELLA BRIANZA
AGRATE BRIANZA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1410,MONZA E DELLA BRIANZA
AGRATE BRIANZA,FORZA ITALIA,1213,MONZA E DELLA BRIANZA
AGRATE BRIANZA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,940,MONZA E DELLA BRIANZA
AGRATE BRIANZA,L'ALTRA EUROPA CON TSIPRAS,309,MONZA E DELLA BRIANZA
AGRATE BRIANZA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,309,MONZA E DELLA BRIANZA
AGRATE BRIANZA,NUOVO CENTRO DESTRA - UDC,251,MONZA E DELLA BRIANZA
AGRATE BRIANZA,VERDI EUROPEI-GREEN ITALIA,74,MONZA E DELLA BRIANZA
AGRATE BRIANZA,ITALIA DEI VALORI,66,MONZA E DELLA BRIANZA
AGRATE BRIANZA,SCELTA EUROPEA,54,MONZA E DELLA BRIANZA
AGRATE BRIANZA,IO CAMBIO - MAIE,14,MONZA E DELLA BRIANZA
AICURZIO,PARTITO DEMOCRATICO,527,MONZA E DELLA BRIANZA
AICURZIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,189,MONZA E DELLA BRIANZA
AICURZIO,FORZA ITALIA,157,MONZA E DELLA BRIANZA
AICURZIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,150,MONZA E DELLA BRIANZA
AICURZIO,L'ALTRA EUROPA CON TSIPRAS,54,MONZA E DELLA BRIANZA
AICURZIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,43,MONZA E DELLA BRIANZA
AICURZIO,NUOVO CENTRO DESTRA - UDC,41,MONZA E DELLA BRIANZA
AICURZIO,ITALIA DEI VALORI,11,MONZA E DELLA BRIANZA
AICURZIO,SCELTA EUROPEA,11,MONZA E DELLA BRIANZA
AICURZIO,VERDI EUROPEI-GREEN ITALIA,9,MONZA E DELLA BRIANZA
AICURZIO,IO CAMBIO - MAIE,0,MONZA E DELLA BRIANZA
ALBIATE,PARTITO DEMOCRATICO,1322,MONZA E DELLA BRIANZA
ALBIATE,FORZA ITALIA,530,MONZA E DELLA BRIANZA
ALBIATE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,529,MONZA E DELLA BRIANZA
ALBIATE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,524,MONZA E DELLA BRIANZA
ALBIATE,NUOVO CENTRO DESTRA - UDC,131,MONZA E DELLA BRIANZA
ALBIATE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,78,MONZA E DELLA BRIANZA
ALBIATE,L'ALTRA EUROPA CON TSIPRAS,77,MONZA E DELLA BRIANZA
ALBIATE,VERDI EUROPEI-GREEN ITALIA,56,MONZA E DELLA BRIANZA
ALBIATE,ITALIA DEI VALORI,25,MONZA E DELLA BRIANZA
ALBIATE,SCELTA EUROPEA,18,MONZA E DELLA BRIANZA
ALBIATE,IO CAMBIO - MAIE,7,MONZA E DELLA BRIANZA
ARCORE,PARTITO DEMOCRATICO,3816,MONZA E DELLA BRIANZA
ARCORE,FORZA ITALIA,1595,MONZA E DELLA BRIANZA
ARCORE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1337,MONZA E DELLA BRIANZA
ARCORE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,883,MONZA E DELLA BRIANZA
ARCORE,L'ALTRA EUROPA CON TSIPRAS,364,MONZA E DELLA BRIANZA
ARCORE,NUOVO CENTRO DESTRA - UDC,341,MONZA E DELLA BRIANZA
ARCORE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,181,MONZA E DELLA BRIANZA
ARCORE,VERDI EUROPEI-GREEN ITALIA,63,MONZA E DELLA BRIANZA
ARCORE,ITALIA DEI VALORI,47,MONZA E DELLA BRIANZA
ARCORE,SCELTA EUROPEA,42,MONZA E DELLA BRIANZA
ARCORE,IO CAMBIO - MAIE,10,MONZA E DELLA BRIANZA
BARLASSINA,PARTITO DEMOCRATICO,1312,MONZA E DELLA BRIANZA
BARLASSINA,FORZA ITALIA,650,MONZA E DELLA BRIANZA
BARLASSINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,615,MONZA E DELLA BRIANZA
BARLASSINA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,550,MONZA E DELLA BRIANZA
BARLASSINA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,141,MONZA E DELLA BRIANZA
BARLASSINA,NUOVO CENTRO DESTRA - UDC,129,MONZA E DELLA BRIANZA
BARLASSINA,L'ALTRA EUROPA CON TSIPRAS,92,MONZA E DELLA BRIANZA
BARLASSINA,VERDI EUROPEI-GREEN ITALIA,29,MONZA E DELLA BRIANZA
BARLASSINA,SCELTA EUROPEA,29,MONZA E DELLA BRIANZA
BARLASSINA,ITALIA DEI VALORI,26,MONZA E DELLA BRIANZA
BARLASSINA,IO CAMBIO - MAIE,7,MONZA E DELLA BRIANZA
BELLUSCO,PARTITO DEMOCRATICO,1771,MONZA E DELLA BRIANZA
BELLUSCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,648,MONZA E DELLA BRIANZA
BELLUSCO,FORZA ITALIA,569,MONZA E DELLA BRIANZA
BELLUSCO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,525,MONZA E DELLA BRIANZA
BELLUSCO,L'ALTRA EUROPA CON TSIPRAS,154,MONZA E DELLA BRIANZA
BELLUSCO,NUOVO CENTRO DESTRA - UDC,120,MONZA E DELLA BRIANZA
BELLUSCO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,83,MONZA E DELLA BRIANZA
BELLUSCO,VERDI EUROPEI-GREEN ITALIA,43,MONZA E DELLA BRIANZA
BELLUSCO,SCELTA EUROPEA,23,MONZA E DELLA BRIANZA
BELLUSCO,ITALIA DEI VALORI,18,MONZA E DELLA BRIANZA
BELLUSCO,IO CAMBIO - MAIE,11,MONZA E DELLA BRIANZA
BERNAREGGIO,PARTITO DEMOCRATICO,2392,MONZA E DELLA BRIANZA
BERNAREGGIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1012,MONZA E DELLA BRIANZA
BERNAREGGIO,FORZA ITALIA,824,MONZA E DELLA BRIANZA
BERNAREGGIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,644,MONZA E DELLA BRIANZA
BERNAREGGIO,L'ALTRA EUROPA CON TSIPRAS,202,MONZA E DELLA BRIANZA
BERNAREGGIO,NUOVO CENTRO DESTRA - UDC,171,MONZA E DELLA BRIANZA
BERNAREGGIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,133,MONZA E DELLA BRIANZA
BERNAREGGIO,VERDI EUROPEI-GREEN ITALIA,52,MONZA E DELLA BRIANZA
BERNAREGGIO,SCELTA EUROPEA,33,MONZA E DELLA BRIANZA
BERNAREGGIO,ITALIA DEI VALORI,31,MONZA E DELLA BRIANZA
BERNAREGGIO,IO CAMBIO - MAIE,8,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,PARTITO DEMOCRATICO,3473,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1396,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,FORZA ITALIA,1377,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1250,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,NUOVO CENTRO DESTRA - UDC,361,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,L'ALTRA EUROPA CON TSIPRAS,316,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,223,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,VERDI EUROPEI-GREEN ITALIA,72,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,SCELTA EUROPEA,63,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,ITALIA DEI VALORI,38,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,IO CAMBIO - MAIE,14,MONZA E DELLA BRIANZA
BIASSONO,PARTITO DEMOCRATICO,2382,MONZA E DELLA BRIANZA
BIASSONO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1070,MONZA E DELLA BRIANZA
BIASSONO,FORZA ITALIA,995,MONZA E DELLA BRIANZA
BIASSONO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,902,MONZA E DELLA BRIANZA
BIASSONO,NUOVO CENTRO DESTRA - UDC,356,MONZA E DELLA BRIANZA
BIASSONO,L'ALTRA EUROPA CON TSIPRAS,176,MONZA E DELLA BRIANZA
BIASSONO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,135,MONZA E DELLA BRIANZA
BIASSONO,VERDI EUROPEI-GREEN ITALIA,54,MONZA E DELLA BRIANZA
BIASSONO,SCELTA EUROPEA,38,MONZA E DELLA BRIANZA
BIASSONO,ITALIA DEI VALORI,23,MONZA E DELLA BRIANZA
BIASSONO,IO CAMBIO - MAIE,7,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,PARTITO DEMOCRATICO,3191,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1785,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,FORZA ITALIA,1412,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1035,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,NUOVO CENTRO DESTRA - UDC,346,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,L'ALTRA EUROPA CON TSIPRAS,296,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,263,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,VERDI EUROPEI-GREEN ITALIA,99,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,ITALIA DEI VALORI,47,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,SCELTA EUROPEA,44,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,IO CAMBIO - MAIE,13,MONZA E DELLA BRIANZA
BRIOSCO,PARTITO DEMOCRATICO,1310,MONZA E DELLA BRIANZA
