Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
AGRATE BRIANZA,11624,8514,135,351,MONZA E DELLA BRIANZA
AICURZIO,1603,1253,18,61,MONZA E DELLA BRIANZA
ALBIATE,4767,3479,62,182,MONZA E DELLA BRIANZA
ARCORE,13952,8938,42,259,MONZA E DELLA BRIANZA
BARLASSINA,5354,3758,61,178,MONZA E DELLA BRIANZA
BELLUSCO,5689,4127,50,162,MONZA E DELLA BRIANZA
BERNAREGGIO,8289,5722,58,220,MONZA E DELLA BRIANZA
BESANA IN BRIANZA,12332,8941,115,358,MONZA E DELLA BRIANZA
BIASSONO,9541,6327,43,189,MONZA E DELLA BRIANZA
BOVISIO-MASCIAGO,13093,8893,84,362,MONZA E DELLA BRIANZA
BRIOSCO,4953,3683,76,184,MONZA E DELLA BRIANZA
BRUGHERIO,26298,16916,82,428,MONZA E DELLA BRIANZA
BURAGO DI MOLGORA,3428,2576,44,107,MONZA E DELLA BRIANZA
BUSNAGO,5106,3463,41,149,MONZA E DELLA BRIANZA
CAMPARADA,1606,1237,17,63,MONZA E DELLA BRIANZA
CAPONAGO,4026,2860,45,132,MONZA E DELLA BRIANZA
CARATE BRIANZA,13934,8692,41,261,MONZA E DELLA BRIANZA
CARNATE,5610,3743,29,91,MONZA E DELLA BRIANZA
CAVENAGO DI BRIANZA,5397,3823,64,162,MONZA E DELLA BRIANZA
CERIANO LAGHETTO,5207,3962,59,193,MONZA E DELLA BRIANZA
CESANO MADERNO,29042,17381,92,605,MONZA E DELLA BRIANZA
COGLIATE,6771,4086,24,146,MONZA E DELLA BRIANZA
CONCOREZZO,12018,8899,126,358,MONZA E DELLA BRIANZA
CORNATE D'ADDA,8143,5661,77,262,MONZA E DELLA BRIANZA
CORREZZANA,2170,1595,34,81,MONZA E DELLA BRIANZA
DESIO,31784,19705,108,702,MONZA E DELLA BRIANZA
GIUSSANO,19867,13848,201,663,MONZA E DELLA BRIANZA
LAZZATE,6286,3816,25,168,MONZA E DELLA BRIANZA
LENTATE SUL SEVESO,12707,7969,57,313,MONZA E DELLA BRIANZA
LESMO,6516,4129,9,120,MONZA E DELLA BRIANZA
LIMBIATE,26691,15435,77,527,MONZA E DELLA BRIANZA
LISSONE,34200,20724,111,569,MONZA E DELLA BRIANZA
MACHERIO,5799,3647,27,114,MONZA E DELLA BRIANZA
MEDA,18480,11717,54,361,MONZA E DELLA BRIANZA
MEZZAGO,3204,2461,52,118,MONZA E DELLA BRIANZA
MISINTO,4392,3141,55,168,MONZA E DELLA BRIANZA
MONZA,92803,58254,262,1302,MONZA E DELLA BRIANZA
MUGGIO',18412,13152,166,569,MONZA E DELLA BRIANZA
NOVA MILANESE,17708,11228,47,299,MONZA E DELLA BRIANZA
ORNAGO,3822,2565,29,100,MONZA E DELLA BRIANZA
RENATE,3161,2366,37,117,MONZA E DELLA BRIANZA
RONCELLO,3223,2278,32,134,MONZA E DELLA BRIANZA
RONCO BRIANTINO,2699,2056,31,93,MONZA E DELLA BRIANZA
SEREGNO,35150,21328,131,765,MONZA E DELLA BRIANZA
SEVESO,18073,10988,57,353,MONZA E DELLA BRIANZA
SOVICO,6464,4873,70,236,MONZA E DELLA BRIANZA
SULBIATE,3252,2145,13,79,MONZA E DELLA BRIANZA
TRIUGGIO,6914,5125,69,235,MONZA E DELLA BRIANZA
USMATE VELATE,7754,5633,65,226,MONZA E DELLA BRIANZA
VAREDO,10455,6840,39,210,MONZA E DELLA BRIANZA
VEDANO AL LAMBRO,5936,3989,16,85,MONZA E DELLA BRIANZA
VEDUGGIO CON COLZANO,3541,2635,61,139,MONZA E DELLA BRIANZA
VERANO BRIANZA,7404,4827,31,193,MONZA E DELLA BRIANZA
VILLASANTA,11036,7855,105,266,MONZA E DELLA BRIANZA
VIMERCATE,20101,13961,85,340,MONZA E DELLA BRIANZA
