Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ACI BONACCORSI,2764,1466,20,97,CATANIA
ACI CASTELLO,15954,11651,565,1114,CATANIA
ACI CATENA,23336,9895,106,590,CATANIA
ACIREALE,44778,35459,2795,5297,CATANIA
ACI SANT'ANTONIO,14278,6352,55,355,CATANIA
ADRANO,30010,9417,69,563,CATANIA
BELPASSO,22189,9233,89,546,CATANIA
BIANCAVILLA,19125,7514,91,453,CATANIA
BRONTE,16643,7906,102,992,CATANIA
CALATABIANO,5043,1990,19,128,CATANIA
CALTAGIRONE,32527,13282,127,741,CATANIA
CAMPOROTONDO ETNEO,3781,1789,12,80,CATANIA
CASTEL DI IUDICA,4100,1884,27,106,CATANIA
CASTIGLIONE DI SICILIA,4031,1236,29,131,CATANIA
CATANIA,258610,102952,682,5092,CATANIA
FIUMEFREDDO DI SICILIA,8677,3486,37,236,CATANIA
GIARRE,24134,10189,105,573,CATANIA
GRAMMICHELE,12892,4431,45,244,CATANIA
GRAVINA DI CATANIA,21699,10116,67,437,CATANIA
LICODIA EUBEA,3282,978,13,47,CATANIA
LINGUAGLOSSA,4880,2196,39,186,CATANIA
MALETTO,4182,1770,36,157,CATANIA
MANIACE,2883,1376,38,230,CATANIA
MASCALI,11994,4802,64,307,CATANIA
MASCALUCIA,25144,10894,66,414,CATANIA
MAZZARRONE,2895,1049,17,91,CATANIA
MILITELLO IN VAL DI CATANIA,7355,2836,58,314,CATANIA
MILO,1011,459,3,26,CATANIA
MINEO,7027,2032,27,105,CATANIA
MIRABELLA IMBACCARI,5070,2126,37,151,CATANIA
MISTERBIANCO,38997,15810,121,1019,CATANIA
MOTTA SANT'ANASTASIA,9429,7013,522,886,CATANIA
NICOLOSI,6078,2913,33,201,CATANIA
PALAGONIA,14016,4257,47,205,CATANIA
PATERNO',38728,16919,213,1350,CATANIA
PEDARA,11332,5566,40,333,CATANIA
PIEDIMONTE ETNEO,4194,1726,21,101,CATANIA
RADDUSA,2799,1006,12,64,CATANIA
RAGALNA,3168,2626,153,314,CATANIA
RAMACCA,9076,4013,29,205,CATANIA
RANDAZZO,10644,3845,38,263,CATANIA
RIPOSTO,13167,5117,50,270,CATANIA
SAN CONO,2621,1122,16,72,CATANIA
SAN GIOVANNI LA PUNTA,18392,9482,60,391,CATANIA
SAN GREGORIO DI CATANIA,9685,5069,18,192,CATANIA
SAN MICHELE DI GANZARIA,3346,1130,10,49,CATANIA
SAN PIETRO CLARENZA,5960,2713,19,151,CATANIA
SANT'AGATA LI BATTIATI,8193,4329,26,115,CATANIA
SANT'ALFIO,1575,628,9,62,CATANIA
SANTA MARIA DI LICODIA,6071,2592,28,164,CATANIA
SANTA VENERINA,7136,3414,70,299,CATANIA
SCORDIA,14699,5692,313,388,CATANIA
TRECASTAGNI,8640,4391,41,248,CATANIA
TREMESTIERI ETNEO,16981,8494,47,334,CATANIA
VALVERDE,6241,3051,25,179,CATANIA
VIAGRANDE,6766,3156,20,141,CATANIA
VIZZINI,7566,2156,46,211,CATANIA
ZAFFERANA ETNEA,7978,5217,362,685,CATANIA
