Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,nomefile
ALIA,3441,1276,27,135,PALERMO
ALIMENA,1963,856,18,79,PALERMO
ALIMINUSA,1150,520,10,33,PALERMO
ALTAVILLA MILICIA,6966,2350,28,207,PALERMO
ALTOFONTE,8487,3743,15,214,PALERMO
BAGHERIA,46690,31168,1628,3672,PALERMO
BALESTRATE,6551,2101,28,155,PALERMO
BAUCINA,1904,826,10,76,PALERMO
BELMONTE MEZZAGNO,8722,3453,43,276,PALERMO
BISACQUINO,4520,1656,27,146,PALERMO
BLUFI,992,408,9,49,PALERMO
BOLOGNETTA,3466,1228,20,129,PALERMO
BOMPIETRO,1341,981,104,172,PALERMO
BORGETTO,7338,1921,17,94,PALERMO
CACCAMO,7106,3455,87,512,PALERMO
CALTAVUTURO,3489,1323,20,176,PALERMO
CAMPOFELICE DI FITALIA,506,140,3,12,PALERMO
CAMPOFELICE DI ROCCELLA,6169,2673,31,180,PALERMO
CAMPOFIORITO,1167,555,13,53,PALERMO
CAMPOREALE,2982,1304,23,139,PALERMO
CAPACI,9307,3581,22,150,PALERMO
CARINI,32788,9630,79,442,PALERMO
CASTELBUONO,7842,4002,54,250,PALERMO
CASTELDACCIA,9553,3965,27,202,PALERMO
CASTELLANA SICULA,3022,1328,37,191,PALERMO
CASTRONOVO DI SICILIA,2737,1075,25,110,PALERMO
CEFALA' DIANA,913,447,5,26,PALERMO
CEFALU',12958,4880,84,439,PALERMO
CERDA,4415,1905,16,121,PALERMO
CHIUSA SCLAFANI,2766,1121,14,130,PALERMO
CIMINNA,4046,1413,31,152,PALERMO
CINISI,11157,7772,519,807,PALERMO
COLLESANO,3826,1475,13,113,PALERMO
CONTESSA ENTELLINA,1705,782,22,83,PALERMO
CORLEONE,9886,3972,56,346,PALERMO
FICARAZZI,9911,4211,45,225,PALERMO
GANGI,7915,2535,63,237,PALERMO
GERACI SICULO,1679,566,7,70,PALERMO
GIARDINELLO,1903,944,9,62,PALERMO
GIULIANA,1811,745,18,78,PALERMO
GODRANO,1062,556,4,54,PALERMO
GRATTERI,914,338,1,34,PALERMO
ISNELLO,1440,590,16,76,PALERMO
ISOLA DELLE FEMMINE,5970,2313,22,97,PALERMO
LASCARI,3021,1328,27,151,PALERMO
LERCARA FRIDDI,6228,2347,64,247,PALERMO
MARINEO,5808,2334,25,208,PALERMO
MEZZOJUSO,2678,1140,19,146,PALERMO
MISILMERI,23022,8750,128,774,PALERMO
MONREALE,31955,22326,1540,3187,PALERMO
MONTELEPRE,5630,2401,33,186,PALERMO
MONTEMAGGIORE BELSITO,3031,1257,17,69,PALERMO
PALAZZO ADRIANO,1992,948,32,198,PALERMO
PALERMO,549740,221771,1593,12439,PALERMO
PARTINICO,26281,9168,111,551,PALERMO
PETRALIA SOPRANA,2911,1416,25,171,PALERMO
PETRALIA SOTTANA,2671,1179,22,115,PALERMO
PIANA DEGLI ALBANESI,5308,2360,24,192,PALERMO
POLIZZI GENEROSA,3231,1214,22,135,PALERMO
POLLINA,3058,1528,15,153,PALERMO
PRIZZI,4298,1877,68,374,PALERMO
ROCCAMENA,1551,1049,124,228,PALERMO
ROCCAPALUMBA,2612,884,14,68,PALERMO
SAN CIPIRELLO,4709,1726,24,148,PALERMO
SAN GIUSEPPE JATO,7798,2688,38,247,PALERMO
SAN MAURO CASTELVERDE,1970,411,6,44,PALERMO
SANTA CRISTINA GELA,827,398,6,35,PALERMO
SANTA FLAVIA,9654,3452,36,239,PALERMO
SCIARA,2471,775,23,88,PALERMO
SCILLATO,546,196,4,12,PALERMO
SCLAFANI BAGNI,393,163,4,19,PALERMO
TERMINI IMERESE,22297,17591,1533,2598,PALERMO
TERRASINI,10835,3577,16,108,PALERMO
TORRETTA,4323,1248,18,82,PALERMO
TRABIA,8796,3449,39,221,PALERMO
TRAPPETO,2966,980,10,39,PALERMO
USTICA,1176,505,7,31,PALERMO
VALLEDOLMO,3265,1282,32,140,PALERMO
VENTIMIGLIA DI SICILIA,2068,990,11,80,PALERMO
VICARI,2482,1032,17,95,PALERMO
VILLABATE,15548,5146,45,431,PALERMO
VILLAFRATI,2895,1218,26,113,PALERMO
