Ente,Liste/Gruppi,Voti,nomefile
ACQUARICA DEL CAPO,FORZA ITALIA,937,LECCE
ACQUARICA DEL CAPO,PARTITO DEMOCRATICO,775,LECCE
ACQUARICA DEL CAPO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,726,LECCE
ACQUARICA DEL CAPO,NUOVO CENTRO DESTRA - UDC,166,LECCE
ACQUARICA DEL CAPO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,89,LECCE
ACQUARICA DEL CAPO,L'ALTRA EUROPA CON TSIPRAS,64,LECCE
ACQUARICA DEL CAPO,SCELTA EUROPEA,33,LECCE
ACQUARICA DEL CAPO,ITALIA DEI VALORI,23,LECCE
ACQUARICA DEL CAPO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,17,LECCE
ACQUARICA DEL CAPO,VERDI EUROPEI-GREEN ITALIA,12,LECCE
ACQUARICA DEL CAPO,IO CAMBIO - MAIE,10,LECCE
ALESSANO,PARTITO DEMOCRATICO,1159,LECCE
ALESSANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,495,LECCE
ALESSANO,FORZA ITALIA,453,LECCE
ALESSANO,NUOVO CENTRO DESTRA - UDC,126,LECCE
ALESSANO,L'ALTRA EUROPA CON TSIPRAS,96,LECCE
ALESSANO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,48,LECCE
ALESSANO,ITALIA DEI VALORI,12,LECCE
ALESSANO,VERDI EUROPEI-GREEN ITALIA,12,LECCE
ALESSANO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,11,LECCE
ALESSANO,IO CAMBIO - MAIE,7,LECCE
ALESSANO,SCELTA EUROPEA,3,LECCE
ALEZIO,PARTITO DEMOCRATICO,755,LECCE
ALEZIO,FORZA ITALIA,493,LECCE
ALEZIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,407,LECCE
ALEZIO,NUOVO CENTRO DESTRA - UDC,89,LECCE
ALEZIO,L'ALTRA EUROPA CON TSIPRAS,84,LECCE
ALEZIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,60,LECCE
ALEZIO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,15,LECCE
ALEZIO,ITALIA DEI VALORI,13,LECCE
ALEZIO,VERDI EUROPEI-GREEN ITALIA,5,LECCE
ALEZIO,SCELTA EUROPEA,4,LECCE
ALEZIO,IO CAMBIO - MAIE,3,LECCE
ALLISTE,PARTITO DEMOCRATICO,583,LECCE
ALLISTE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,476,LECCE
ALLISTE,FORZA ITALIA,448,LECCE
ALLISTE,L'ALTRA EUROPA CON TSIPRAS,142,LECCE
ALLISTE,NUOVO CENTRO DESTRA - UDC,115,LECCE
