Ente,Liste/Gruppi,Voti,nomefile
ADRARA SAN MARTINO,PARTITO DEMOCRATICO,315,BERGAMO
ADRARA SAN MARTINO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,304,BERGAMO
ADRARA SAN MARTINO,FORZA ITALIA,238,BERGAMO
ADRARA SAN MARTINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,134,BERGAMO
ADRARA SAN MARTINO,NUOVO CENTRO DESTRA - UDC,49,BERGAMO
ADRARA SAN MARTINO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,28,BERGAMO
ADRARA SAN MARTINO,L'ALTRA EUROPA CON TSIPRAS,12,BERGAMO
ADRARA SAN MARTINO,ITALIA DEI VALORI,7,BERGAMO
ADRARA SAN MARTINO,VERDI EUROPEI-GREEN ITALIA,6,BERGAMO
ADRARA SAN MARTINO,SCELTA EUROPEA,4,BERGAMO
ADRARA SAN MARTINO,IO CAMBIO - MAIE,0,BERGAMO
ADRARA SAN ROCCO,PARTITO DEMOCRATICO,105,BERGAMO
ADRARA SAN ROCCO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,92,BERGAMO
ADRARA SAN ROCCO,FORZA ITALIA,85,BERGAMO
ADRARA SAN ROCCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,47,BERGAMO
ADRARA SAN ROCCO,NUOVO CENTRO DESTRA - UDC,12,BERGAMO
ADRARA SAN ROCCO,L'ALTRA EUROPA CON TSIPRAS,10,BERGAMO
ADRARA SAN ROCCO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,9,BERGAMO
ADRARA SAN ROCCO,VERDI EUROPEI-GREEN ITALIA,5,BERGAMO
ADRARA SAN ROCCO,SCELTA EUROPEA,3,BERGAMO
ADRARA SAN ROCCO,ITALIA DEI VALORI,0,BERGAMO
ADRARA SAN ROCCO,IO CAMBIO - MAIE,0,BERGAMO
ALBANO SANT'ALESSANDRO,PARTITO DEMOCRATICO,1538,BERGAMO
ALBANO SANT'ALESSANDRO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,671,BERGAMO
ALBANO SANT'ALESSANDRO,FORZA ITALIA,578,BERGAMO
ALBANO SANT'ALESSANDRO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,556,BERGAMO
ALBANO SANT'ALESSANDRO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,98,BERGAMO
ALBANO SANT'ALESSANDRO,NUOVO CENTRO DESTRA - UDC,82,BERGAMO
ALBANO SANT'ALESSANDRO,L'ALTRA EUROPA CON TSIPRAS,67,BERGAMO
ALBANO SANT'ALESSANDRO,ITALIA DEI VALORI,50,BERGAMO
ALBANO SANT'ALESSANDRO,VERDI EUROPEI-GREEN ITALIA,22,BERGAMO
ALBANO SANT'ALESSANDRO,SCELTA EUROPEA,7,BERGAMO
ALBANO SANT'ALESSANDRO,IO CAMBIO - MAIE,6,BERGAMO
ALBINO,PARTITO DEMOCRATICO,4152,BERGAMO
ALBINO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,2244,BERGAMO
ALBINO,FORZA ITALIA,1430,BERGAMO
ALBINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1397,BERGAMO
ALBINO,L'ALTRA EUROPA CON TSIPRAS,392,BERGAMO
ALBINO,NUOVO CENTRO DESTRA - UDC,284,BERGAMO
ALBINO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,185,BERGAMO
ALBINO,VERDI EUROPEI-GREEN ITALIA,84,BERGAMO
ALBINO,ITALIA DEI VALORI,60,BERGAMO
ALBINO,SCELTA EUROPEA,45,BERGAMO
ALBINO,IO CAMBIO - MAIE,13,BERGAMO
ALGUA,PARTITO DEMOCRATICO,152,BERGAMO
ALGUA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,97,BERGAMO
ALGUA,FORZA ITALIA,96,BERGAMO
ALGUA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,68,BERGAMO
ALGUA,NUOVO CENTRO DESTRA - UDC,16,BERGAMO
ALGUA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,4,BERGAMO
ALGUA,VERDI EUROPEI-GREEN ITALIA,3,BERGAMO
ALGUA,ITALIA DEI VALORI,3,BERGAMO
ALGUA,L'ALTRA EUROPA CON TSIPRAS,3,BERGAMO
ALGUA,IO CAMBIO - MAIE,1,BERGAMO
ALGUA,SCELTA EUROPEA,1,BERGAMO
ALME',PARTITO DEMOCRATICO,1314,BERGAMO
ALME',LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,680,BERGAMO
ALME',FORZA ITALIA,441,BERGAMO
ALME',MOVIMENTO 5 STELLE BEPPEGRILLO.IT,352,BERGAMO
ALME',NUOVO CENTRO DESTRA - UDC,95,BERGAMO
ALME',FRATELLI D'ITALIA - ALLEANZA NAZIONALE,72,BERGAMO
ALME',L'ALTRA EUROPA CON TSIPRAS,50,BERGAMO
ALME',VERDI EUROPEI-GREEN ITALIA,36,BERGAMO
ALME',SCELTA EUROPEA,16,BERGAMO
ALME',ITALIA DEI VALORI,14,BERGAMO
ALME',IO CAMBIO - MAIE,1,BERGAMO
ALMENNO SAN BARTOLOMEO,PARTITO DEMOCRATICO,1173,BERGAMO
ALMENNO SAN BARTOLOMEO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,841,BERGAMO
ALMENNO SAN BARTOLOMEO,FORZA ITALIA,496,BERGAMO
ALMENNO SAN BARTOLOMEO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,446,BERGAMO
ALMENNO SAN BARTOLOMEO,L'ALTRA EUROPA CON TSIPRAS,86,BERGAMO
ALMENNO SAN BARTOLOMEO,NUOVO CENTRO DESTRA - UDC,80,BERGAMO
ALMENNO SAN BARTOLOMEO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,78,BERGAMO
ALMENNO SAN BARTOLOMEO,ITALIA DEI VALORI,42,BERGAMO
ALMENNO SAN BARTOLOMEO,VERDI EUROPEI-GREEN ITALIA,41,BERGAMO
ALMENNO SAN BARTOLOMEO,SCELTA EUROPEA,17,BERGAMO
ALMENNO SAN BARTOLOMEO,IO CAMBIO - MAIE,8,BERGAMO
ALMENNO SAN SALVATORE,PARTITO DEMOCRATICO,1308,BERGAMO
ALMENNO SAN SALVATORE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,717,BERGAMO
ALMENNO SAN SALVATORE,FORZA ITALIA,541,BERGAMO
ALMENNO SAN SALVATORE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,404,BERGAMO
ALMENNO SAN SALVATORE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,103,BERGAMO
ALMENNO SAN SALVATORE,NUOVO CENTRO DESTRA - UDC,81,BERGAMO
ALMENNO SAN SALVATORE,L'ALTRA EUROPA CON TSIPRAS,51,BERGAMO
ALMENNO SAN SALVATORE,ITALIA DEI VALORI,33,BERGAMO
ALMENNO SAN SALVATORE,SCELTA EUROPEA,28,BERGAMO
ALMENNO SAN SALVATORE,VERDI EUROPEI-GREEN ITALIA,24,BERGAMO
ALMENNO SAN SALVATORE,IO CAMBIO - MAIE,7,BERGAMO
ALZANO LOMBARDO,PARTITO DEMOCRATICO,3241,BERGAMO
ALZANO LOMBARDO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1395,BERGAMO
ALZANO LOMBARDO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1069,BERGAMO
ALZANO LOMBARDO,FORZA ITALIA,968,BERGAMO
ALZANO LOMBARDO,L'ALTRA EUROPA CON TSIPRAS,257,BERGAMO
ALZANO LOMBARDO,NUOVO CENTRO DESTRA - UDC,228,BERGAMO
ALZANO LOMBARDO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,150,BERGAMO
