Ente,Liste/Gruppi,Voti,nomefile
ACQUAFONDATA,PARTITO DEMOCRATICO,72,FROSINONE
ACQUAFONDATA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,27,FROSINONE
ACQUAFONDATA,FORZA ITALIA,18,FROSINONE
ACQUAFONDATA,NUOVO CENTRO DESTRA - UDC,7,FROSINONE
ACQUAFONDATA,L'ALTRA EUROPA CON TSIPRAS,6,FROSINONE
ACQUAFONDATA,ITALIA DEI VALORI,2,FROSINONE
ACQUAFONDATA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,2,FROSINONE
ACQUAFONDATA,SCELTA EUROPEA,2,FROSINONE
ACQUAFONDATA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,1,FROSINONE
ACQUAFONDATA,VERDI EUROPEI-GREEN ITALIA,0,FROSINONE
ACQUAFONDATA,IO CAMBIO - MAIE,0,FROSINONE
ACUTO,PARTITO DEMOCRATICO,443,FROSINONE
ACUTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,337,FROSINONE
ACUTO,FORZA ITALIA,203,FROSINONE
ACUTO,L'ALTRA EUROPA CON TSIPRAS,126,FROSINONE
ACUTO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,55,FROSINONE
ACUTO,NUOVO CENTRO DESTRA - UDC,38,FROSINONE
ACUTO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,24,FROSINONE
ACUTO,VERDI EUROPEI-GREEN ITALIA,9,FROSINONE
ACUTO,SCELTA EUROPEA,7,FROSINONE
ACUTO,IO CAMBIO - MAIE,4,FROSINONE
ACUTO,ITALIA DEI VALORI,2,FROSINONE
ALATRI,PARTITO DEMOCRATICO,4177,FROSINONE
ALATRI,FORZA ITALIA,3103,FROSINONE
ALATRI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2575,FROSINONE
ALATRI,NUOVO CENTRO DESTRA - UDC,497,FROSINONE
ALATRI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,395,FROSINONE
ALATRI,L'ALTRA EUROPA CON TSIPRAS,220,FROSINONE
ALATRI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,201,FROSINONE
ALATRI,VERDI EUROPEI-GREEN ITALIA,49,FROSINONE
ALATRI,ITALIA DEI VALORI,37,FROSINONE
ALATRI,SCELTA EUROPEA,28,FROSINONE
ALATRI,IO CAMBIO - MAIE,19,FROSINONE
ALVITO,PARTITO DEMOCRATICO,332,FROSINONE
ALVITO,FORZA ITALIA,285,FROSINONE
ALVITO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,259,FROSINONE
ALVITO,NUOVO CENTRO DESTRA - UDC,110,FROSINONE
ALVITO,L'ALTRA EUROPA CON TSIPRAS,77,FROSINONE
ALVITO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,37,FROSINONE
ALVITO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,11,FROSINONE
ALVITO,SCELTA EUROPEA,6,FROSINONE
ALVITO,VERDI EUROPEI-GREEN ITALIA,4,FROSINONE
ALVITO,ITALIA DEI VALORI,3,FROSINONE
ALVITO,IO CAMBIO - MAIE,3,FROSINONE
AMASENO,PARTITO DEMOCRATICO,597,FROSINONE
AMASENO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,369,FROSINONE
AMASENO,FORZA ITALIA,336,FROSINONE
AMASENO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,139,FROSINONE
AMASENO,NUOVO CENTRO DESTRA - UDC,64,FROSINONE
AMASENO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,24,FROSINONE
AMASENO,L'ALTRA EUROPA CON TSIPRAS,19,FROSINONE
AMASENO,ITALIA DEI VALORI,9,FROSINONE
AMASENO,VERDI EUROPEI-GREEN ITALIA,6,FROSINONE
AMASENO,IO CAMBIO - MAIE,4,FROSINONE
AMASENO,SCELTA EUROPEA,3,FROSINONE
ANAGNI,PARTITO DEMOCRATICO,4710,FROSINONE
ANAGNI,FORZA ITALIA,2877,FROSINONE
ANAGNI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2722,FROSINONE
ANAGNI,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,635,FROSINONE
ANAGNI,NUOVO CENTRO DESTRA - UDC,602,FROSINONE
ANAGNI,L'ALTRA EUROPA CON TSIPRAS,518,FROSINONE
ANAGNI,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,315,FROSINONE
ANAGNI,ITALIA DEI VALORI,220,FROSINONE
ANAGNI,VERDI EUROPEI-GREEN ITALIA,109,FROSINONE
ANAGNI,SCELTA EUROPEA,90,FROSINONE
ANAGNI,IO CAMBIO - MAIE,28,FROSINONE
AQUINO,PARTITO DEMOCRATICO,941,FROSINONE
AQUINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,611,FROSINONE
AQUINO,FORZA ITALIA,334,FROSINONE
AQUINO,NUOVO CENTRO DESTRA - UDC,107,FROSINONE
AQUINO,L'ALTRA EUROPA CON TSIPRAS,76,FROSINONE
AQUINO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,51,FROSINONE
AQUINO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,25,FROSINONE
AQUINO,SCELTA EUROPEA,8,FROSINONE
AQUINO,VERDI EUROPEI-GREEN ITALIA,7,FROSINONE
AQUINO,ITALIA DEI VALORI,6,FROSINONE
AQUINO,IO CAMBIO - MAIE,4,FROSINONE
ARCE,PARTITO DEMOCRATICO,1199,FROSINONE
ARCE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,890,FROSINONE
ARCE,FORZA ITALIA,868,FROSINONE
ARCE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,249,FROSINONE
ARCE,NUOVO CENTRO DESTRA - UDC,199,FROSINONE
ARCE,L'ALTRA EUROPA CON TSIPRAS,159,FROSINONE
ARCE,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,63,FROSINONE
ARCE,VERDI EUROPEI-GREEN ITALIA,21,FROSINONE
ARCE,SCELTA EUROPEA,16,FROSINONE
ARCE,ITALIA DEI VALORI,15,FROSINONE
ARCE,IO CAMBIO - MAIE,10,FROSINONE
ARNARA,PARTITO DEMOCRATICO,529,FROSINONE
ARNARA,FORZA ITALIA,345,FROSINONE
ARNARA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,328,FROSINONE
ARNARA,NUOVO CENTRO DESTRA - UDC,125,FROSINONE
ARNARA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,65,FROSINONE
ARNARA,L'ALTRA EUROPA CON TSIPRAS,31,FROSINONE
ARNARA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,25,FROSINONE
ARNARA,ITALIA DEI VALORI,13,FROSINONE
ARNARA,VERDI EUROPEI-GREEN ITALIA,9,FROSINONE
ARNARA,SCELTA EUROPEA,4,FROSINONE
ARNARA,IO CAMBIO - MAIE,3,FROSINONE
ARPINO,PARTITO DEMOCRATICO,1197,FROSINONE
ARPINO,FORZA ITALIA,926,FROSINONE
ARPINO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,613,FROSINONE
ARPINO,NUOVO CENTRO DESTRA - UDC,214,FROSINONE
ARPINO,L'ALTRA EUROPA CON TSIPRAS,103,FROSINONE
ARPINO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,71,FROSINONE
ARPINO,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,49,FROSINONE
ARPINO,ITALIA DEI VALORI,16,FROSINONE
ARPINO,VERDI EUROPEI-GREEN ITALIA,15,FROSINONE
ARPINO,SCELTA EUROPEA,8,FROSINONE
ARPINO,IO CAMBIO - MAIE,4,FROSINONE
ATINA,PARTITO DEMOCRATICO,680,FROSINONE
ATINA,FORZA ITALIA,405,FROSINONE
ATINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,356,FROSINONE
ATINA,NUOVO CENTRO DESTRA - UDC,148,FROSINONE
ATINA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,67,FROSINONE
ATINA,L'ALTRA EUROPA CON TSIPRAS,54,FROSINONE
ATINA,LEGA NORD-DIE FREIHEITLICHEN-BASTA EURO,29,FROSINONE
ATINA,ITALIA DEI VALORI,12,FROSINONE
ATINA,VERDI EUROPEI-GREEN ITALIA,6,FROSINONE
ATINA,SCELTA EUROPEA,5,FROSINONE
ATINA,IO CAMBIO - MAIE,4,FROSINONE
AUSONIA,PARTITO DEMOCRATICO,667,FROSINONE
AUSONIA,FORZA ITALIA,360,FROSINONE
AUSONIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,337,FROSINONE
AUSONIA,NUOVO CENTRO DESTRA - UDC,106,FROSINONE
